age_years,gender_id,district_id,police_station_id,initial_gravity_offence_id,initial_crime_major_head_id,initial_crime_minor_head_id,initial_hour_of_day,initial_day_of_week,initial_month,initial_is_weekend,initial_is_night_time,initial_co_offender_count,recidivism_flag
64,1,5,16,2,4,10,10,4,12,0,0,3,0
66,1,2,5,1,2,2,11,6,6,1,0,3,0
18,2,16,4,2,2,2,4,0,3,0,1,1,0
27,2,20,9,2,1,7,17,3,2,0,0,1,0
30,2,7,20,1,1,7,12,3,10,0,0,2,1
39,2,19,7,1,5,11,20,4,6,0,0,2,0
41,2,5,16,1,5,1,21,4,10,0,0,1,0
58,2,10,15,1,5,11,5,6,5,1,1,3,0
63,2,20,9,1,3,8,20,5,4,1,0,2,0
64,2,9,10,2,2,3,8,6,8,1,0,1,0
70,2,14,12,1,5,9,19,4,9,0,0,1,1
71,2,19,7,1,3,4,17,3,12,0,0,1,0
19,3,12,14,2,1,6,20,1,9,0,0,1,1
30,3,6,18,2,1,5,5,4,2,0,1,2,1
45,3,7,20,1,1,6,11,1,12,0,0,1,0
63,3,15,1,2,2,3,15,2,6,0,0,3,0
64,3,12,14,2,2,12,10,0,10,0,0,1,0
68,3,17,6,1,2,2,17,5,12,1,0,1,0
75,3,1,19,1,5,1,7,4,7,0,0,1,0
24,1,14,12,1,2,3,22,1,2,0,1,1,0
30,1,17,6,2,1,5,18,1,5,0,0,1,1
52,1,3,8,2,1,7,21,1,10,0,0,3,0
64,1,14,12,1,5,11,20,2,4,0,0,3,0
72,1,13,2,2,1,7,10,6,10,1,0,2,0
73,1,14,12,2,5,11,9,4,3,0,0,2,0
30,2,3,8,2,1,7,19,3,1,0,0,2,1
32,2,5,16,1,2,12,6,0,10,0,0,2,0
42,2,9,10,2,5,1,14,0,6,0,0,1,0
54,2,16,4,1,1,6,2,2,10,0,1,2,0
66,2,17,6,2,3,8,1,0,9,0,1,2,0
21,3,18,13,2,3,4,1,2,3,0,1,1,0
25,3,3,8,2,1,7,21,1,10,0,0,3,0
30,3,14,12,2,1,5,17,0,3,0,0,2,1
43,3,14,12,2,3,4,10,4,11,0,0,3,0
49,3,4,11,2,5,11,13,0,12,0,0,3,0
50,3,10,15,1,5,1,16,2,7,0,0,1,0
72,3,17,6,2,2,12,3,3,6,0,1,1,0
74,3,12,14,1,3,8,4,1,11,0,1,3,0
24,1,3,8,2,4,10,4,3,9,0,1,1,0
30,1,19,7,2,1,5,7,3,3,0,0,1,1
60,1,1,19,1,2,3,10,0,8,0,0,1,0
62,1,5,16,1,3,4,17,4,1,0,0,1,0
73,1,20,9,1,3,4,13,2,11,0,0,1,0
21,2,10,15,1,2,12,10,4,6,0,0,2,0
23,2,13,2,1,2,2,3,6,2,1,1,1,0
26,2,18,13,2,1,6,4,2,4,0,1,2,0
30,2,3,8,2,2,2,22,1,3,0,1,3,1
34,2,13,2,1,5,9,11,0,10,0,0,1,0
58,2,19,7,2,1,7,15,4,7,0,0,3,0
60,2,8,3,2,2,12,12,5,12,1,0,2,0
20,3,19,7,1,4,10,0,3,11,0,1,1,0
25,3,1,19,2,1,7,5,6,12,1,1,3,0
30,3,9,10,2,3,4,2,2,2,0,1,1,0
39,3,17,6,2,2,12,21,3,3,0,0,2,0
66,3,1,19,1,2,12,1,4,6,0,1,2,0
18,1,5,16,2,2,3,20,6,8,1,0,1,0
19,1,8,3,1,2,3,21,2,8,0,0,2,0
30,1,18,13,2,1,6,9,5,3,1,0,1,1
35,1,1,19,2,1,6,7,2,7,0,0,1,0
62,1,17,6,2,1,6,19,3,2,0,0,1,0
64,1,16,4,2,2,3,8,5,6,1,0,3,0
30,2,6,18,2,1,7,15,0,8,0,0,2,1
37,2,11,17,2,2,3,18,3,12,0,0,3,0
62,2,3,8,2,5,1,15,2,8,0,0,1,0
69,2,16,4,1,1,5,9,0,12,0,0,2,0
70,2,4,11,1,4,10,3,0,6,0,1,1,0
71,2,17,6,1,2,2,22,3,3,0,1,1,0
19,3,6,18,1,3,4,10,4,12,0,0,2,0
26,3,8,3,2,3,4,7,0,4,0,0,2,0
29,3,18,13,2,5,9,11,5,1,1,0,2,0
30,3,5,16,2,1,6,14,5,12,1,0,1,1
35,3,4,11,1,1,7,21,4,2,0,0,1,0
40,3,9,10,1,2,2,11,2,9,0,0,1,0
56,3,10,15,2,5,1,4,2,7,0,1,3,0
61,3,17,6,1,4,10,22,0,3,0,1,1,0
65,3,5,16,2,5,1,17,6,6,1,0,2,0
72,3,9,10,2,1,7,19,0,12,0,0,3,0
22,1,3,8,1,2,12,20,5,1,1,0,1,0
28,1,12,14,1,5,9,19,2,10,0,0,1,0
30,1,11,17,2,1,7,18,1,4,0,0,1,1
40,1,11,17,1,1,5,0,6,2,1,1,3,0
43,1,7,20,2,3,8,21,3,6,0,0,2,0
61,1,3,8,1,5,1,8,3,7,0,0,1,1
62,1,7,20,2,2,2,19,4,1,0,0,1,0
25,2,2,5,1,2,3,11,5,10,1,0,3,0
27,2,7,20,2,3,4,4,5,9,1,1,1,0
30,2,15,1,2,1,7,10,6,1,1,0,3,1
42,2,14,12,1,1,6,17,6,5,1,0,2,0
52,2,13,2,2,5,11,8,1,8,0,0,1,0
60,2,3,8,1,5,1,16,3,9,0,0,2,0
29,3,7,20,2,4,10,4,4,5,0,1,1,0
30,3,7,20,1,1,5,4,2,7,0,1,1,1
47,3,19,7,2,2,3,19,6,10,1,0,1,1
52,3,12,14,1,2,2,0,4,2,0,1,2,0
59,3,16,4,1,1,7,5,0,2,0,1,1,0
74,3,9,10,1,1,7,23,3,2,0,1,1,0
25,1,9,10,2,1,7,4,3,5,0,1,1,0
30,1,6,18,1,4,10,13,3,2,0,0,3,1
35,1,17,6,1,3,8,7,1,3,0,0,1,0
36,1,7,20,2,5,1,1,4,6,0,1,2,1
37,1,3,8,2,3,4,8,2,3,0,0,2,0
42,1,20,9,1,1,5,15,5,1,1,0,3,0
43,1,4,11,2,1,5,18,1,1,0,0,1,0
52,1,14,12,2,1,5,11,4,3,0,0,2,1
62,1,17,6,2,2,3,15,6,8,1,0,2,0
64,1,12,14,1,2,12,6,4,11,0,0,2,0
68,1,5,16,1,2,3,22,1,9,0,1,3,0
72,1,15,1,2,1,6,2,0,9,0,1,3,1
18,2,13,2,1,5,1,7,4,11,0,0,1,0
20,2,16,4,2,1,6,3,2,8,0,1,3,0
21,2,13,2,2,3,8,10,5,10,1,0,1,0
27,2,10,15,2,3,8,18,4,10,0,0,1,0
30,2,7,20,2,5,9,5,5,6,1,1,3,1
38,2,5,16,2,2,12,17,5,3,1,0,3,0
39,2,4,11,2,4,10,4,1,10,0,1,1,0
58,2,19,7,1,5,11,8,3,6,0,0,2,0
63,2,2,5,1,4,10,22,4,8,0,1,2,0
30,3,4,11,2,3,8,18,0,5,0,0,3,1
44,3,3,8,1,2,2,9,3,1,0,0,2,0
68,3,18,13,1,2,3,12,0,8,0,0,2,0
30,1,1,19,1,1,7,2,6,3,1,1,2,1
31,1,16,4,2,5,9,10,4,3,0,0,2,0
34,1,9,10,2,3,4,8,3,5,0,0,1,0
38,1,8,3,2,3,4,14,3,9,0,0,1,0
54,1,8,3,1,2,3,14,1,11,0,0,3,0
69,1,15,1,1,5,1,15,2,10,0,0,3,0
75,1,9,10,1,3,4,9,3,7,0,0,2,0
30,2,11,17,2,1,7,2,5,5,1,1,1,1
61,2,9,10,1,4,10,10,6,4,1,0,1,0
21,3,13,2,1,5,1,12,6,7,1,0,2,0
22,3,8,3,1,2,3,19,6,7,1,0,1,0
30,3,18,13,2,5,11,8,5,12,1,0,3,1
41,3,4,11,2,2,3,9,4,3,0,0,1,0
43,3,7,20,2,1,7,12,6,2,1,0,1,0
50,3,16,4,1,1,5,18,5,6,1,0,1,0
58,3,12,14,1,5,9,18,4,1,0,0,2,0
19,1,8,3,2,1,6,5,4,2,0,1,2,0
27,1,10,15,2,3,4,2,4,9,0,1,2,0
30,1,5,16,2,1,5,8,0,11,0,0,1,1
41,1,13,2,1,2,12,18,4,1,0,0,1,0
68,1,13,2,1,1,5,7,0,11,0,0,2,0
70,1,10,15,1,1,6,11,1,10,0,0,3,0
74,1,3,8,1,1,5,20,4,5,0,0,3,1
75,1,6,18,2,1,6,13,4,1,0,0,1,0
18,2,19,7,1,2,2,16,2,8,0,0,2,0
20,2,10,15,1,4,10,23,5,10,1,1,2,0
30,2,1,19,1,4,10,16,3,1,0,0,2,1
34,2,9,10,2,3,4,13,2,9,0,0,1,0
65,2,9,10,2,2,3,11,0,5,0,0,1,0
66,2,2,5,2,5,11,21,1,1,0,0,2,0
28,3,18,13,2,3,4,21,0,1,0,0,1,0
30,3,9,10,1,1,7,14,5,1,1,0,1,1
35,3,20,9,2,1,7,18,0,10,0,0,3,0
36,3,13,2,1,5,1,23,2,2,0,1,2,0
40,3,18,13,2,1,7,12,4,7,0,0,1,0
55,3,2,5,1,2,2,5,1,4,0,1,1,0
71,3,5,16,1,5,9,14,6,3,1,0,1,0
28,1,12,14,2,1,6,8,3,1,0,0,3,0
30,1,6,18,2,1,5,14,6,9,1,0,2,1
47,1,10,15,2,1,7,7,5,10,1,0,1,0
48,1,9,10,1,1,6,22,4,8,0,1,1,1
50,1,1,19,2,2,3,7,6,11,1,0,2,0
52,1,20,9,2,5,9,23,2,11,0,1,1,0
20,2,3,8,2,5,11,22,4,5,0,1,1,0
28,2,19,7,1,5,11,23,0,12,0,1,1,0
30,2,3,8,1,3,8,11,3,7,0,0,2,1
51,2,9,10,2,5,9,11,2,4,0,0,1,0
52,2,18,13,1,1,7,12,0,3,0,0,2,0
56,2,7,20,1,2,2,20,6,8,1,0,1,0
65,2,19,7,1,2,2,10,3,2,0,0,3,1
75,2,6,18,2,1,7,22,4,3,0,1,1,0
30,3,5,16,1,2,12,0,0,3,0,1,2,1
34,3,8,3,2,1,7,9,0,5,0,0,2,0
53,3,19,7,2,4,10,20,6,6,1,0,3,0
61,3,6,18,1,4,10,13,3,2,0,0,3,0
65,3,14,12,2,1,5,7,5,2,1,0,3,0
70,3,16,4,2,3,8,16,1,10,0,0,3,0
27,1,14,12,1,2,2,3,5,4,1,1,2,0
28,1,14,12,1,2,2,10,6,4,1,0,3,0
30,1,4,11,1,1,7,23,0,1,0,1,2,1
32,1,14,12,2,4,10,13,1,3,0,0,2,0
56,1,16,4,2,2,2,17,5,8,1,0,1,0
18,2,17,6,2,3,8,7,4,7,0,0,2,0
30,2,14,12,2,4,10,17,1,4,0,0,3,1
36,2,20,9,2,3,4,8,6,4,1,0,1,0
37,2,12,14,2,3,8,1,0,9,0,1,3,0
43,2,17,6,2,4,10,6,4,6,0,0,1,0
54,2,9,10,2,5,11,22,1,2,0,1,2,0
56,2,7,20,2,1,6,6,5,11,1,0,3,1
63,2,6,18,1,2,12,7,3,5,0,0,2,0
71,2,15,1,2,3,8,5,0,7,0,1,1,0
25,3,9,10,1,1,6,4,2,1,0,1,1,0
34,3,2,5,1,5,9,0,1,1,0,1,2,0
36,3,8,3,2,5,1,18,4,2,0,0,3,0
38,3,14,12,2,4,10,16,5,8,1,0,1,0
40,3,1,19,2,3,8,13,1,4,0,0,3,0
41,3,19,7,2,2,12,18,3,8,0,0,1,0
44,3,6,18,2,5,9,17,0,8,0,0,2,0
45,3,11,17,1,1,5,8,4,11,0,0,2,0
56,3,10,15,2,2,3,1,4,9,0,1,2,0
58,3,3,8,2,3,8,23,0,6,0,1,1,0
67,3,17,6,1,5,1,7,0,6,0,0,1,0
71,3,10,15,2,3,8,6,2,11,0,0,3,0
30,1,4,11,1,3,4,2,2,3,0,1,2,1
59,1,5,16,2,5,9,10,5,3,1,0,1,0
72,1,20,9,1,4,10,16,4,1,0,0,1,0
20,2,20,9,2,3,4,19,1,3,0,0,1,0
30,2,13,2,1,5,11,19,5,5,1,0,1,1
33,2,9,10,2,2,12,14,6,12,1,0,1,0
36,2,15,1,1,2,2,16,6,6,1,0,1,0
46,2,4,11,1,3,8,1,3,2,0,1,3,0
54,2,16,4,1,3,8,13,0,2,0,0,1,0
62,2,18,13,1,1,6,2,2,5,0,1,1,0
67,2,17,6,2,4,10,0,2,3,0,1,1,0
26,3,6,18,2,3,4,23,6,5,1,1,2,0
30,3,9,10,1,1,5,16,1,2,0,0,1,1
56,3,8,3,2,2,3,15,2,9,0,0,1,0
57,3,2,5,1,5,11,1,3,9,0,1,1,0
65,3,1,19,2,2,3,1,4,5,0,1,1,0
22,1,2,5,1,4,10,0,1,9,0,1,1,0
29,1,13,2,1,5,11,14,5,7,1,0,1,0
30,1,13,2,2,2,12,0,5,8,1,1,1,1
43,1,17,6,2,1,6,6,3,9,0,0,3,0
47,1,17,6,1,4,10,2,0,9,0,1,1,0
58,1,18,13,2,3,4,20,2,2,0,0,1,0
66,1,3,8,2,5,9,21,4,8,0,0,1,0
19,2,4,11,2,2,3,13,3,10,0,0,1,0
26,2,7,20,1,2,12,22,1,3,0,1,2,0
28,2,12,14,1,1,7,3,5,4,1,1,1,0
29,2,20,9,2,5,1,17,0,11,0,0,1,0
30,2,9,10,1,5,11,8,4,4,0,0,2,1
37,2,9,10,1,3,4,1,2,7,0,1,1,0
60,2,15,1,2,2,12,10,6,7,1,0,1,0
62,2,7,20,1,2,12,8,4,5,0,0,3,0
66,2,10,15,1,5,11,14,1,4,0,0,1,0
67,2,18,13,1,1,7,17,0,1,0,0,1,0
73,2,2,5,1,2,3,4,6,6,1,1,2,0
74,2,10,15,2,2,12,1,6,10,1,1,2,0
30,3,19,7,1,2,12,17,6,6,1,0,1,1
62,3,18,13,1,5,1,14,1,10,0,0,1,0
20,1,5,16,2,3,4,20,5,9,1,0,1,0
29,1,12,14,2,1,7,21,0,11,0,0,3,0
30,1,12,14,1,2,2,15,3,9,0,0,3,1
36,1,2,5,1,3,4,3,0,1,0,1,2,0
45,1,12,14,1,2,3,23,4,9,0,1,2,0
48,1,6,18,1,2,3,1,5,4,1,1,1,0
56,1,4,11,1,3,8,15,0,2,0,0,2,0
62,1,16,4,1,4,10,16,6,3,1,0,1,0
70,1,13,2,1,3,8,15,0,8,0,0,1,0
28,2,4,11,2,2,2,6,6,11,1,0,1,0
30,2,15,1,2,2,3,9,6,1,1,0,1,1
37,2,14,12,2,5,9,3,5,9,1,1,3,0
44,2,1,19,2,1,7,1,4,4,0,1,3,0
45,2,15,1,2,4,10,23,4,1,0,1,1,0
48,2,12,14,1,1,7,13,2,7,0,0,2,0
53,2,13,2,2,4,10,16,5,2,1,0,1,0
61,2,2,5,2,5,9,21,0,3,0,0,1,0
21,3,10,15,2,3,4,20,1,1,0,0,2,0
30,3,13,2,1,1,6,22,6,4,1,1,3,1
36,3,7,20,1,3,8,20,6,10,1,0,1,0
41,3,5,16,1,1,7,6,3,8,0,0,2,0
43,3,2,5,1,4,10,22,2,12,0,1,1,0
50,3,15,1,2,1,7,3,3,5,0,1,1,0
53,3,16,4,1,3,8,7,4,2,0,0,2,1
56,3,13,2,1,1,7,21,1,7,0,0,3,0
59,3,3,8,1,5,9,11,3,1,0,0,3,0
60,3,17,6,1,2,12,7,1,6,0,0,3,0
64,3,8,3,2,2,3,9,5,9,1,0,1,0
73,3,20,9,1,3,4,14,2,10,0,0,1,0
20,1,10,15,1,3,8,10,2,7,0,0,2,0
28,1,10,15,1,1,6,19,2,11,0,0,1,0
30,1,15,1,1,5,9,13,4,3,0,0,3,1
48,1,12,14,1,4,10,2,0,9,0,1,2,0
49,1,2,5,1,5,1,3,6,5,1,1,1,0
54,1,9,10,2,2,2,4,2,4,0,1,1,0
70,1,6,18,2,5,9,9,0,10,0,0,2,0
30,2,14,12,2,5,1,11,5,5,1,0,2,1
34,2,5,16,1,2,3,11,0,2,0,0,1,0
48,2,15,1,1,5,11,1,6,3,1,1,2,0
63,2,17,6,1,2,2,2,4,3,0,1,1,0
66,2,12,14,2,2,3,13,3,3,0,0,1,1
67,2,15,1,1,3,4,17,4,5,0,0,3,0
68,2,3,8,2,1,5,12,3,4,0,0,1,0
30,3,12,14,2,1,7,2,5,3,1,1,1,1
45,3,4,11,2,5,1,12,4,9,0,0,1,0
68,3,1,19,1,3,8,15,5,11,1,0,2,0
75,3,16,4,2,2,12,20,3,10,0,0,1,0
26,1,7,20,1,2,3,13,5,7,1,0,1,0
30,1,19,7,2,1,7,5,4,10,0,1,2,1
33,1,5,16,2,3,8,18,1,4,0,0,1,1
38,1,2,5,2,1,7,5,3,1,0,1,3,0
70,1,11,17,1,5,11,13,2,2,0,0,2,0
71,1,20,9,2,5,1,10,5,4,1,0,3,0
30,2,5,16,1,5,1,8,5,3,1,0,1,1
33,2,1,19,1,2,3,23,6,9,1,1,3,0
36,2,5,16,2,2,12,5,6,2,1,1,2,0
49,2,5,16,2,2,12,7,6,2,1,0,1,0
50,2,18,13,1,5,11,5,4,9,0,1,1,0
51,2,3,8,1,1,6,15,0,5,0,0,2,0
61,2,16,4,1,3,4,14,3,1,0,0,3,0
69,2,11,17,2,5,9,21,1,11,0,0,1,0
26,3,17,6,2,2,12,10,3,3,0,0,2,0
28,3,8,3,1,4,10,19,3,1,0,0,1,0
30,3,1,19,1,5,9,4,5,7,1,1,2,1
37,3,17,6,1,5,1,2,1,8,0,1,1,0
41,3,11,17,1,2,3,2,4,11,0,1,1,0
47,3,4,11,1,5,1,22,5,8,1,1,3,0
65,3,20,9,1,2,2,20,0,10,0,0,2,0
70,3,3,8,2,3,4,8,0,10,0,0,3,0
21,1,5,16,2,1,7,15,1,8,0,0,1,0
26,1,9,10,2,5,1,21,0,5,0,0,3,0
30,1,1,19,2,1,7,20,5,7,1,0,1,1
63,1,11,17,1,1,7,3,5,5,1,1,3,1
69,1,11,17,1,2,3,21,4,11,0,0,1,0
19,2,14,12,1,3,8,6,0,4,0,0,3,0
20,2,10,15,1,2,2,21,2,6,0,0,1,0
25,2,8,3,2,2,2,11,3,6,0,0,1,0
30,2,16,4,1,1,7,13,4,9,0,0,3,1
37,2,19,7,2,3,4,6,5,6,1,0,2,0
55,2,11,17,1,3,8,11,4,10,0,0,3,0
60,2,10,15,1,1,5,10,2,1,0,0,1,0
72,2,10,15,1,5,11,17,6,12,1,0,1,0
30,3,4,11,1,1,6,12,2,8,0,0,3,1
37,3,19,7,1,5,9,10,2,5,0,0,1,0
38,3,3,8,2,5,11,11,4,3,0,0,2,0
65,3,13,2,1,1,5,13,0,12,0,0,3,1
21,1,18,13,2,1,6,4,4,3,0,1,3,0
23,1,5,16,2,2,12,17,5,3,1,0,3,0
29,1,13,2,1,5,11,21,6,12,1,0,2,0
30,1,6,18,1,2,12,14,6,1,1,0,2,1
45,1,17,6,1,3,8,6,2,3,0,0,1,0
48,1,13,2,1,5,1,5,4,9,0,1,2,0
59,1,10,15,2,2,3,6,1,10,0,0,1,0
66,1,15,1,1,3,8,1,5,6,1,1,2,0
68,1,4,11,2,1,6,22,2,3,0,1,2,0
19,2,17,6,1,1,6,23,4,8,0,1,2,0
26,2,17,6,2,1,6,17,1,11,0,0,1,0
27,2,14,12,2,1,5,7,5,2,1,0,3,0
30,2,18,13,1,3,8,3,4,6,0,1,3,1
31,2,13,2,1,5,1,17,3,3,0,0,2,0
49,2,5,16,2,2,3,3,4,6,0,1,2,0
67,2,14,12,2,5,9,22,1,1,0,1,3,0
70,2,16,4,1,5,1,17,1,5,0,0,2,0
30,3,4,11,2,1,6,0,3,4,0,1,1,1
44,3,16,4,1,5,1,22,1,3,0,1,1,0
46,3,16,4,2,4,10,20,5,4,1,0,3,0
54,3,6,18,1,5,1,2,0,10,0,1,2,0
59,3,5,16,2,4,10,15,0,10,0,0,2,0
72,3,14,12,2,1,5,5,1,8,0,1,3,0
73,3,8,3,2,5,1,10,3,9,0,0,2,0
18,1,17,6,1,1,5,15,0,8,0,0,3,0
21,1,4,11,1,3,4,19,2,2,0,0,3,0
22,1,13,2,1,1,5,23,1,10,0,1,3,0
30,1,19,7,1,2,3,23,2,3,0,1,3,1
35,1,15,1,2,5,1,3,6,1,1,1,2,0
47,1,6,18,1,2,12,1,4,8,0,1,2,0
55,1,13,2,2,5,1,7,4,5,0,0,1,1
67,1,13,2,1,2,12,20,0,6,0,0,3,0
22,2,14,12,2,3,8,13,4,10,0,0,1,0
30,2,16,4,1,4,10,14,2,8,0,0,3,1
39,2,6,18,1,4,10,6,5,3,1,0,3,0
30,3,5,16,1,2,3,22,5,10,1,1,2,1
37,3,12,14,1,2,12,14,5,4,1,0,1,1
46,3,14,12,1,2,2,8,5,6,1,0,1,0
51,3,7,20,1,2,2,12,1,2,0,0,3,0
59,3,18,13,1,1,7,19,1,9,0,0,1,0
64,3,13,2,2,1,6,17,2,9,0,0,3,0
67,3,13,2,1,1,6,0,5,4,1,1,1,0
69,3,17,6,2,1,6,13,6,3,1,0,1,0
30,1,14,12,2,1,5,20,0,4,0,0,3,1
37,1,7,20,1,5,1,0,6,12,1,1,1,0
45,1,4,11,1,5,9,0,6,11,1,1,2,0
49,1,13,2,1,2,2,2,5,8,1,1,3,0
52,1,11,17,2,4,10,11,4,10,0,0,1,0
53,1,4,11,2,1,6,21,5,8,1,0,3,0
30,2,4,11,1,3,4,2,1,5,0,1,2,1
36,2,10,15,1,5,11,5,6,5,1,1,3,0
65,2,18,13,2,5,1,15,0,4,0,0,2,1
74,2,12,14,2,1,6,16,5,11,1,0,2,0
24,3,13,2,2,1,7,18,3,11,0,0,1,0
29,3,5,16,2,5,1,20,1,12,0,0,2,0
30,3,19,7,1,1,7,7,0,2,0,0,3,1
34,3,19,7,2,5,9,3,2,10,0,1,3,0
53,3,13,2,1,2,3,23,6,3,1,1,2,0
27,1,17,6,1,3,8,21,1,4,0,0,2,0
28,1,16,4,1,2,3,10,3,8,0,0,3,0
30,1,4,11,1,2,12,23,5,6,1,1,3,1
33,1,4,11,2,2,12,6,1,9,0,0,1,0
45,1,8,3,2,1,5,21,4,1,0,0,2,1
62,1,3,8,2,5,9,6,1,5,0,0,1,0
68,1,19,7,2,3,8,23,6,2,1,1,2,0
69,1,9,10,1,5,11,1,0,10,0,1,2,0
72,1,4,11,1,2,3,9,0,10,0,0,3,0
30,2,20,9,1,2,12,1,6,2,1,1,1,1
41,2,8,3,1,3,8,5,3,6,0,1,1,0
49,2,11,17,2,5,9,16,3,6,0,0,3,0
62,2,12,14,2,4,10,13,4,11,0,0,2,0
63,2,8,3,1,1,6,12,2,3,0,0,1,0
71,2,5,16,2,3,4,18,6,10,1,0,1,0
72,2,8,3,1,2,12,22,5,11,1,1,2,0
19,3,4,11,1,2,2,4,3,1,0,1,2,0
26,3,8,3,2,5,9,22,5,8,1,1,1,0
30,3,7,20,1,5,11,5,2,6,0,1,1,1
44,3,9,10,2,5,1,19,5,6,1,0,1,0
47,3,9,10,2,2,12,11,5,4,1,0,3,0
55,3,14,12,2,2,12,22,0,12,0,1,2,0
72,3,11,17,1,5,11,14,2,10,0,0,3,0
23,1,19,7,2,1,7,8,2,10,0,0,3,0
30,1,16,4,1,1,5,8,1,6,0,0,2,1
36,1,9,10,2,3,4,15,1,6,0,0,3,1
48,1,15,1,1,2,3,9,3,4,0,0,1,0
53,1,8,3,2,2,3,19,0,12,0,0,2,0
20,2,1,19,2,5,9,16,1,3,0,0,1,0
23,2,12,14,2,3,8,6,1,9,0,0,2,0
30,2,14,12,2,5,11,7,0,7,0,0,1,1
39,2,3,8,2,5,9,8,0,1,0,0,3,0
41,2,5,16,2,3,8,16,4,3,0,0,2,0
44,2,5,16,1,2,3,14,1,4,0,0,2,0
61,2,19,7,2,2,2,20,3,10,0,0,2,0
63,2,15,1,1,4,10,18,1,8,0,0,2,0
24,3,15,1,2,5,11,0,5,12,1,1,1,0
30,3,4,11,2,5,11,5,2,6,0,1,1,1
36,3,7,20,1,1,7,5,6,3,1,1,3,0
51,3,16,4,1,2,12,12,1,2,0,0,1,0
61,3,9,10,1,1,6,16,6,8,1,0,3,0
19,1,4,11,2,5,1,15,5,5,1,0,1,0
21,1,20,9,1,1,6,10,2,9,0,0,1,0
22,1,18,13,1,5,9,1,5,5,1,1,1,0
28,1,20,9,1,2,2,19,2,7,0,0,2,0
30,1,14,12,2,4,10,14,3,7,0,0,1,1
33,1,17,6,2,1,5,10,4,6,0,0,1,0
59,1,4,11,2,1,6,6,3,2,0,0,1,0
30,2,4,11,1,1,6,8,5,2,1,0,2,1
35,2,1,19,1,2,12,14,6,5,1,0,1,0
54,2,19,7,1,2,12,17,6,2,1,0,1,1
23,3,4,11,2,3,4,15,2,8,0,0,2,0
26,3,3,8,2,2,2,18,4,5,0,0,1,0
30,3,15,1,1,1,6,0,6,7,1,1,1,1
34,3,20,9,2,1,5,19,2,9,0,0,1,0
53,3,17,6,2,5,9,0,4,12,0,1,1,0
57,3,8,3,1,5,11,21,1,5,0,0,2,0
67,3,9,10,1,3,8,23,3,7,0,1,1,0
68,3,1,19,2,5,1,3,4,10,0,1,1,0
75,3,13,2,2,5,9,11,2,10,0,0,2,0
30,1,2,5,1,5,1,14,2,2,0,0,2,1
48,1,1,19,1,1,5,2,2,8,0,1,2,0
57,1,4,11,2,2,12,23,0,6,0,1,2,0
63,1,20,9,2,2,12,10,5,3,1,0,1,0
64,1,15,1,2,4,10,5,6,6,1,1,1,0
65,1,7,20,1,4,10,18,1,4,0,0,1,0
75,1,14,12,1,2,3,4,3,3,0,1,3,0
20,2,10,15,2,1,6,6,5,9,1,0,1,0
28,2,17,6,2,1,6,20,6,9,1,0,1,0
30,2,20,9,1,2,3,13,3,4,0,0,1,1
36,2,6,18,2,5,11,0,6,6,1,1,1,0
51,2,19,7,1,1,5,14,2,3,0,0,3,0
63,2,1,19,1,2,2,13,2,5,0,0,1,0
23,3,12,14,2,5,1,5,4,9,0,1,2,0
30,3,10,15,1,1,5,5,0,8,0,1,2,1
34,3,15,1,1,5,9,6,5,5,1,0,3,0
36,3,8,3,2,5,9,5,2,6,0,1,2,0
47,3,10,15,2,3,4,20,2,10,0,0,3,0
19,1,14,12,2,1,5,20,0,4,0,0,3,0
22,1,13,2,1,5,11,1,5,2,1,1,2,0
30,1,10,15,1,5,9,17,5,4,1,0,3,1
31,1,18,13,2,3,8,13,4,8,0,0,2,0
59,1,15,1,1,4,10,13,0,6,0,0,2,0
24,2,8,3,2,2,12,16,3,1,0,0,1,0
30,2,1,19,2,4,10,23,1,6,0,1,3,1
36,2,8,3,2,5,11,16,4,11,0,0,2,0
39,2,16,4,1,3,4,12,5,10,1,0,3,0
43,2,17,6,2,1,6,10,1,9,0,0,3,0
50,2,8,3,1,3,8,2,2,11,0,1,2,0
58,2,5,16,2,5,1,19,2,2,0,0,1,0
69,2,6,18,2,5,11,15,5,5,1,0,1,0
74,2,11,17,2,5,9,10,6,6,1,0,1,0
22,3,17,6,2,3,8,17,0,4,0,0,2,0
28,3,17,6,1,5,9,16,5,5,1,0,2,0
30,3,7,20,2,5,11,11,2,1,0,0,2,1
33,3,1,19,2,2,2,7,5,7,1,0,2,0
38,3,2,5,2,5,11,14,2,10,0,0,2,0
55,3,4,11,1,2,12,1,5,3,1,1,1,0
58,3,19,7,2,2,12,20,3,12,0,0,2,0
70,3,6,18,1,1,6,4,1,9,0,1,1,0
71,3,4,11,1,5,11,22,6,7,1,1,2,0
25,1,6,18,1,1,7,6,2,11,0,0,1,0
30,1,6,18,1,4,10,0,3,1,0,1,1,1
32,1,6,18,2,2,2,1,5,2,1,1,3,1
44,1,15,1,1,2,3,22,5,2,1,1,1,0
53,1,19,7,2,4,10,0,0,2,0,1,2,0
30,2,8,3,2,2,12,5,1,4,0,1,3,1
35,2,5,16,1,5,1,14,4,3,0,0,3,0
36,2,19,7,2,3,4,11,1,2,0,0,2,0
40,2,16,4,1,4,10,18,2,4,0,0,1,0
46,2,20,9,2,3,8,3,5,4,1,1,1,0
