CaseMasterID,DistrictID,PoliceStationID,CrimeMajorHeadID,CrimeMinorHeadID,gravity_offence_id,latitude,longitude,hour_of_day,day_of_week,month,is_weekend,is_night_time,hist_station_crime_count_30d,hist_district_crime_count_30d,risk_tier_id
4260,1,19,2,2,2,16.2454,75.6816,3,3,5,0,1,716,716,3
4261,8,3,4,10,2,14.4956,75.8579,18,4,10,0,0,778,778,3
4262,16,4,5,1,2,12.7017,77.2548,21,5,1,1,0,782,872,3
4263,6,18,1,5,1,17.8421,77.5317,20,1,6,0,0,840,922,2
4264,9,10,3,8,2,12.9858,76.0886,6,4,5,0,0,838,926,3
4265,16,4,2,3,2,12.6854,77.3396,9,5,9,1,0,782,872,3
4266,1,19,3,8,1,16.2092,75.6318,17,6,3,1,0,716,716,2
4267,20,9,5,9,2,16.8778,75.7278,12,1,4,0,0,816,897,3
4268,1,19,5,1,2,16.1128,75.6228,3,2,7,0,1,716,716,3
4269,20,9,3,4,1,16.7742,75.7289,4,6,5,1,1,816,897,3
4270,9,10,1,5,1,13.0242,76.1067,19,2,9,0,0,838,926,2
4271,7,20,2,2,2,13.3488,75.7685,3,0,3,0,1,704,879,3
4272,18,13,2,12,1,13.394,77.0366,4,4,9,0,1,834,916,3
4273,11,17,2,12,2,17.3113,76.7885,10,3,3,0,0,717,873,3
4274,8,3,5,11,1,14.4689,75.9722,9,3,1,0,0,778,778,2
4275,12,14,2,12,2,13.1885,78.2017,7,6,9,1,0,835,908,3
4276,12,14,2,12,1,13.0634,78.154,8,1,2,0,0,835,908,2
4277,19,7,3,8,2,13.3006,74.7014,6,4,7,0,0,887,963,3
4278,16,4,1,7,2,12.6557,77.2675,23,6,4,1,1,782,872,3
4279,10,15,5,1,2,15.3206,75.1414,14,5,4,1,0,826,826,3
4280,5,16,3,4,2,13.0468,77.5688,9,3,1,0,0,761,925,3
4281,9,10,1,7,1,13.0701,76.1666,15,2,10,0,0,838,926,2
4282,11,17,1,5,1,17.2812,76.8386,22,3,4,0,1,717,873,2
4283,4,11,5,9,2,13.2605,77.6006,6,0,7,0,0,767,913,3
4284,2,5,2,2,1,15.1562,76.9858,19,6,10,1,0,763,934,2
4285,6,18,2,3,1,17.8613,77.4847,12,2,11,0,0,840,922,2
4286,8,3,5,1,1,14.4108,75.9777,3,0,1,0,1,778,778,3
4287,14,12,5,11,1,12.8853,74.8404,15,0,7,0,0,778,778,2
4288,6,18,3,4,2,17.8596,77.4779,5,0,3,0,1,840,922,3
4289,8,3,3,4,2,14.4138,75.948,18,6,6,1,0,778,778,3
4290,20,9,4,10,2,16.8131,75.6922,17,2,5,0,0,816,897,3
4291,16,4,1,7,1,12.6712,77.2733,23,6,2,1,1,782,872,3
4292,20,9,1,6,1,16.7999,75.6761,8,5,8,1,0,816,897,2
4293,20,9,3,4,2,16.8422,75.6758,9,4,7,0,0,816,897,3
4294,10,15,5,1,1,15.348,75.1315,9,2,10,0,0,826,826,2
4295,9,10,5,9,2,12.9802,76.1783,11,3,10,0,0,838,926,3
4296,5,16,2,3,2,12.9029,77.6532,14,5,10,1,0,761,925,3
4297,15,1,1,7,1,12.2928,76.5751,7,1,4,0,0,786,908,2
4298,19,7,1,5,1,13.3029,74.7876,19,0,10,0,0,887,963,2
4299,20,9,3,8,2,16.7673,75.7291,14,1,4,0,0,816,897,3
4300,1,19,1,7,1,16.2468,75.7311,9,4,4,0,0,716,716,2
4301,13,2,3,8,1,12.5083,76.9492,22,2,7,0,1,818,904,3
4302,3,8,2,2,1,15.9235,74.5615,9,3,1,0,0,790,972,2
4303,17,6,5,1,1,13.9112,75.4985,0,0,4,0,1,869,951,3
4304,17,6,5,11,1,13.9306,75.5444,20,5,7,1,0,869,951,2
4305,8,3,3,4,1,14.5412,75.8983,22,1,2,0,1,778,778,3
4306,6,18,4,10,1,17.8633,77.4738,5,6,9,1,1,840,922,3
4307,15,1,3,8,1,12.2598,76.6959,15,3,6,0,0,786,908,2
4308,8,3,1,5,1,14.4935,75.999,0,3,11,0,1,778,778,3
4309,1,19,5,11,2,16.1216,75.6859,2,1,8,0,1,716,716,3
4310,5,16,3,4,2,12.9683,77.5977,15,4,7,0,0,761,925,3
4311,15,1,1,7,2,12.2642,76.5976,1,6,4,1,1,786,908,3
4312,4,11,3,8,2,13.2416,77.5714,10,4,3,0,0,767,913,3
4313,8,3,3,8,1,14.3942,75.9706,18,5,4,1,0,778,778,2
4314,3,8,3,4,2,15.8576,74.4348,21,4,3,0,0,790,972,3
4315,19,7,1,7,1,13.3474,74.6886,21,4,3,0,0,887,963,2
4316,9,10,5,9,2,12.9912,76.1578,21,1,8,0,0,838,926,3
4317,11,17,1,5,1,17.3692,76.8153,5,4,1,0,1,717,873,2
4318,17,6,1,6,1,13.9876,75.5191,18,6,1,1,0,869,951,2
4319,14,12,5,11,1,12.9372,74.8479,4,0,10,0,1,778,778,3
4320,11,17,4,10,2,17.2937,76.8698,9,4,2,0,0,717,873,3
4321,15,1,2,2,1,12.3134,76.6493,19,2,6,0,0,786,908,2
4322,3,8,1,7,1,15.7999,74.4206,6,6,9,1,0,790,972,2
4323,17,6,3,8,1,13.903,75.54,23,5,2,1,1,869,951,3
4324,2,5,2,2,1,15.1046,76.8958,16,0,4,0,0,763,934,2
4325,20,9,3,8,1,16.8662,75.6788,2,0,3,0,1,816,897,3
4326,9,10,1,7,1,12.9939,76.1744,23,3,2,0,1,838,926,3
4327,8,3,1,6,2,14.472,75.8498,20,0,6,0,0,778,778,3
4328,1,19,5,1,1,16.185,75.696,1,4,5,0,1,716,716,2
4329,20,9,5,1,1,16.7849,75.6799,3,6,12,1,1,816,897,3
4330,19,7,5,11,2,13.2644,74.6895,7,1,9,0,0,887,963,3
4331,1,19,1,6,2,16.2503,75.7298,18,1,2,0,0,716,716,3
4332,7,20,1,7,2,13.2535,75.7431,6,6,3,1,0,704,879,3
4333,14,12,2,12,2,12.874,74.7909,6,6,2,1,0,778,778,3
4334,7,20,5,1,2,13.3711,75.7059,19,2,7,0,0,704,879,3
4335,17,6,1,6,2,13.9087,75.6162,13,5,11,1,0,869,951,3
4336,11,17,1,5,2,17.3012,76.8471,16,1,7,0,0,717,873,3
4337,19,7,3,8,1,13.3324,74.6768,15,0,2,0,0,887,963,2
4338,9,10,2,3,2,13.0657,76.0233,10,6,7,1,0,838,926,3
4339,9,10,3,4,1,12.9781,76.1608,11,6,1,1,0,838,926,2
4340,4,11,4,10,1,13.3148,77.6076,5,1,12,0,1,767,913,2
4341,20,9,1,6,1,16.8886,75.7812,13,2,8,0,0,816,897,2
4342,7,20,1,6,2,13.2529,75.8472,0,3,9,0,1,704,879,3
4343,20,9,1,7,2,16.8574,75.718,6,2,8,0,0,816,897,3
4344,4,11,2,12,2,13.2583,77.6277,22,2,11,0,1,767,913,3
4345,3,8,1,7,2,15.9102,74.4953,14,0,1,0,0,790,972,3
4346,13,2,5,1,2,12.528,76.9021,3,6,3,1,1,818,904,3
4347,14,12,3,4,2,12.91,74.8786,21,4,2,0,0,778,778,3
4348,16,4,1,5,1,12.7938,77.202,12,1,6,0,0,782,872,2
4349,1,19,1,7,1,16.1205,75.6549,11,1,10,0,0,716,716,2
4350,3,8,4,10,2,15.8186,74.4708,3,3,10,0,1,790,972,3
4351,19,7,5,9,1,13.3432,74.755,22,0,8,0,1,887,963,3
4352,13,2,2,12,2,12.5561,76.8569,20,5,7,1,0,818,904,3
4353,9,10,1,6,2,13.0312,76.092,10,4,4,0,0,838,926,3
4354,8,3,3,8,2,14.5274,75.925,9,4,4,0,0,778,778,3
4355,11,17,1,7,2,17.3593,76.8774,5,2,2,0,1,717,873,3
4356,18,13,5,11,1,13.3208,77.1155,23,6,4,1,1,834,916,3
4357,14,12,2,12,2,12.9595,74.8946,0,4,3,0,1,778,778,3
4358,14,12,2,12,2,12.975,74.8037,7,0,12,0,0,778,778,3
4359,13,2,2,12,1,12.593,76.891,0,1,12,0,1,818,904,3
4360,15,1,1,6,2,12.3192,76.6475,0,4,10,0,1,786,908,3
4361,19,7,2,3,2,13.3327,74.7304,6,5,7,1,0,887,963,3
4362,7,20,3,4,1,13.2863,75.8023,19,1,7,0,0,704,879,2
4363,11,17,5,9,2,17.276,76.865,10,5,5,1,0,717,873,3
4364,19,7,2,3,2,13.2669,74.7882,20,1,3,0,0,887,963,3
4365,2,5,1,5,1,15.1588,76.8744,2,4,10,0,1,763,934,2
4366,10,15,5,11,2,15.3987,75.1556,9,0,7,0,0,826,826,3
4367,19,7,2,2,2,13.3131,74.7728,5,6,5,1,1,887,963,3
4368,9,10,4,10,2,12.9274,76.138,17,1,2,0,0,838,926,3
4369,17,6,2,12,1,13.8839,75.585,5,0,11,0,1,869,951,3
4370,18,13,5,1,1,13.352,77.0242,3,2,1,0,1,834,916,3
4371,6,18,3,8,1,17.855,77.5007,11,0,9,0,0,840,922,2
4372,1,19,3,4,2,16.2218,75.6624,14,2,1,0,0,716,716,3
4373,14,12,3,4,2,12.853,74.8008,9,6,8,1,0,778,778,3
4374,18,13,5,1,2,13.3477,77.0393,14,1,2,0,0,834,916,3
4375,11,17,2,12,1,17.3938,76.7761,1,2,2,0,1,717,873,2
4376,18,13,2,3,2,13.3004,77.145,15,3,6,0,0,834,916,3
4377,10,15,2,2,1,15.2953,75.1688,23,1,8,0,1,826,826,3
4378,3,8,1,6,2,15.9156,74.4693,16,5,11,1,0,790,972,3
4379,12,14,3,8,2,13.1801,78.1195,10,5,11,1,0,835,908,3
4380,5,16,3,4,1,13.0259,77.5621,23,3,10,0,1,761,925,2
4381,20,9,1,7,2,16.7775,75.6843,3,2,8,0,1,816,897,3
4382,4,11,3,8,1,13.302,77.6197,0,3,10,0,1,767,913,2
4383,7,20,3,4,1,13.2613,75.8491,5,4,2,0,1,704,879,2
4384,3,8,2,3,2,15.8828,74.4988,11,2,12,0,0,790,972,3
4385,16,4,5,11,2,12.6846,77.2033,0,2,9,0,1,782,872,3
4386,17,6,3,4,1,13.8994,75.5148,20,3,8,0,0,869,951,2
4387,8,3,1,7,1,14.4066,75.8475,22,0,10,0,1,778,778,3
4388,5,16,3,8,2,12.9759,77.5945,10,1,11,0,0,761,925,3
4389,10,15,5,11,2,15.3564,75.1591,6,1,1,0,0,826,826,3
4390,19,7,2,12,2,13.278,74.7092,10,2,11,0,0,887,963,3
4391,15,1,5,1,1,12.2372,76.7063,15,6,6,1,0,786,908,2
4392,20,9,1,6,2,16.7689,75.7399,21,6,7,1,0,816,897,3
4393,7,20,2,12,1,13.2751,75.7516,19,2,9,0,0,704,879,2
4394,11,17,2,12,1,17.3241,76.8673,5,5,7,1,1,717,873,2
4395,14,12,5,1,1,12.9352,74.7963,12,0,11,0,0,778,778,2
4396,9,10,5,9,1,13.0756,76.084,23,0,3,0,1,838,926,3
4397,7,20,4,10,2,13.2976,75.7783,16,5,10,1,0,704,879,3
4398,13,2,5,9,1,12.442,76.8293,23,5,5,1,1,818,904,3
4399,2,5,2,2,1,15.1997,76.8986,0,1,10,0,1,763,934,2
4400,19,7,3,4,1,13.3963,74.689,2,2,5,0,1,887,963,3
4401,13,2,2,2,1,12.4484,76.9616,23,0,7,0,1,818,904,3
4402,3,8,2,2,2,15.7705,74.4507,17,2,6,0,0,790,972,3
4403,17,6,5,11,1,13.988,75.5417,3,1,6,0,1,869,951,3
4404,16,4,2,12,2,12.7746,77.3507,8,5,3,1,0,782,872,3
4405,17,6,2,3,1,13.9235,75.5112,15,0,7,0,0,869,951,2
4406,20,9,5,1,2,16.8814,75.7463,5,1,10,0,1,816,897,3
4407,12,14,2,12,2,13.1616,78.0922,22,6,5,1,1,835,908,3
4408,7,20,1,6,1,13.364,75.7384,12,0,2,0,0,704,879,2
4409,8,3,1,6,1,14.3929,75.8661,0,6,5,1,1,778,778,3
4410,13,2,5,11,1,12.5785,76.9325,14,5,7,1,0,818,904,2
4411,4,11,1,7,2,13.2436,77.4759,10,3,7,0,0,767,913,3
4412,8,3,2,12,2,14.4992,75.9507,12,1,10,0,0,778,778,3
4413,2,5,3,8,1,15.0688,76.9144,4,2,7,0,1,763,934,2
4414,3,8,2,12,1,15.9292,74.5332,2,5,7,1,1,790,972,3
4415,9,10,1,6,1,13.0697,76.0483,0,5,7,1,1,838,926,3
4416,11,17,1,5,2,17.2926,76.9011,7,3,3,0,0,717,873,3
4417,10,15,3,4,2,15.4365,75.1558,1,5,8,1,1,826,826,3
4418,17,6,1,7,1,13.9294,75.5476,9,4,10,0,0,869,951,2
4419,1,19,2,2,1,16.212,75.6362,4,0,7,0,1,716,716,2
4420,6,18,3,8,1,17.9184,77.507,1,6,4,1,1,840,922,3
4421,3,8,5,1,2,15.7883,74.4367,1,5,2,1,1,790,972,3
4422,8,3,1,7,2,14.3879,75.9088,23,3,5,0,1,778,778,3
4423,1,19,5,1,1,16.1364,75.6678,21,2,10,0,0,716,716,2
4424,17,6,1,6,1,13.9118,75.5939,10,2,4,0,0,869,951,2
4425,17,6,5,1,1,13.9754,75.5767,19,5,1,1,0,869,951,2
4426,9,10,4,10,2,13.0397,76.1642,20,3,10,0,0,838,926,3
4427,11,17,5,11,1,17.2864,76.818,23,0,4,0,1,717,873,2
4428,8,3,3,4,2,14.5328,75.8593,8,5,5,1,0,778,778,3
4429,12,14,3,4,2,13.0974,78.1717,9,3,3,0,0,835,908,3
4430,19,7,2,3,1,13.269,74.7465,16,1,5,0,0,887,963,2
4431,8,3,4,10,2,14.5318,75.8676,4,1,12,0,1,778,778,3
4432,20,9,5,11,1,16.8809,75.6946,8,3,9,0,0,816,897,2
4433,8,3,1,6,1,14.441,75.9116,13,2,1,0,0,778,778,2
4434,19,7,3,8,2,13.3039,74.7183,4,2,7,0,1,887,963,3
4435,3,8,2,12,1,15.7775,74.515,2,4,8,0,1,790,972,3
4436,17,6,1,5,1,13.9956,75.5421,20,2,1,0,0,869,951,2
4437,5,16,2,12,1,13.015,77.5634,13,4,8,0,0,761,925,2
4438,2,5,2,3,1,15.0937,76.9063,16,2,6,0,0,763,934,2
4439,19,7,1,7,2,13.2807,74.8197,15,4,7,0,0,887,963,3
4440,19,7,5,9,1,13.3553,74.7201,19,4,4,0,0,887,963,2
4441,18,13,2,3,1,13.3102,77.1157,22,3,2,0,1,834,916,3
4442,7,20,1,7,2,13.3291,75.7057,2,6,6,1,1,704,879,3
4443,3,8,5,1,2,15.9049,74.4927,15,2,8,0,0,790,972,3
4444,8,3,4,10,1,14.5234,75.9878,13,2,8,0,0,778,778,2
4445,2,5,1,5,2,15.0709,76.8916,19,2,8,0,0,763,934,3
4446,18,13,2,12,2,13.3618,77.0612,20,3,1,0,0,834,916,3
4447,1,19,5,9,2,16.1838,75.6931,6,2,10,0,0,716,716,3
4448,6,18,1,7,2,17.9409,77.4942,14,4,4,0,0,840,922,3
4449,15,1,5,11,1,12.3279,76.7167,7,1,10,0,0,786,908,2
4450,14,12,5,1,2,12.9753,74.8729,6,5,3,1,0,778,778,3
4451,13,2,1,6,1,12.5504,76.9292,3,6,1,1,1,818,904,3
4452,9,10,3,4,2,12.9865,76.0463,15,1,6,0,0,838,926,3
4453,15,1,3,4,2,12.3359,76.6606,23,0,5,0,1,786,908,3
4454,10,15,5,11,1,15.2856,75.141,7,2,1,0,0,826,826,2
4455,1,19,2,2,2,16.2529,75.7401,11,6,11,1,0,716,716,3
4456,20,9,2,3,2,16.788,75.6385,2,1,11,0,1,816,897,3
4457,4,11,3,4,1,13.2957,77.5564,21,3,12,0,0,767,913,2
4458,8,3,3,8,2,14.407,75.9673,19,4,9,0,0,778,778,3
4459,12,14,4,10,2,13.1067,78.1225,18,4,2,0,0,835,908,3
4460,20,9,3,4,2,16.8671,75.7498,10,4,10,0,0,816,897,3
4461,10,15,2,2,2,15.3955,75.0689,3,6,11,1,1,826,826,3
4462,20,9,5,9,2,16.8112,75.6625,22,6,3,1,1,816,897,3
4463,2,5,1,5,2,15.0813,76.9045,3,0,7,0,1,763,934,3
4464,20,9,3,8,1,16.8984,75.7394,22,5,7,1,1,816,897,3
4465,2,5,4,10,1,15.0795,76.9896,23,1,12,0,1,763,934,2
4466,11,17,4,10,2,17.3723,76.8096,23,1,7,0,1,717,873,3
4467,13,2,4,10,2,12.5731,76.8669,22,6,6,1,1,818,904,3
4468,16,4,2,12,1,12.7156,77.2807,11,3,10,0,0,782,872,2
4469,16,4,5,11,1,12.7482,77.2768,0,0,3,0,1,782,872,3
4470,18,13,5,1,1,13.3537,77.0515,4,1,1,0,1,834,916,3
4471,5,16,2,2,1,12.9776,77.5805,11,2,10,0,0,761,925,2
4472,6,18,3,4,2,17.9477,77.4491,10,1,9,0,0,840,922,3
4473,19,7,1,6,2,13.3941,74.6986,18,5,9,1,0,887,963,3
4474,9,10,3,4,2,12.9465,76.0446,8,2,5,0,0,838,926,3
4475,4,11,3,8,2,13.2169,77.4975,18,5,8,1,0,767,913,3
4476,1,19,2,2,2,16.2628,75.7324,3,4,6,0,1,716,716,3
4477,9,10,5,9,2,12.9505,76.1615,3,5,10,1,1,838,926,3
4478,17,6,5,11,2,13.877,75.5479,19,3,6,0,0,869,951,3
4479,15,1,5,1,1,12.3123,76.6512,3,3,7,0,1,786,908,3
4480,20,9,5,11,2,16.8031,75.735,15,5,9,1,0,816,897,3
4481,7,20,5,11,2,13.3376,75.699,7,2,4,0,0,704,879,3
4482,3,8,5,11,2,15.9158,74.5122,23,0,12,0,1,790,972,3
4483,11,17,2,3,1,17.3324,76.7775,22,1,4,0,1,717,873,2
4484,9,10,2,12,1,12.9565,76.156,13,0,5,0,0,838,926,2
4485,12,14,2,12,2,13.1346,78.0704,3,4,12,0,1,835,908,3
4486,6,18,5,9,1,17.8836,77.5262,13,1,3,0,0,840,922,2
4487,9,10,5,9,1,13.0538,76.0212,23,6,4,1,1,838,926,3
4488,12,14,5,1,2,13.063,78.1086,10,5,2,1,0,835,908,3
4489,4,11,5,9,2,13.3269,77.525,18,2,11,0,0,767,913,3
4490,18,13,1,6,1,13.3877,77.0837,7,5,2,1,0,834,916,2
4491,2,5,4,10,1,15.1293,76.926,22,2,12,0,1,763,934,2
4492,20,9,2,2,2,16.8309,75.7311,23,3,7,0,1,816,897,3
4493,3,8,1,7,2,15.8713,74.54,16,1,7,0,0,790,972,3
4494,3,8,4,10,1,15.9167,74.451,8,1,3,0,0,790,972,2
4495,9,10,5,11,1,12.9813,76.0588,8,4,4,0,0,838,926,2
4496,18,13,5,9,2,13.3305,77.1555,6,4,7,0,0,834,916,3
4497,17,6,3,4,1,13.8639,75.558,1,3,3,0,1,869,951,3
4498,13,2,5,11,1,12.4768,76.9203,7,3,2,0,0,818,904,2
4499,3,8,2,12,1,15.7732,74.573,21,1,1,0,0,790,972,2
4500,10,15,4,10,1,15.4074,75.1714,1,2,3,0,1,826,826,3
4501,2,5,5,9,1,15.2117,76.9585,12,5,7,1,0,763,934,2
4502,4,11,2,12,2,13.2438,77.5044,9,4,7,0,0,767,913,3
4503,9,10,2,12,2,13.0207,76.1642,14,6,12,1,0,838,926,3
4504,11,17,3,4,2,17.3628,76.8752,1,5,7,1,1,717,873,3
4505,7,20,1,7,1,13.3692,75.843,18,6,3,1,0,704,879,2
4506,18,13,4,10,2,13.3691,77.1346,15,1,3,0,0,834,916,3
4507,6,18,2,3,2,17.9145,77.4643,14,6,5,1,0,840,922,3
4508,9,10,2,2,1,13.0384,76.0209,2,1,5,0,1,838,926,3
4509,10,15,1,5,2,15.3681,75.0798,6,2,11,0,0,826,826,3
4510,5,16,5,1,2,12.9482,77.6293,13,3,8,0,0,761,925,3
4511,10,15,2,3,2,15.3867,75.1495,1,4,9,0,1,826,826,3
4512,4,11,2,12,1,13.3369,77.5969,15,3,3,0,0,767,913,2
4513,3,8,1,7,2,15.8977,74.5314,8,5,4,1,0,790,972,3
4514,15,1,1,7,2,12.2946,76.7106,23,6,1,1,1,786,908,3
4515,12,14,5,1,1,13.1322,78.1134,11,4,1,0,0,835,908,2
4516,11,17,5,1,2,17.395,76.8453,11,6,8,1,0,717,873,3
4517,7,20,5,11,2,13.3943,75.8204,9,3,11,0,0,704,879,3
4518,12,14,5,1,1,13.1708,78.1786,3,4,5,0,1,835,908,3
4519,5,16,3,8,2,12.9201,77.6577,19,1,11,0,0,761,925,3
4520,2,5,3,4,1,15.1447,76.9465,12,2,11,0,0,763,934,2
4521,9,10,5,11,2,12.9468,76.1605,13,0,4,0,0,838,926,3
4522,17,6,3,8,1,13.8632,75.6295,10,6,12,1,0,869,951,2
4523,13,2,3,8,1,12.4699,76.8349,17,0,2,0,0,818,904,2
4524,6,18,3,4,2,17.844,77.5237,0,6,10,1,1,840,922,3
4525,9,10,3,8,2,13.0473,76.107,14,4,9,0,0,838,926,3
4526,5,16,5,11,2,12.9027,77.6191,5,1,4,0,1,761,925,3
4527,8,3,5,11,1,14.4276,75.9465,1,3,12,0,1,778,778,3
4528,12,14,5,11,1,13.1299,78.2069,18,2,3,0,0,835,908,2
4529,12,14,3,8,2,13.0744,78.0767,7,2,10,0,0,835,908,3
4530,14,12,3,8,1,12.9671,74.9243,7,6,1,1,0,778,778,2
4531,14,12,5,11,2,12.8721,74.839,20,0,6,0,0,778,778,3
4532,5,16,5,11,1,13.0302,77.6232,0,5,6,1,1,761,925,2
4533,17,6,3,4,2,13.9112,75.5428,15,6,11,1,0,869,951,3
4534,19,7,3,4,1,13.2627,74.7675,11,4,9,0,0,887,963,2
4535,5,16,3,4,1,13.0393,77.5757,6,3,4,0,0,761,925,2
4536,2,5,5,1,1,15.1602,76.9752,13,6,5,1,0,763,934,2
4537,9,10,5,1,2,12.9315,76.0299,0,3,5,0,1,838,926,3
4538,13,2,4,10,1,12.5882,76.8385,16,6,8,1,0,818,904,2
4539,4,11,2,12,1,13.2182,77.4754,11,6,10,1,0,767,913,2
4540,2,5,2,2,2,15.2071,76.9424,1,0,1,0,1,763,934,3
4541,3,8,5,1,1,15.9205,74.5321,21,5,5,1,0,790,972,2
4542,6,18,3,8,2,17.9723,77.495,13,0,10,0,0,840,922,3
4543,12,14,2,2,1,13.1179,78.1011,6,0,4,0,0,835,908,2
4544,20,9,1,7,1,16.7777,75.6769,13,5,8,1,0,816,897,2
4545,19,7,2,12,2,13.4162,74.6848,4,6,9,1,1,887,963,3
4546,15,1,4,10,2,12.3457,76.5677,14,5,10,1,0,786,908,3
4547,19,7,2,2,2,13.3112,74.6838,6,2,6,0,0,887,963,3
4548,5,16,1,6,1,13.0421,77.5457,6,2,4,0,0,761,925,2
4549,16,4,1,5,1,12.7289,77.2809,22,0,10,0,1,782,872,3
4550,15,1,1,5,2,12.2893,76.7011,10,2,4,0,0,786,908,3
4551,8,3,4,10,1,14.5427,75.9984,9,3,3,0,0,778,778,2
4552,5,16,4,10,1,12.9258,77.5828,2,4,5,0,1,761,925,2
4553,16,4,2,2,2,12.7716,77.3252,10,1,3,0,0,782,872,3
4554,9,10,2,3,2,13.0823,76.1326,9,0,1,0,0,838,926,3
4555,7,20,3,4,1,13.2473,75.8262,11,3,6,0,0,704,879,2
4556,19,7,2,3,2,13.3765,74.7001,17,2,4,0,0,887,963,3
4557,1,19,5,1,2,16.1749,75.7635,3,4,10,0,1,716,716,3
4558,15,1,1,5,1,12.3144,76.6181,23,0,7,0,1,786,908,3
4559,19,7,1,7,2,13.3236,74.7692,18,2,9,0,0,887,963,3
4560,9,10,2,3,2,12.9896,76.0736,22,2,7,0,1,838,926,3
4561,15,1,5,9,1,12.3172,76.7023,2,2,8,0,1,786,908,3
4562,17,6,2,2,2,13.8695,75.5362,11,4,10,0,0,869,951,3
4563,12,14,1,5,1,13.0728,78.1594,13,2,4,0,0,835,908,2
4564,12,14,5,1,2,13.1341,78.0653,3,2,9,0,1,835,908,3
4565,4,11,2,12,1,13.3352,77.5676,23,6,2,1,1,767,913,2
4566,6,18,5,11,1,17.8871,77.4634,0,5,5,1,1,840,922,3
4567,4,11,1,5,1,13.2285,77.6074,11,2,3,0,0,767,913,2
4568,2,5,4,10,2,15.2155,76.9738,13,2,12,0,0,763,934,3
4569,3,8,1,6,1,15.898,74.5125,10,1,2,0,0,790,972,2
4570,2,5,1,6,1,15.2004,76.959,20,6,2,1,0,763,934,2
4571,14,12,2,12,1,12.9847,74.9233,0,4,12,0,1,778,778,3
4572,2,5,1,5,2,15.1476,76.8779,9,6,10,1,0,763,934,3
4573,11,17,1,6,1,17.3171,76.8652,21,2,6,0,0,717,873,2
4574,9,10,2,2,2,12.9324,76.0428,10,4,9,0,0,838,926,3
4575,8,3,5,1,1,14.4332,75.9391,5,4,12,0,1,778,778,3
4576,7,20,3,4,2,13.2407,75.8372,7,2,5,0,0,704,879,3
4577,8,3,5,1,1,14.5244,75.9986,13,6,8,1,0,778,778,2
4578,18,13,5,11,1,13.2596,77.0325,4,6,9,1,1,834,916,3
4579,6,18,5,11,1,17.8905,77.4678,3,4,3,0,1,840,922,3
4580,4,11,4,10,1,13.2829,77.5377,20,2,2,0,0,767,913,2
4581,20,9,2,12,1,16.7652,75.752,1,6,2,1,1,816,897,3
4582,11,17,2,2,2,17.25,76.8999,6,5,8,1,0,717,873,3
4583,10,15,1,6,2,15.3717,75.1573,12,0,8,0,0,826,826,3
4584,3,8,4,10,2,15.8756,74.5394,4,4,3,0,1,790,972,3
4585,19,7,5,9,1,13.3514,74.7041,19,6,10,1,0,887,963,2
4586,9,10,3,8,2,12.9286,76.0874,7,2,3,0,0,838,926,3
4587,3,8,1,5,2,15.8876,74.5411,15,5,7,1,0,790,972,3
4588,17,6,2,12,2,13.8941,75.5143,8,3,6,0,0,869,951,3
4589,4,11,5,11,2,13.3284,77.613,5,6,7,1,1,767,913,3
4590,11,17,2,2,1,17.2974,76.7912,23,2,7,0,1,717,873,2
4591,14,12,3,8,1,12.9476,74.9133,8,4,1,0,0,778,778,2
4592,20,9,1,5,2,16.786,75.7886,17,0,6,0,0,816,897,3
4593,6,18,5,1,1,17.9454,77.4706,0,2,8,0,1,840,922,3
4594,12,14,5,11,1,13.0667,78.1542,12,5,8,1,0,835,908,2
4595,12,14,4,10,1,13.1257,78.1836,18,0,8,0,0,835,908,2
4596,16,4,5,9,1,12.6989,77.2252,19,6,1,1,0,782,872,2
4597,2,5,2,2,2,15.1224,76.9199,0,4,6,0,1,763,934,3
4598,12,14,4,10,2,13.2105,78.153,6,0,4,0,0,835,908,3
4599,13,2,3,4,1,12.5886,76.873,0,2,7,0,1,818,904,3
4600,16,4,3,4,1,12.6977,77.2942,23,0,9,0,1,782,872,3
4601,8,3,3,8,1,14.537,75.9055,2,2,11,0,1,778,778,3
4602,10,15,2,3,2,15.3796,75.0495,20,4,3,0,0,826,826,3
4603,5,16,1,5,1,12.8946,77.6595,6,5,3,1,0,761,925,2
4604,3,8,1,6,1,15.8316,74.5553,22,1,10,0,1,790,972,3
4605,11,17,3,8,1,17.3444,76.81,11,3,8,0,0,717,873,2
4606,4,11,4,10,2,13.2695,77.4794,8,2,9,0,0,767,913,3
4607,17,6,4,10,2,13.9719,75.6095,15,4,5,0,0,869,951,3
4608,15,1,3,4,1,12.2266,76.605,0,3,10,0,1,786,908,3
4609,10,15,5,11,2,15.2945,75.1766,5,5,10,1,1,826,826,3
4610,11,17,4,10,1,17.3344,76.763,6,6,5,1,0,717,873,2
4611,18,13,2,12,1,13.2849,77.1751,3,4,4,0,1,834,916,3
4612,10,15,2,12,2,15.3607,75.0824,19,1,9,0,0,826,826,3
4613,12,14,5,9,1,13.1181,78.1392,19,6,4,1,0,835,908,2
4614,15,1,2,12,2,12.2316,76.5777,13,4,3,0,0,786,908,3
4615,17,6,1,5,2,13.8611,75.5108,4,5,2,1,1,869,951,3
4616,12,14,5,11,1,13.0803,78.1686,13,4,1,0,0,835,908,2
