CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
1089,ITA,66C,1,1
1090,ITA,67,1,1
1091,ITA,66C,1,1
1092,IPC,379,1,1
1093,ITA,67,1,1
1094,ITA,66D,1,1
1095,IPC,302,1,1
1096,ITA,66C,1,1
1097,PMLA,3,1,1
1098,ITA,66C,1,1
1099,NDPS,20,1,1
1100,ITA,67,1,1
1101,ITA,66C,1,1
1102,ITA,66C,1,1
1103,ITA,66C,1,1
1104,IPC,363,1,1
1105,ITA,66C,1,1
1106,ITA,67,1,1
1107,ITA,66C,1,1
1108,ITA,66D,1,1
1109,ITA,67,1,1
1110,PMLA,3,1,1
1111,ITA,67,1,1
1112,ITA,66C,1,1
1113,ITA,66C,1,1
1114,ITA,67,1,1
1115,ITA,66C,1,1
1116,IPC,379,1,1
1117,ITA,66D,1,1
1118,ITA,66C,1,1
1119,ITA,66D,1,1
1120,ITA,66D,1,1
1121,ITA,66D,1,1
1122,ITA,66D,1,1
1123,ITA,66C,1,1
1124,NDPS,20,1,1
1125,ITA,66D,1,1
1126,PMLA,3,1,1
1127,ITA,66C,1,1
1128,ITA,66C,1,1
1129,ITA,66C,1,1
1130,ITA,66D,1,1
1131,ITA,67,1,1
1132,PMLA,3,1,1
1133,ITA,66C,1,1
1134,ITA,66C,1,1
1135,ITA,66C,1,1
1136,ITA,66D,1,1
1137,ITA,66C,1,1
1138,ITA,66C,1,1
1139,ITA,66D,1,1
1140,PMLA,3,1,1
1141,ITA,67,1,1
1142,ITA,66C,1,1
1143,ITA,66C,1,1
1144,IPC,302,1,1
1145,IPC,379,1,1
1146,IPC,379,1,1
1147,ITA,67,1,1
1148,PMLA,3,1,1
1149,ITA,66C,1,1
1150,ITA,67,1,1
1151,NDPS,20,1,1
1152,IPC,302,1,1
1153,ITA,66D,1,1
1154,ITA,66D,1,1
1155,ITA,66C,1,1
1156,IPC,379,1,1
1157,ITA,66C,1,1
1158,NDPS,20,1,1
1159,ITA,67,1,1
1160,IPC,363,1,1
1161,ITA,66C,1,1
1162,IPC,363,1,1
1163,ITA,66D,1,1
1164,PMLA,3,1,1
1165,ITA,66C,1,1
1166,ITA,66D,1,1
1167,ITA,66C,1,1
1168,ITA,66D,1,1
1169,IPC,379,1,1
1170,ITA,66C,1,1
1171,ITA,66C,1,1
1172,ITA,67,1,1
1173,ITA,66C,1,1
1174,ITA,66C,1,1
1175,ITA,67,1,1
1176,PMLA,3,1,1
1177,ITA,66C,1,1
1178,ITA,66C,1,1
1179,IPC,379,1,1
1180,ITA,66D,1,1
1181,ITA,66C,1,1
1182,ITA,66C,1,1
1183,ITA,66C,1,1
1184,ITA,66C,1,1
1185,IPC,379,1,1
1186,NDPS,20,1,1
1187,NDPS,20,1,1
1188,ITA,66D,1,1
1189,ITA,66C,1,1
1190,PMLA,3,1,1
1191,ITA,66D,1,1
1192,ITA,66C,1,1
1193,ITA,66C,1,1
1194,ITA,66C,1,1
1195,NDPS,20,1,1
1196,ITA,66D,1,1
1197,ITA,67,1,1
1198,ITA,67,1,1
1199,IPC,379,1,1
1200,ITA,66D,1,1
1201,ITA,67,1,1
1202,ITA,66C,1,1
1203,ITA,66C,1,1
1204,NDPS,20,1,1
1205,ITA,67,1,1
1206,ITA,66D,1,1
1207,ITA,67,1,1
1208,IPC,379,1,1
1209,ITA,66D,1,1
1210,ITA,66D,1,1
1211,ITA,67,1,1
1212,ITA,66C,1,1
1213,ITA,67,1,1
1214,NDPS,20,1,1
1215,ITA,67,1,1
1216,IPC,379,1,1
1217,ITA,66D,1,1
1218,ITA,66D,1,1
1219,ITA,66C,1,1
1220,ITA,67,1,1
1221,ITA,66C,1,1
1222,ITA,66C,1,1
1223,NDPS,20,1,1
1224,ITA,66C,1,1
1225,ITA,66C,1,1
1226,ITA,66C,1,1
1227,ITA,66C,1,1
1228,IPC,302,1,1
1229,ITA,66C,1,1
1230,ITA,67,1,1
1231,PMLA,3,1,1
1232,ITA,66C,1,1
1233,PMLA,3,1,1
1234,ITA,66C,1,1
1235,ITA,66C,1,1
1236,ITA,66C,1,1
1237,ITA,66D,1,1
1238,ITA,66D,1,1
1239,ITA,66C,1,1
1240,PMLA,3,1,1
1241,IPC,379,1,1
1242,PMLA,3,1,1
1243,NDPS,20,1,1
1244,ITA,66D,1,1
1245,ITA,66C,1,1
1246,ITA,66C,1,1
1247,ITA,66C,1,1
1248,ITA,66C,1,1
1249,NDPS,20,1,1
1250,ITA,66D,1,1
1251,ITA,66D,1,1
1252,ITA,66D,1,1
1253,PMLA,3,1,1
1254,PMLA,3,1,1
1255,ITA,66D,1,1
1256,ITA,66C,1,1
1257,PMLA,3,1,1
1258,ITA,66D,1,1
1259,ITA,66C,1,1
1260,ITA,66D,1,1
1261,PMLA,3,1,1
1262,ITA,66C,1,1
1263,ITA,66C,1,1
1264,IPC,302,1,1
1265,ITA,66D,1,1
1266,ITA,66D,1,1
1267,ITA,66C,1,1
1268,ITA,66D,1,1
1269,ITA,66C,1,1
1270,ITA,67,1,1
1271,IPC,302,1,1
1272,ITA,66C,1,1
1273,ITA,67,1,1
1274,IPC,379,1,1
1275,ITA,66C,1,1
1276,ITA,67,1,1
1277,PMLA,3,1,1
1278,IPC,302,1,1
1279,ITA,66D,1,1
1280,ITA,66C,1,1
1281,ITA,67,1,1
1282,ITA,67,1,1
1283,ITA,66D,1,1
1284,ITA,66C,1,1
1285,IPC,379,1,1
1286,PMLA,3,1,1
1287,ITA,66C,1,1
1288,PMLA,3,1,1
1289,ITA,66C,1,1
1290,PMLA,3,1,1
1291,NDPS,20,1,1
1292,ITA,67,1,1
1293,ITA,66C,1,1
1294,ITA,66C,1,1
1295,ITA,66C,1,1
1296,ITA,66C,1,1
1297,ITA,66C,1,1
1298,PMLA,3,1,1
1299,ITA,66C,1,1
1300,IPC,379,1,1
1301,ITA,66C,1,1
1302,ITA,66C,1,1
1303,ITA,66C,1,1
1304,ITA,66C,1,1
1305,ITA,66D,1,1
1306,ITA,66D,1,1
1307,ITA,66C,1,1
1308,ITA,67,1,1
1309,ITA,66D,1,1
1310,PMLA,3,1,1
1311,PMLA,3,1,1
1312,ITA,67,1,1
1313,ITA,66D,1,1
1314,ITA,66D,1,1
1315,PMLA,3,1,1
1316,ITA,66D,1,1
1317,ITA,66C,1,1
1318,ITA,66C,1,1
1319,ITA,67,1,1
1320,ITA,66C,1,1
1321,ITA,66C,1,1
1322,PMLA,3,1,1
1323,ITA,66C,1,1
1324,ITA,66C,1,1
1325,ITA,66C,1,1
1326,ITA,66D,1,1
1327,PMLA,3,1,1
1328,ITA,67,1,1
1329,ITA,67,1,1
1330,ITA,66C,1,1
1331,ITA,66D,1,1
1332,PMLA,3,1,1
1333,ITA,66C,1,1
1334,ITA,66C,1,1
1335,ITA,66C,1,1
1336,ITA,66D,1,1
1337,ITA,66C,1,1
1338,ITA,66C,1,1
1339,ITA,66C,1,1
1340,ITA,66D,1,1
1341,ITA,67,1,1
1342,ITA,66C,1,1
1343,PMLA,3,1,1
1344,PMLA,3,1,1
1345,ITA,66D,1,1
1346,ITA,66D,1,1
1347,PMLA,3,1,1
1348,ITA,67,1,1
1349,ITA,66C,1,1
1350,PMLA,3,1,1
1351,ITA,66C,1,1
1352,PMLA,3,1,1
1353,ITA,66C,1,1
1354,IPC,379,1,1
1355,ITA,67,1,1
1356,ITA,66C,1,1
1357,PMLA,3,1,1
1358,ITA,66C,1,1
1359,ITA,66C,1,1
1360,ITA,67,1,1
1361,ITA,66C,1,1
1362,ITA,66C,1,1
1363,PMLA,3,1,1
1364,PMLA,3,1,1
1365,ITA,66C,1,1
1366,ITA,66D,1,1
1367,ITA,66D,1,1
1368,IPC,302,1,1
1369,ITA,66D,1,1
1370,ITA,66C,1,1
1371,ITA,66C,1,1
1372,ITA,67,1,1
1373,ITA,66D,1,1
1374,PMLA,3,1,1
1375,PMLA,3,1,1
1376,ITA,66D,1,1
1377,ITA,67,1,1
1378,ITA,66C,1,1
1379,ITA,67,1,1
1380,ITA,67,1,1
1381,IPC,379,1,1
1382,ITA,66C,1,1
1383,ITA,66D,1,1
1384,IPC,363,1,1
1385,ITA,66C,1,1
1386,NDPS,20,1,1
1387,ITA,66C,1,1
1388,IPC,302,1,1
1389,ITA,67,1,1
1390,ITA,66D,1,1
1391,IPC,379,1,1
1392,ITA,66C,1,1
1393,ITA,66C,1,1
1394,IPC,363,1,1
1395,IPC,379,1,1
1396,ITA,66D,1,1
1397,ITA,66C,1,1
1398,IPC,302,1,1
1399,ITA,67,1,1
1400,ITA,67,1,1
1401,PMLA,3,1,1
1402,PMLA,3,1,1
1403,PMLA,3,1,1
1404,ITA,66C,1,1
1405,ITA,66D,1,1
1406,ITA,66D,1,1
1407,ITA,67,1,1
1408,ITA,67,1,1
1409,ITA,66C,1,1
1410,PMLA,3,1,1
1411,ITA,66C,1,1
1412,ITA,66D,1,1
1413,IPC,302,1,1
1414,ITA,66C,1,1
1415,ITA,66C,1,1
1416,ITA,66D,1,1
1417,ITA,66C,1,1
1418,ITA,66C,1,1
1419,ITA,66C,1,1
1420,ITA,66D,1,1
1421,IPC,379,1,1
1422,IPC,363,1,1
1423,ITA,67,1,1
1424,ITA,66C,1,1
1425,IPC,379,1,1
1426,PMLA,3,1,1
1427,ITA,66D,1,1
1428,PMLA,3,1,1
1429,ITA,66D,1,1
1430,ITA,67,1,1
1431,IPC,379,1,1
1432,ITA,66D,1,1
1433,PMLA,3,1,1
1434,ITA,67,1,1
1435,ITA,66D,1,1
1436,PMLA,3,1,1
1437,IPC,379,1,1
1438,PMLA,3,1,1
1439,PMLA,3,1,1
1440,ITA,67,1,1
1441,ITA,66C,1,1
1442,PMLA,3,1,1
1443,ITA,67,1,1
1444,IPC,363,1,1
1445,ITA,67,1,1
1446,ITA,67,1,1
1447,PMLA,3,1,1
1448,IPC,379,1,1
1449,ITA,66C,1,1
1450,ITA,66D,1,1
1451,ITA,66C,1,1
1452,ITA,66C,1,1
1453,PMLA,3,1,1
1454,ITA,66D,1,1
1455,ITA,66C,1,1
1456,ITA,66C,1,1
1457,ITA,66C,1,1
1458,ITA,66C,1,1
1459,ITA,66C,1,1
1460,ITA,67,1,1
1461,NDPS,20,1,1
1462,ITA,66D,1,1
1463,ITA,67,1,1
1464,ITA,66C,1,1
1465,IPC,379,1,1
1466,ITA,66D,1,1
1467,ITA,66D,1,1
1468,IPC,302,1,1
1469,PMLA,3,1,1
1470,ITA,67,1,1
1471,ITA,67,1,1
1472,ITA,66C,1,1
1473,ITA,66D,1,1
1474,IPC,302,1,1
1475,ITA,66C,1,1
1476,ITA,66D,1,1
1477,PMLA,3,1,1
1478,ITA,67,1,1
1479,PMLA,3,1,1
1480,ITA,66C,1,1
1481,ITA,66D,1,1
1482,ITA,66D,1,1
1483,PMLA,3,1,1
1484,ITA,67,1,1
1485,ITA,66D,1,1
1486,ITA,66D,1,1
1487,ITA,66D,1,1
1488,ITA,67,1,1
1489,PMLA,3,1,1
1490,ITA,67,1,1
1491,IPC,363,1,1
1492,PMLA,3,1,1
1493,PMLA,3,1,1
1494,ITA,66C,1,1
1495,ITA,66C,1,1
1496,ITA,67,1,1
1497,ITA,66C,1,1
1498,ITA,66D,1,1
1499,ITA,66C,1,1
1500,ITA,66C,1,1
1501,PMLA,3,1,1
1502,NDPS,20,1,1
1503,ITA,66C,1,1
1504,ITA,66D,1,1
1505,ITA,66D,1,1
1506,PMLA,3,1,1
1507,ITA,66D,1,1
1508,ITA,66C,1,1
1509,ITA,66D,1,1
1510,ITA,66C,1,1
1511,ITA,66D,1,1
1512,ITA,66C,1,1
1513,PMLA,3,1,1
1514,ITA,67,1,1
1515,NDPS,20,1,1
1516,IPC,379,1,1
1517,ITA,67,1,1
1518,ITA,67,1,1
1519,ITA,66C,1,1
1520,ITA,67,1,1
1521,ITA,67,1,1
1522,ITA,66C,1,1
1523,ITA,67,1,1
1524,NDPS,20,1,1
1525,ITA,66D,1,1
1526,ITA,67,1,1
1527,PMLA,3,1,1
1528,ITA,66C,1,1
1529,ITA,66D,1,1
1530,IPC,363,1,1
1531,ITA,66C,1,1
1532,ITA,66D,1,1
1533,ITA,66D,1,1
1534,ITA,66C,1,1
1535,ITA,66D,1,1
1536,PMLA,3,1,1
1537,ITA,66C,1,1
1538,ITA,66C,1,1
1539,ITA,67,1,1
1540,ITA,66D,1,1
1541,ITA,66C,1,1
1542,ITA,66D,1,1
1543,ITA,66C,1,1
1544,ITA,66D,1,1
1545,PMLA,3,1,1
1546,ITA,66C,1,1
1547,ITA,66C,1,1
1548,ITA,66C,1,1
1549,PMLA,3,1,1
1550,ITA,66D,1,1
1551,ITA,66C,1,1
1552,ITA,66D,1,1
1553,PMLA,3,1,1
1554,PMLA,3,1,1
1555,ITA,66C,1,1
1556,ITA,66C,1,1
1557,NDPS,20,1,1
1558,NDPS,20,1,1
1559,ITA,66C,1,1
1560,IPC,379,1,1
1561,IPC,379,1,1
1562,PMLA,3,1,1
1563,ITA,66D,1,1
1564,ITA,66C,1,1
1565,ITA,66C,1,1
1566,ITA,66C,1,1
1567,ITA,66C,1,1
1568,IPC,363,1,1
1569,ITA,66D,1,1
1570,ITA,66C,1,1
1571,ITA,66D,1,1
1572,ITA,67,1,1
1573,ITA,66D,1,1
1574,ITA,66D,1,1
1575,ITA,66C,1,1
1576,ITA,66C,1,1
1577,ITA,66C,1,1
1578,ITA,67,1,1
1579,ITA,66C,1,1
1580,ITA,66C,1,1
1581,ITA,66D,1,1
1582,ITA,66D,1,1
1583,ITA,66C,1,1
1584,ITA,66C,1,1
1585,NDPS,20,1,1
1586,ITA,66D,1,1
1587,PMLA,3,1,1
1588,IPC,302,1,1
1589,PMLA,3,1,1
1590,PMLA,3,1,1
1591,PMLA,3,1,1
1592,ITA,66D,1,1
1593,ITA,67,1,1
1594,ITA,66D,1,1
1595,IPC,302,1,1
1596,ITA,66D,1,1
1597,ITA,67,1,1
1598,ITA,66C,1,1
1599,ITA,66D,1,1
1600,IPC,302,1,1
1601,ITA,67,1,1
1602,IPC,363,1,1
1603,ITA,66D,1,1
1604,ITA,66D,1,1
1605,ITA,66D,1,1
1606,ITA,66C,1,1
1607,PMLA,3,1,1
1608,ITA,66D,1,1
1609,IPC,379,1,1
1610,ITA,66C,1,1
1611,ITA,67,1,1
1612,ITA,67,1,1
1613,PMLA,3,1,1
1614,ITA,66C,1,1
1615,ITA,66C,1,1
1616,ITA,66D,1,1
1617,ITA,66D,1,1
1618,IPC,302,1,1
1619,ITA,66C,1,1
1620,ITA,66D,1,1
1621,PMLA,3,1,1
1622,ITA,67,1,1
1623,PMLA,3,1,1
1624,IPC,363,1,1
1625,ITA,66C,1,1
1626,ITA,66C,1,1
1627,PMLA,3,1,1
1628,ITA,67,1,1
1629,ITA,66C,1,1
1630,ITA,66C,1,1
1631,PMLA,3,1,1
1632,ITA,66C,1,1
1633,ITA,66D,1,1
1634,ITA,66D,1,1
1635,ITA,67,1,1
1636,ITA,67,1,1
1637,ITA,66C,1,1
1638,ITA,66D,1,1
1639,PMLA,3,1,1
1640,ITA,67,1,1
1641,IPC,379,1,1
1642,ITA,66C,1,1
1643,ITA,67,1,1
1644,ITA,66C,1,1
1645,IPC,379,1,1
1646,PMLA,3,1,1
1647,ITA,66D,1,1
1648,ITA,67,1,1
1649,ITA,66C,1,1
1650,ITA,66C,1,1
1651,ITA,66C,1,1
1652,ITA,66D,1,1
1653,IPC,379,1,1
1654,ITA,66C,1,1
1655,IPC,379,1,1
1656,ITA,66D,1,1
1657,ITA,66D,1,1
1658,ITA,66C,1,1
1659,ITA,66C,1,1
1660,ITA,66C,1,1
1661,ITA,66C,1,1
1662,ITA,66C,1,1
1663,ITA,67,1,1
1664,ITA,67,1,1
1665,IPC,379,1,1
1666,ITA,66C,1,1
1667,ITA,67,1,1
1668,IPC,379,1,1
1669,NDPS,20,1,1
1670,ITA,66D,1,1
1671,ITA,66C,1,1
1672,IPC,302,1,1
1673,ITA,66C,1,1
1674,PMLA,3,1,1
1675,ITA,66D,1,1
1676,ITA,66C,1,1
1677,NDPS,20,1,1
1678,ITA,67,1,1
1679,PMLA,3,1,1
1680,PMLA,3,1,1
1681,ITA,66C,1,1
1682,ITA,66C,1,1
1683,ITA,67,1,1
1684,PMLA,3,1,1
1685,ITA,66C,1,1
1686,ITA,66C,1,1
1687,ITA,66C,1,1
1688,ITA,66C,1,1
1689,PMLA,3,1,1
1690,ITA,66D,1,1
1691,ITA,66D,1,1
1692,IPC,302,1,1
1693,ITA,66D,1,1
1694,ITA,66C,1,1
1695,PMLA,3,1,1
1696,NDPS,20,1,1
1697,PMLA,3,1,1
1698,IPC,363,1,1
1699,ITA,67,1,1
1700,ITA,66C,1,1
1701,ITA,66C,1,1
1702,ITA,66D,1,1
1703,ITA,67,1,1
1704,ITA,66D,1,1
1705,ITA,66D,1,1
1706,ITA,66D,1,1
1707,ITA,66D,1,1
1708,IPC,379,1,1
1709,ITA,66C,1,1
1710,ITA,66D,1,1
1711,ITA,66C,1,1
1712,ITA,66C,1,1
1713,PMLA,3,1,1
1714,ITA,66C,1,1
1715,PMLA,3,1,1
1716,IPC,379,1,1
1717,IPC,363,1,1
1718,ITA,67,1,1
1719,PMLA,3,1,1
1720,ITA,66C,1,1
1721,PMLA,3,1,1
1722,ITA,66D,1,1
1723,IPC,379,1,1
1724,NDPS,20,1,1
1725,ITA,67,1,1
1726,ITA,67,1,1
1727,IPC,379,1,1
1728,ITA,67,1,1
1729,PMLA,3,1,1
1730,ITA,67,1,1
1731,PMLA,3,1,1
1732,ITA,66C,1,1
1733,ITA,66C,1,1
1734,PMLA,3,1,1
1735,PMLA,3,1,1
1736,ITA,66C,1,1
1737,ITA,66C,1,1
1738,ITA,67,1,1
1739,ITA,66C,1,1
1740,PMLA,3,1,1
1741,ITA,66D,1,1
1742,ITA,66C,1,1
1743,ITA,66D,1,1
1744,ITA,66C,1,1
1745,ITA,66D,1,1
1746,ITA,66D,1,1
1747,ITA,66C,1,1
1748,ITA,67,1,1
1749,ITA,66C,1,1
1750,ITA,66D,1,1
1751,NDPS,20,1,1
1752,ITA,66D,1,1
1753,ITA,66D,1,1
1754,ITA,66C,1,1
1755,ITA,66D,1,1
1756,ITA,66D,1,1
1757,IPC,379,1,1
1758,PMLA,3,1,1
1759,ITA,67,1,1
1760,ITA,66C,1,1
1761,ITA,66D,1,1
1762,ITA,66C,1,1
1763,IPC,302,1,1
1764,ITA,66D,1,1
1765,PMLA,3,1,1
1766,NDPS,20,1,1
1767,PMLA,3,1,1
1768,PMLA,3,1,1
1769,ITA,66C,1,1
1770,ITA,66D,1,1
1771,IPC,302,1,1
1772,ITA,66D,1,1
1773,IPC,379,1,1
1774,ITA,66D,1,1
1775,PMLA,3,1,1
1776,ITA,66C,1,1
1777,ITA,66D,1,1
1778,ITA,66C,1,1
1779,ITA,67,1,1
1780,IPC,302,1,1
1781,ITA,66C,1,1
1782,IPC,363,1,1
1783,ITA,67,1,1
1784,PMLA,3,1,1
1785,ITA,67,1,1
1786,ITA,66C,1,1
1787,ITA,67,1,1
1788,ITA,67,1,1
1789,NDPS,20,1,1
1790,ITA,66D,1,1
1791,ITA,66C,1,1
1792,IPC,302,1,1
1793,ITA,66C,1,1
1794,ITA,66C,1,1
1795,PMLA,3,1,1
1796,ITA,66C,1,1
1797,ITA,66D,1,1
1798,ITA,66D,1,1
1799,ITA,66C,1,1
1800,ITA,67,1,1
1801,PMLA,3,1,1
1802,IPC,302,1,1
1803,ITA,66D,1,1
1804,NDPS,20,1,1
1805,ITA,66C,1,1
1806,IPC,363,1,1
1807,ITA,66C,1,1
1808,ITA,66D,1,1
1809,IPC,379,1,1
1810,ITA,66D,1,1
1811,ITA,66C,1,1
1812,ITA,66D,1,1
1813,PMLA,3,1,1
1814,ITA,66D,1,1
1815,PMLA,3,1,1
1816,ITA,67,1,1
1817,ITA,67,1,1
1818,PMLA,3,1,1
1819,IPC,302,1,1
1820,IPC,379,1,1
1821,PMLA,3,1,1
1822,IPC,302,1,1
1823,ITA,67,1,1
1824,ITA,66C,1,1
1825,ITA,66D,1,1
1826,ITA,66C,1,1
1827,ITA,67,1,1
1828,IPC,302,1,1
1829,ITA,66D,1,1
1830,PMLA,3,1,1
1831,PMLA,3,1,1
1832,ITA,66D,1,1
1833,ITA,66D,1,1
1834,IPC,302,1,1
1835,IPC,302,1,1
1836,ITA,66D,1,1
1837,ITA,66D,1,1
1838,ITA,66C,1,1
1839,ITA,66D,1,1
1840,ITA,66C,1,1
1841,ITA,66C,1,1
1842,PMLA,3,1,1
1843,ITA,66D,1,1
1844,ITA,66D,1,1
1845,ITA,66C,1,1
1846,ITA,66C,1,1
1847,ITA,66C,1,1
1848,ITA,66C,1,1
1849,NDPS,20,1,1
1850,ITA,66C,1,1
1851,ITA,66D,1,1
1852,PMLA,3,1,1
1853,IPC,363,1,1
1854,ITA,66D,1,1
1855,IPC,379,1,1
1856,IPC,379,1,1
1857,PMLA,3,1,1
1858,PMLA,3,1,1
1859,ITA,67,1,1
1860,ITA,66D,1,1
1861,ITA,66C,1,1
1862,ITA,66C,1,1
1863,ITA,66C,1,1
1864,ITA,67,1,1
1865,ITA,66D,1,1
1866,ITA,66D,1,1
1867,ITA,66C,1,1
1868,ITA,66C,1,1
1869,ITA,66C,1,1
1870,ITA,66C,1,1
1871,ITA,66D,1,1
1872,ITA,66D,1,1
1873,ITA,66C,1,1
1874,ITA,66C,1,1
1875,ITA,66D,1,1
1876,ITA,66C,1,1
1877,ITA,66C,1,1
1878,ITA,67,1,1
1879,ITA,66C,1,1
1880,ITA,66D,1,1
1881,ITA,66C,1,1
1882,ITA,66C,1,1
1883,ITA,66D,1,1
1884,ITA,66C,1,1
1885,IPC,379,1,1
1886,ITA,66D,1,1
1887,IPC,379,1,1
1888,PMLA,3,1,1
1889,ITA,66C,1,1
1890,ITA,66C,1,1
1891,PMLA,3,1,1
1892,ITA,66C,1,1
1893,ITA,66C,1,1
1894,ITA,66D,1,1
1895,IPC,379,1,1
1896,ITA,67,1,1
1897,ITA,66C,1,1
1898,IPC,302,1,1
1899,ITA,66D,1,1
1900,NDPS,20,1,1
1901,ITA,66C,1,1
1902,ITA,67,1,1
1903,IPC,379,1,1
1904,IPC,379,1,1
1905,ITA,66D,1,1
1906,ITA,66C,1,1
1907,ITA,67,1,1
1908,ITA,66C,1,1
1909,ITA,66C,1,1
1910,ITA,66C,1,1
1911,ITA,67,1,1
1912,IPC,379,1,1
1913,ITA,66D,1,1
1914,ITA,66D,1,1
1915,ITA,66C,1,1
1916,ITA,66D,1,1
1917,ITA,66D,1,1
1918,ITA,66C,1,1
1919,IPC,302,1,1
1920,ITA,66C,1,1
1921,ITA,66C,1,1
1922,IPC,302,1,1
1923,ITA,66C,1,1
1924,ITA,67,1,1
1925,ITA,67,1,1
1926,IPC,379,1,1
1927,ITA,66C,1,1
1928,PMLA,3,1,1
1929,ITA,66C,1,1
1930,IPC,379,1,1
1931,ITA,66D,1,1
1932,ITA,66C,1,1
1933,ITA,67,1,1
1934,ITA,66D,1,1
1935,PMLA,3,1,1
1936,ITA,66D,1,1
1937,ITA,67,1,1
1938,ITA,67,1,1
1939,ITA,66C,1,1
1940,ITA,66C,1,1
1941,IPC,379,1,1
1942,ITA,67,1,1
1943,ITA,67,1,1
1944,PMLA,3,1,1
1945,ITA,66D,1,1
1946,ITA,66C,1,1
1947,PMLA,3,1,1
1948,ITA,66C,1,1
1949,ITA,67,1,1
1950,ITA,66C,1,1
1951,ITA,66D,1,1
1952,ITA,66C,1,1
1953,ITA,66D,1,1
1954,ITA,66D,1,1
1955,NDPS,20,1,1
1956,PMLA,3,1,1
1957,ITA,66C,1,1
1958,ITA,66D,1,1
1959,ITA,66C,1,1
1960,ITA,66D,1,1
1961,PMLA,3,1,1
1962,IPC,302,1,1
1963,ITA,66C,1,1
1964,ITA,66D,1,1
1965,ITA,67,1,1
1966,ITA,66C,1,1
1967,IPC,379,1,1
1968,ITA,67,1,1
1969,ITA,66D,1,1
1970,ITA,66D,1,1
1971,ITA,66C,1,1
1972,ITA,67,1,1
1973,ITA,66C,1,1
1974,IPC,379,1,1
1975,ITA,67,1,1
1976,IPC,379,1,1
1977,ITA,67,1,1
1978,PMLA,3,1,1
1979,ITA,66C,1,1
1980,ITA,66C,1,1
1981,ITA,66C,1,1
1982,ITA,67,1,1
1983,ITA,66C,1,1
1984,ITA,66C,1,1
1985,ITA,67,1,1
1986,ITA,67,1,1
1987,ITA,66D,1,1
1988,ITA,66C,1,1
1989,ITA,66D,1,1
1990,PMLA,3,1,1
1991,ITA,66C,1,1
1992,PMLA,3,1,1
1993,ITA,66C,1,1
1994,IPC,379,1,1
1995,ITA,66C,1,1
1996,ITA,66C,1,1
1997,ITA,66D,1,1
1998,ITA,66C,1,1
1999,ITA,67,1,1
2000,ITA,66C,1,1
2001,IPC,379,1,1
2002,ITA,67,1,1
2003,ITA,67,1,1
2004,PMLA,3,1,1
2005,ITA,67,1,1
2006,PMLA,3,1,1
2007,ITA,67,1,1
2008,PMLA,3,1,1
2009,ITA,67,1,1
2010,PMLA,3,1,1
2011,ITA,67,1,1
2012,ITA,66D,1,1
2013,ITA,66C,1,1
2014,ITA,66C,1,1
2015,ITA,66D,1,1
2016,ITA,67,1,1
2017,ITA,67,1,1
2018,ITA,66D,1,1
2019,ITA,67,1,1
2020,IPC,379,1,1
2021,ITA,66C,1,1
2022,PMLA,3,1,1
2023,PMLA,3,1,1
2024,PMLA,3,1,1
2025,IPC,379,1,1
2026,ITA,66D,1,1
2027,ITA,66C,1,1
2028,ITA,66C,1,1
2029,ITA,66D,1,1
2030,ITA,66C,1,1
2031,ITA,66D,1,1
2032,IPC,379,1,1
2033,ITA,66C,1,1
2034,NDPS,20,1,1
2035,ITA,66C,1,1
2036,ITA,67,1,1
2037,PMLA,3,1,1
2038,ITA,66C,1,1
2039,ITA,66C,1,1
2040,ITA,66C,1,1
2041,ITA,66C,1,1
2042,PMLA,3,1,1
2043,ITA,66C,1,1
2044,ITA,66C,1,1
2045,IPC,379,1,1
2046,ITA,66D,1,1
2047,ITA,66C,1,1
2048,ITA,66C,1,1
2049,ITA,67,1,1
2050,ITA,66C,1,1
2051,ITA,66D,1,1
2052,IPC,379,1,1
2053,ITA,66D,1,1
2054,PMLA,3,1,1
2055,PMLA,3,1,1
2056,IPC,379,1,1
2057,ITA,66C,1,1
2058,PMLA,3,1,1
2059,ITA,66C,1,1
2060,ITA,66C,1,1
2061,ITA,66C,1,1
2062,PMLA,3,1,1
2063,NDPS,20,1,1
2064,ITA,66C,1,1
2065,IPC,379,1,1
2066,ITA,66C,1,1
2067,ITA,67,1,1
2068,PMLA,3,1,1
2069,ITA,66D,1,1
2070,IPC,379,1,1
2071,ITA,66D,1,1
2072,ITA,67,1,1
2073,IPC,379,1,1
2074,PMLA,3,1,1
2075,ITA,67,1,1
2076,ITA,66D,1,1
2077,ITA,66D,1,1
2078,ITA,66C,1,1
2079,ITA,66D,1,1
2080,NDPS,20,1,1
2081,ITA,66C,1,1
2082,PMLA,3,1,1
2083,ITA,66C,1,1
2084,ITA,67,1,1
2085,ITA,66D,1,1
2086,ITA,67,1,1
2087,IPC,379,1,1
2088,PMLA,3,1,1
2089,IPC,302,1,1
2090,ITA,66C,1,1
2091,ITA,66C,1,1
2092,ITA,66C,1,1
2093,ITA,67,1,1
2094,ITA,66D,1,1
2095,ITA,67,1,1
2096,IPC,379,1,1
2097,ITA,66C,1,1
2098,ITA,66D,1,1
2099,ITA,67,1,1
2100,ITA,67,1,1
2101,ITA,66D,1,1
2102,ITA,67,1,1
2103,ITA,66C,1,1
2104,ITA,66C,1,1
2105,NDPS,20,1,1
