CSID,CaseMasterID,csdate,cstype,PolicePersonID
648,2191,2023-08-24T07:15:29,A,168
649,2192,2024-06-03T04:51:28,A,186
650,2195,2024-11-11T00:09:30,A,87
651,2197,2024-01-15T17:04:32,C,9
652,2199,2024-06-27T08:18:36,A,98
653,2205,2024-10-23T13:30:32,A,221
654,2210,2021-02-25T00:40:05,A,247
655,2212,2025-11-06T01:21:40,C,30
656,2213,2022-06-28T19:38:38,C,216
657,2215,2025-06-09T18:12:51,B,202
658,2217,2022-04-14T01:43:54,A,55
659,2222,2022-06-25T04:40:11,B,52
660,2229,2022-07-17T23:16:25,A,116
661,2230,2021-12-20T12:22:52,A,255
662,2232,2024-10-03T00:19:56,B,271
663,2235,2022-01-14T03:27:01,A,119
664,2236,2026-09-30T14:14:57,B,204
665,2244,2024-04-10T18:40:09,B,63
666,2245,2021-05-15T14:32:07,B,255
667,2256,2026-03-14T02:21:49,C,203
668,2260,2022-04-22T14:53:08,C,28
669,2262,2025-05-12T17:54:42,A,75
670,2265,2023-10-09T10:54:14,C,78
671,2269,2022-01-26T17:22:43,B,107
672,2272,2024-07-23T16:25:04,A,178
673,2273,2025-12-25T11:26:52,C,276
674,2288,2024-04-05T18:17:40,A,36
675,2297,2025-03-12T08:01:05,B,245
676,2299,2023-11-10T17:06:42,B,122
677,2306,2026-02-13T08:25:46,B,104
678,2309,2024-04-16T19:38:36,C,42
679,2315,2025-10-26T11:05:45,C,265
680,2321,2023-07-10T10:08:24,B,165
681,2322,2023-11-08T18:24:23,B,81
682,2326,2024-10-27T07:19:12,C,117
683,2330,2022-03-24T17:52:17,A,94
684,2339,2025-09-24T08:36:27,C,84
685,2340,2025-11-24T01:30:46,B,67
686,2343,2022-03-15T17:09:52,B,136
687,2347,2025-01-10T11:47:58,C,103
688,2348,2023-02-17T05:20:06,B,69
689,2352,2022-04-07T19:21:13,A,230
690,2359,2025-02-16T05:16:07,C,147
691,2363,2022-12-26T11:04:50,A,112
692,2366,2022-07-28T10:44:09,C,6
693,2367,2022-11-10T09:55:18,C,207
694,2368,2022-07-15T20:25:35,B,15
695,2369,2022-11-18T01:08:00,C,36
696,2372,2022-12-09T19:03:43,A,110
697,2373,2023-05-22T19:59:51,A,130
698,2375,2025-09-02T07:14:26,C,61
699,2376,2024-05-07T22:09:33,A,2
700,2378,2022-05-05T10:33:20,A,280
701,2379,2022-09-18T03:40:14,C,88
702,2380,2025-08-18T17:20:44,B,77
703,2382,2021-09-14T12:37:18,C,61
704,2383,2022-12-02T12:29:53,A,39
705,2389,2025-09-04T01:24:31,B,94
706,2390,2026-04-03T13:17:42,B,236
707,2391,2026-03-01T02:29:42,A,88
708,2392,2026-07-23T20:41:25,C,185
709,2403,2024-03-19T17:26:58,A,166
710,2405,2024-11-17T09:14:09,C,139
711,2407,2023-10-02T20:03:45,C,36
712,2410,2021-08-03T03:47:54,C,76
713,2412,2022-12-21T15:00:06,A,264
714,2413,2024-12-26T03:28:56,B,11
715,2414,2026-08-16T05:32:36,A,94
716,2415,2022-05-21T04:51:09,A,96
717,2418,2021-12-23T14:40:52,A,30
718,2422,2025-05-16T18:49:09,B,238
719,2426,2022-04-12T13:26:56,A,48
720,2427,2021-03-15T12:40:30,C,53
721,2429,2025-11-14T07:36:31,B,206
722,2431,2023-05-18T13:36:55,C,194
723,2439,2022-11-05T05:24:14,C,94
724,2440,2022-01-02T21:41:36,B,1
725,2441,2025-03-23T10:42:13,B,94
726,2449,2025-01-10T21:58:30,C,52
727,2450,2026-06-01T12:47:37,C,112
728,2451,2022-09-11T20:19:36,B,235
729,2456,2024-04-03T15:57:46,B,18
730,2459,2026-06-20T15:25:35,C,94
731,2462,2025-03-16T03:16:06,A,41
732,2465,2024-09-01T12:14:57,B,149
733,2469,2022-01-03T19:13:34,B,25
734,2472,2025-12-23T17:54:11,B,51
735,2473,2025-12-07T07:19:54,B,181
736,2476,2024-08-01T19:37:59,A,73
737,2480,2025-08-27T15:43:44,C,109
738,2481,2023-06-03T14:50:04,A,198
739,2483,2021-09-28T13:17:30,B,197
740,2485,2025-07-30T06:26:32,B,101
741,2493,2024-12-29T06:38:14,C,165
742,2509,2025-12-18T15:36:22,C,95
743,2510,2021-05-18T20:41:38,C,117
744,2513,2026-08-30T13:05:22,C,269
745,2518,2026-04-04T09:07:21,B,86
746,2519,2022-02-09T15:29:55,B,156
747,2520,2023-09-03T03:29:47,C,257
748,2522,2022-08-24T16:19:41,B,191
749,2524,2021-12-15T22:53:43,B,54
750,2530,2025-01-04T15:18:54,A,243
751,2532,2025-12-14T02:41:23,C,262
752,2537,2022-10-05T04:21:59,B,140
753,2538,2025-06-10T23:58:18,C,166
754,2539,2026-08-03T08:34:49,C,69
755,2540,2025-05-28T08:43:20,C,270
756,2546,2022-10-21T12:49:05,A,279
757,2552,2021-12-09T17:30:38,C,98
758,2558,2023-04-23T12:18:51,A,204
759,2562,2023-08-19T12:57:34,C,145
760,2569,2025-02-19T20:01:03,C,12
761,2573,2021-07-21T15:22:45,B,8
762,2575,2021-05-18T19:34:11,C,256
763,2578,2023-11-02T16:18:20,A,85
764,2582,2023-07-01T22:17:06,A,142
765,2583,2021-03-07T21:05:58,A,59
766,2595,2024-12-30T06:54:29,B,190
767,2596,2025-12-28T23:36:27,B,93
768,2599,2023-11-07T09:46:14,A,46
769,2600,2025-07-04T05:08:10,B,5
770,2601,2022-10-06T06:48:42,C,255
771,2602,2025-05-24T14:13:55,C,67
772,2606,2024-11-05T08:04:48,C,139
773,2616,2021-09-14T21:37:14,A,255
774,2618,2021-08-23T19:33:46,B,165
775,2622,2022-04-28T03:22:15,C,45
776,2623,2024-03-15T01:04:13,A,40
777,2624,2026-08-09T23:38:37,B,13
778,2625,2024-08-09T01:07:23,C,230
779,2630,2022-08-09T23:29:25,B,179
780,2639,2021-12-29T08:55:47,B,155
781,2640,2025-12-25T07:58:34,C,50
782,2646,2026-02-24T15:26:11,B,125
783,2649,2025-09-13T21:37:09,B,269
784,2650,2022-09-05T20:55:42,A,184
785,2653,2023-05-16T21:59:10,C,207
786,2655,2022-11-02T17:49:22,A,11
787,2657,2025-08-07T10:06:27,A,105
788,2659,2026-05-13T09:10:41,A,68
789,2662,2021-06-15T07:55:24,B,198
790,2668,2024-01-17T07:11:05,A,180
791,2671,2026-09-23T00:17:57,B,205
792,2678,2025-10-01T19:57:13,A,4
793,2679,2026-02-26T07:32:04,A,88
794,2680,2025-01-03T14:11:23,B,40
795,2689,2022-01-02T06:15:24,C,202
796,2691,2024-10-01T08:23:52,A,178
797,2693,2025-07-15T11:01:33,A,116
798,2695,2025-07-16T16:33:57,B,74
799,2697,2021-12-07T23:13:45,B,79
800,2700,2021-09-05T13:51:32,C,271
801,2701,2024-05-31T22:10:53,A,134
802,2709,2023-06-07T21:19:51,A,34
803,2710,2026-03-07T01:27:37,C,114
804,2711,2022-02-02T11:36:04,A,173
805,2714,2026-07-03T02:02:00,C,37
806,2717,2025-08-16T00:59:37,B,168
807,2720,2021-11-16T17:26:24,A,275
808,2721,2022-03-15T16:19:59,B,33
809,2722,2025-04-23T18:28:31,A,257
810,2730,2021-11-02T20:00:30,C,18
811,2736,2023-12-21T10:54:19,A,88
812,2737,2024-12-07T21:00:05,B,100
813,2738,2022-07-13T12:03:13,B,96
814,2745,2025-05-22T22:19:26,C,8
815,2746,2021-11-19T00:10:37,A,124
816,2750,2022-12-26T02:30:32,C,134
817,2754,2023-05-13T08:41:10,A,279
818,2756,2023-03-03T14:53:55,A,24
819,2760,2024-01-18T17:48:34,C,256
820,2762,2023-04-17T20:20:18,B,242
821,2766,2024-01-03T11:36:15,A,210
822,2772,2023-09-19T15:17:20,A,71
823,2778,2026-07-17T05:09:42,A,131
824,2788,2022-08-01T22:23:39,B,7
825,2789,2022-02-15T19:55:42,B,196
826,2791,2023-12-16T00:19:46,A,232
827,2794,2026-02-07T20:35:53,A,180
828,2795,2023-09-23T10:18:39,A,75
829,2798,2024-06-12T02:10:44,A,90
830,2799,2022-05-04T17:10:18,C,234
831,2801,2022-07-27T13:02:40,A,122
832,2806,2022-06-07T04:10:22,B,226
833,2808,2023-01-23T11:20:14,C,203
834,2809,2023-01-18T18:00:26,A,228
835,2816,2023-11-19T06:50:28,C,190
836,2818,2024-01-20T03:02:01,C,173
837,2823,2025-09-03T14:44:14,A,197
838,2831,2021-07-17T03:25:59,A,75
839,2835,2022-04-13T06:43:37,C,258
840,2837,2026-05-09T19:38:44,B,78
841,2839,2024-11-29T06:42:48,A,135
842,2847,2024-03-22T10:25:41,A,274
843,2850,2023-03-17T10:02:05,B,188
844,2853,2021-09-25T10:09:22,B,36
845,2855,2023-08-10T20:37:40,C,48
846,2858,2022-03-23T06:55:05,B,61
847,2861,2021-06-21T11:23:35,A,75
848,2863,2025-12-07T01:28:32,A,8
849,2864,2023-06-27T09:05:45,C,180
850,2865,2025-01-08T04:12:15,B,173
851,2868,2025-09-18T03:06:46,A,87
852,2869,2025-05-02T18:54:02,A,186
853,2871,2025-09-08T06:17:42,B,179
854,2873,2023-03-23T10:42:31,C,121
855,2878,2021-12-12T09:26:52,C,7
856,2880,2025-02-14T03:17:14,C,209
857,2885,2024-02-25T02:24:11,B,80
858,2892,2025-10-01T13:13:37,A,73
859,2895,2023-10-12T23:22:50,A,86
860,2896,2022-08-18T10:53:52,C,22
861,2898,2021-05-13T03:25:09,A,250
862,2901,2023-12-09T17:27:38,A,2
863,2905,2022-11-27T02:21:54,A,49
864,2906,2022-12-20T15:31:18,A,10
865,2907,2023-12-18T12:00:50,B,233
866,2914,2025-06-21T13:13:52,B,161
867,2915,2021-07-16T03:13:48,A,221
868,2916,2023-12-01T06:18:41,B,270
869,2926,2024-08-18T20:12:19,B,198
870,2928,2021-07-09T00:53:32,C,15
871,2932,2022-06-21T04:54:05,B,229
872,2933,2022-03-29T14:23:11,B,257
873,2934,2024-03-31T22:52:39,A,66
874,2935,2021-12-23T04:11:52,B,104
875,2938,2026-01-26T00:33:09,B,110
876,2942,2025-04-20T18:21:49,A,20
877,2946,2025-06-02T02:43:39,A,240
878,2948,2023-02-28T08:41:10,C,146
879,2954,2024-09-30T15:19:18,B,86
880,2960,2023-01-12T16:08:34,C,95
881,2974,2024-08-02T05:09:42,C,27
882,2979,2025-10-28T20:00:21,B,10
883,2983,2026-06-05T12:51:46,B,129
884,2988,2025-08-10T09:58:36,B,109
885,2992,2021-06-19T08:33:49,A,60
886,2994,2025-05-12T06:07:55,B,32
887,2995,2022-07-19T19:12:08,C,123
888,2997,2025-05-03T09:29:18,C,57
889,2999,2025-03-23T23:52:33,B,279
890,3006,2024-01-19T23:29:33,A,119
891,3010,2024-02-15T10:13:47,A,211
892,3017,2023-07-15T09:09:50,A,160
893,3018,2021-06-02T22:26:30,A,44
894,3019,2023-11-24T01:37:46,B,264
895,3020,2025-01-28T22:46:21,B,20
896,3021,2021-09-18T08:33:22,B,115
897,3033,2023-10-26T21:10:16,B,119
898,3036,2024-07-07T15:22:08,C,205
899,3037,2024-03-08T02:40:05,C,223
900,3042,2021-07-23T16:20:26,B,112
901,3049,2025-06-14T07:05:07,B,204
902,3053,2025-02-20T16:28:29,C,260
903,3056,2022-08-07T01:15:51,A,240
904,3058,2022-02-03T20:46:12,A,147
905,3059,2025-04-19T09:24:28,B,145
906,3060,2024-02-09T01:53:08,C,260
907,3066,2022-07-24T19:06:41,B,173
908,3068,2023-03-31T07:01:12,B,209
909,3069,2022-09-12T01:49:39,B,42
910,3070,2024-08-17T00:19:37,A,54
911,3071,2025-09-18T22:17:41,C,26
912,3073,2024-02-24T18:01:43,A,63
913,3077,2021-11-06T20:02:41,A,137
914,3079,2024-09-15T13:58:17,C,177
915,3080,2021-02-13T14:17:41,B,197
916,3085,2022-04-15T00:54:58,B,100
917,3093,2025-10-15T23:37:57,B,228
918,3094,2023-03-09T09:40:11,B,42
919,3096,2022-12-16T02:43:04,A,21
920,3102,2026-06-15T10:31:08,A,6
921,3108,2023-09-03T17:27:47,B,48
922,3115,2024-06-05T12:15:12,A,161
923,3116,2026-04-29T22:14:57,A,144
924,3118,2021-03-03T23:54:09,A,113
925,3120,2022-11-25T08:15:28,B,19
926,3122,2026-02-08T20:41:46,B,66
927,3128,2023-11-13T16:31:39,B,120
928,3132,2021-07-15T10:41:51,B,261
929,3134,2025-01-25T07:10:01,A,69
930,3139,2026-07-17T02:47:08,A,31
931,3145,2023-04-23T15:03:35,B,74
932,3150,2022-03-11T18:47:06,A,26
933,3153,2025-09-24T01:31:07,C,175
934,3154,2021-07-20T04:33:32,C,160
935,3155,2023-06-06T18:08:32,C,247
936,3160,2023-02-22T12:05:30,B,153
937,3162,2022-06-30T06:51:08,C,15
938,3165,2024-12-24T13:34:30,A,81
939,3166,2023-02-07T22:00:19,C,25
940,3168,2023-09-05T17:31:35,A,249
941,3170,2021-09-26T13:39:43,C,212
942,3175,2023-01-14T23:19:50,A,120
943,3183,2022-08-08T22:49:45,C,83
944,3184,2021-06-11T05:19:19,B,210
945,3186,2023-11-14T17:28:31,A,75
946,3187,2024-08-09T01:15:19,B,12
947,3189,2024-06-01T20:50:49,A,92
948,3192,2024-05-20T10:31:06,A,75
949,3194,2024-04-06T20:18:15,A,272
950,3195,2021-03-16T22:00:33,A,265
951,3197,2023-05-21T19:45:20,B,61
952,3200,2023-01-08T10:14:05,B,84
953,3205,2026-05-02T13:24:26,B,115
954,3208,2023-11-11T15:50:49,C,82
955,3211,2024-03-29T12:28:15,B,95
956,3218,2026-06-17T21:32:32,B,66
957,3223,2024-01-29T10:12:22,A,132
958,3225,2023-03-17T21:44:44,A,216
959,3231,2024-07-12T03:13:55,B,88
960,3233,2026-09-20T15:17:57,B,192
961,3235,2023-01-25T19:04:09,A,147
962,3238,2026-06-08T18:33:14,C,101
963,3246,2025-01-15T22:04:39,B,146
964,3247,2022-11-28T05:57:33,A,171
965,3250,2025-02-25T12:18:58,C,56
966,3251,2026-02-17T10:37:10,C,218
967,3252,2025-05-16T07:07:39,A,25
968,3253,2026-02-09T02:51:25,A,52
969,3258,2025-01-31T22:18:04,C,122
970,3264,2023-01-17T22:09:29,A,121
971,3265,2021-03-19T01:23:27,B,8
972,3270,2021-09-01T03:02:43,A,48
973,3271,2023-03-11T15:07:42,B,85
974,3281,2022-03-23T03:54:15,A,235
975,3289,2023-03-03T07:26:44,A,2
976,3293,2021-12-03T05:17:29,A,92
977,3296,2026-06-21T01:09:22,B,85
978,3297,2021-07-28T05:51:25,B,86
979,3298,2024-07-02T04:07:31,B,5
980,3306,2025-06-29T19:44:13,C,184
981,3309,2023-05-05T07:21:44,C,103
982,3310,2025-06-06T18:54:42,C,37
983,3314,2023-04-13T13:31:52,C,232
984,3316,2022-11-10T22:29:14,B,66
985,3318,2023-08-06T12:46:37,A,171
986,3321,2022-12-04T09:58:58,B,192
987,3323,2022-05-22T07:31:21,C,92
988,3326,2026-01-18T08:48:33,A,239
989,3329,2022-04-25T22:02:06,B,136
990,3330,2022-08-10T05:42:22,C,78
991,3335,2023-09-18T19:32:02,B,31
992,3338,2024-09-04T18:13:09,C,199
993,3339,2023-07-14T20:09:34,B,54
994,3342,2025-10-12T08:40:46,C,211
995,3344,2022-11-15T19:33:01,C,197
996,3350,2021-09-18T13:45:40,C,106
997,3355,2021-05-14T17:55:51,B,198
998,3363,2021-06-30T02:49:58,C,243
999,3367,2023-08-15T16:33:59,A,248
1000,3368,2023-07-17T21:50:54,C,163
1001,3371,2024-07-22T19:09:47,B,125
1002,3376,2021-05-17T04:07:37,B,78
1003,3378,2024-01-24T14:03:15,B,16
1004,3383,2023-01-05T15:11:43,B,178
1005,3384,2023-03-06T23:00:25,C,3
1006,3390,2022-07-06T05:49:05,B,214
1007,3392,2025-03-30T07:18:12,A,148
1008,3395,2024-04-21T01:55:50,C,34
1009,3400,2024-07-31T18:18:14,C,189
1010,3404,2021-05-03T05:54:08,B,122
1011,3406,2024-12-12T17:41:48,A,190
1012,3407,2026-04-01T05:14:24,A,58
1013,3412,2026-05-21T08:36:04,A,257
1014,3436,2024-11-04T09:18:30,B,277
1015,3438,2022-06-30T09:32:15,A,69
1016,3444,2026-07-27T04:39:01,C,123
1017,3445,2023-09-06T23:27:40,C,241
1018,3451,2023-04-15T05:07:46,C,227
1019,3452,2024-05-26T10:44:20,C,145
1020,3456,2025-07-15T18:29:49,C,186
1021,3458,2021-02-14T15:30:00,A,226
1022,3464,2026-03-05T23:16:24,A,238
1023,3470,2023-07-05T17:50:29,C,168
1024,3474,2024-09-01T21:59:21,B,201
1025,3477,2022-07-28T06:10:58,C,152
1026,3479,2021-12-09T22:28:52,A,9
1027,3482,2023-04-30T21:58:19,C,212
1028,3485,2022-05-08T05:43:04,C,77
1029,3490,2022-05-11T06:53:23,C,70
1030,3491,2024-04-22T19:50:47,A,83
1031,3494,2025-03-13T04:31:29,B,139
1032,3498,2026-07-25T16:59:18,C,252
1033,3502,2022-11-15T14:03:49,B,230
1034,3503,2023-03-17T16:33:04,A,122
1035,3504,2026-06-14T12:59:40,C,101
1036,3505,2024-06-02T05:15:50,C,158
1037,3510,2023-09-20T22:06:33,A,90
1038,3512,2026-09-04T09:45:07,C,33
1039,3513,2021-07-09T00:27:49,B,202
1040,3517,2023-12-09T04:05:11,B,165
1041,3518,2021-04-30T01:24:07,C,68
1042,3523,2022-06-27T07:39:25,A,206
1043,3524,2025-06-26T18:31:27,C,132
1044,3525,2023-03-07T11:29:37,C,179
1045,3530,2025-12-23T20:17:52,A,216
1046,3533,2025-08-12T19:36:44,A,248
1047,3534,2023-11-25T13:10:35,B,256
1048,3537,2022-06-16T07:05:54,A,150
1049,3545,2021-07-26T00:03:15,A,5
1050,3547,2023-04-10T08:02:57,B,70
1051,3550,2025-12-26T22:20:34,A,198
1052,3556,2024-11-08T18:13:33,A,20
1053,3557,2025-01-18T22:28:13,A,277
1054,3561,2023-10-19T22:06:58,C,132
1055,3563,2022-02-22T07:27:36,B,111
1056,3565,2024-11-26T07:21:32,B,249
1057,3567,2021-09-26T19:20:59,C,43
1058,3568,2025-10-25T10:40:25,C,178
1059,3570,2023-08-23T23:52:29,C,210
1060,3573,2026-01-23T00:37:08,A,189
1061,3575,2024-06-17T08:52:32,A,228
1062,3576,2022-03-08T07:42:08,B,113
1063,3581,2022-03-08T06:12:55,B,85
1064,3582,2022-05-12T04:56:27,B,45
1065,3583,2026-07-16T04:20:43,A,209
1066,3588,2026-01-14T12:48:42,C,10
1067,3589,2024-01-19T09:15:33,C,195
1068,3590,2023-05-22T00:48:46,A,136
1069,3598,2022-10-15T15:40:18,B,121
1070,3603,2024-03-28T14:17:45,A,100
1071,3607,2026-06-04T04:03:17,A,147
1072,3608,2022-01-24T15:43:19,A,103
1073,3609,2025-03-30T09:35:48,C,115
1074,3610,2026-01-16T14:01:32,A,77
1075,3612,2021-08-11T08:36:46,C,63
1076,3613,2026-01-17T02:04:34,B,97
1077,3615,2025-05-20T23:17:12,B,50
1078,3617,2024-03-20T13:47:21,A,248
1079,3618,2022-06-15T00:58:31,B,111
1080,3629,2022-03-23T15:43:44,A,23
1081,3630,2024-09-06T07:20:02,C,169
1082,3636,2021-07-28T06:51:01,B,185
1083,3638,2024-02-01T18:12:44,B,125
1084,3641,2021-08-17T13:08:33,A,113
1085,3645,2025-12-27T12:42:52,B,165
1086,3649,2021-03-15T05:47:57,A,2
1087,3651,2025-05-17T14:55:44,C,225
1088,3652,2022-11-07T13:38:44,B,42
1089,3657,2023-10-27T10:45:30,C,68
1090,3661,2024-12-02T03:01:11,B,226
1091,3662,2023-09-27T20:25:38,B,25
1092,3665,2022-09-25T17:03:30,C,83
1093,3666,2023-11-19T00:44:06,A,255
1094,3668,2021-04-12T01:48:15,A,205
1095,3671,2021-09-25T23:53:52,B,80
1096,3678,2025-12-26T05:13:18,A,35
1097,3679,2024-03-07T18:46:51,A,70
1098,3685,2024-12-03T18:34:53,B,25
1099,3692,2025-07-31T09:55:34,C,240
1100,3696,2025-09-03T07:51:18,C,25
1101,3697,2023-12-29T04:28:59,B,25
1102,3698,2024-10-04T06:32:56,C,27
1103,3699,2021-07-14T01:02:30,B,145
1104,3704,2026-07-11T10:44:25,C,281
1105,3707,2021-10-04T00:30:05,B,226
1106,3709,2025-08-04T21:23:28,C,127
1107,3712,2023-10-15T07:11:12,C,209
1108,3714,2022-02-05T11:08:44,C,99
1109,3715,2026-05-02T20:56:56,C,237
1110,3719,2024-04-03T18:01:19,C,256
1111,3723,2026-06-06T20:58:51,C,261
1112,3726,2026-03-09T20:46:55,C,275
1113,3735,2022-05-07T00:18:30,A,21
1114,3738,2026-05-11T08:47:19,C,26
1115,3740,2022-08-16T15:41:49,A,59
1116,3749,2023-04-02T10:38:59,A,61
1117,3751,2026-06-05T05:40:05,C,229
1118,3754,2023-11-10T17:04:13,C,184
1119,3756,2021-04-02T00:20:31,A,113
1120,3757,2021-09-12T06:41:04,B,75
1121,3758,2023-09-12T05:58:19,C,195
1122,3759,2026-07-30T04:45:55,B,237
1123,3763,2026-04-26T15:12:37,A,127
1124,3764,2022-08-15T17:07:13,C,162
1125,3766,2024-10-10T04:05:18,A,112
1126,3767,2022-11-15T19:56:25,A,185
1127,3770,2023-05-23T02:52:56,B,108
1128,3771,2021-06-28T20:06:20,A,69
1129,3777,2024-03-17T03:30:17,C,94
1130,3779,2026-02-16T03:19:13,C,265
1131,3781,2021-06-30T08:06:39,C,174
1132,3789,2022-10-10T02:58:51,C,249
1133,3792,2022-12-03T11:41:07,B,2
1134,3796,2025-08-21T04:08:06,B,146
1135,3797,2024-12-15T16:12:45,B,236
1136,3802,2023-11-07T22:18:22,B,12
1137,3816,2025-11-02T08:20:58,B,1
1138,3818,2022-09-15T05:20:24,C,279
1139,3822,2022-11-30T06:37:16,C,67
1140,3823,2023-07-29T12:28:39,B,143
1141,3825,2024-10-14T00:02:42,A,153
1142,3832,2021-05-31T16:01:35,B,80
1143,3834,2026-02-17T15:11:24,B,113
1144,3839,2021-06-02T06:32:45,C,173
1145,3843,2021-12-16T14:52:08,A,57
1146,3845,2025-05-16T16:10:09,B,257
1147,3854,2021-09-21T07:06:03,C,23
1148,3855,2025-02-08T07:03:24,B,158
1149,3857,2021-08-20T07:06:51,B,166
1150,3859,2025-06-05T02:10:06,A,208
1151,3860,2021-05-08T16:16:31,C,40
1152,3861,2021-10-02T02:03:23,A,269
1153,3862,2022-01-31T01:00:44,A,226
1154,3869,2023-06-27T22:12:57,B,210
1155,3872,2022-10-23T18:29:51,A,26
1156,3877,2023-01-31T13:03:14,A,153
1157,3880,2026-02-09T15:56:50,B,81
1158,3881,2024-03-14T23:02:59,C,247
1159,3882,2022-12-15T17:14:53,B,182
1160,3883,2025-10-21T05:42:33,A,95
1161,3885,2022-01-11T09:27:31,A,190
1162,3886,2025-08-14T01:13:06,C,7
1163,3889,2024-09-13T15:42:47,C,83
1164,3890,2023-12-08T05:55:20,A,188
1165,3891,2023-01-07T18:37:08,B,129
1166,3892,2024-01-21T13:37:08,A,52
1167,3899,2021-04-26T14:39:01,C,193
1168,3901,2021-07-23T11:07:07,A,199
1169,3902,2024-06-23T08:10:35,C,205
1170,3909,2023-04-13T22:28:48,A,30
1171,3912,2025-10-12T06:24:37,B,264
1172,3916,2021-10-12T07:33:38,A,101
1173,3919,2021-05-11T16:06:19,C,204
1174,3920,2024-10-29T17:25:07,B,1
1175,3923,2021-06-01T17:15:49,B,44
1176,3924,2025-01-30T12:04:57,C,174
1177,3935,2023-12-21T06:59:27,A,30
1178,3937,2026-03-30T00:19:21,C,68
1179,3945,2023-03-25T11:10:02,A,133
1180,3947,2024-07-13T04:21:21,C,35
1181,3950,2024-07-17T18:49:19,A,158
1182,3952,2023-03-08T08:12:06,C,147
1183,3959,2024-06-23T04:42:51,B,160
1184,3961,2024-10-29T19:41:05,A,250
1185,3966,2026-02-21T04:14:33,A,56
1186,3971,2023-09-18T17:39:57,C,88
1187,3973,2026-08-19T05:56:37,A,53
1188,3977,2023-05-22T02:12:03,B,44
1189,3978,2022-08-28T18:51:18,C,55
1190,3980,2024-09-17T23:40:28,B,113
1191,3982,2022-04-15T07:48:14,A,226
1192,3984,2026-05-23T18:08:06,A,69
1193,3986,2024-05-12T21:01:06,A,212
1194,3988,2023-07-16T02:48:10,C,212
1195,3989,2023-08-13T08:31:56,B,18
1196,3990,2021-06-28T21:51:18,A,128
1197,3992,2022-02-22T09:29:58,A,142
1198,3997,2026-09-20T09:39:45,B,2
1199,3998,2024-02-05T21:35:04,B,193
1200,4000,2025-06-12T12:55:31,B,53
1201,4001,2024-10-28T09:17:37,C,205
1202,4002,2022-09-11T07:19:11,C,109
1203,4003,2021-07-30T04:36:03,B,2
1204,4004,2025-12-25T01:39:19,C,155
1205,4009,2022-10-04T06:56:01,B,182
1206,4010,2022-11-02T08:02:02,B,200
1207,4012,2026-06-24T12:42:36,C,128
1208,4017,2021-12-14T16:09:01,C,10
1209,4022,2022-10-03T15:44:06,C,7
1210,4034,2025-10-05T00:21:36,B,200
1211,4035,2023-02-06T23:20:52,B,30
1212,4040,2021-03-05T17:48:09,A,247
1213,4042,2025-07-22T20:49:51,B,39
1214,4043,2025-12-10T04:53:39,B,249
1215,4045,2023-08-17T07:18:16,C,236
1216,4047,2025-09-04T05:48:50,B,1
1217,4050,2023-08-16T00:58:58,B,249
1218,4051,2026-04-28T11:56:01,B,218
1219,4052,2022-07-07T01:42:04,A,67
1220,4054,2024-05-08T09:57:07,A,93
1221,4061,2025-04-23T12:25:45,B,80
1222,4062,2023-04-15T18:53:23,A,68
1223,4065,2022-08-31T15:49:57,B,251
1224,4080,2022-08-11T16:35:34,A,4
1225,4084,2026-03-27T02:10:39,B,187
1226,4086,2026-07-26T15:40:06,A,34
1227,4089,2022-03-31T10:42:53,C,196
1228,4099,2026-06-15T19:23:41,A,103
1229,4107,2026-02-21T09:33:09,B,40
1230,4109,2026-05-04T15:33:22,A,211
1231,4114,2022-11-16T04:24:20,C,143
1232,4117,2022-03-13T06:26:36,B,139
1233,4121,2023-11-16T13:30:02,C,71
1234,4124,2025-08-31T16:16:19,A,38
1235,4126,2026-06-11T19:25:31,C,13
1236,4130,2025-08-22T11:43:23,B,68
1237,4131,2025-09-16T18:08:55,C,153
1238,4132,2022-08-10T10:50:13,A,240
1239,4141,2026-03-15T04:31:12,B,188
1240,4143,2021-07-20T04:33:42,A,85
1241,4144,2021-10-04T12:35:06,C,197
1242,4148,2025-02-27T07:06:05,B,101
1243,4153,2022-12-14T17:59:02,C,191
1244,4157,2023-02-19T15:57:30,A,165
1245,4158,2021-12-29T14:23:22,C,12
1246,4165,2026-04-28T00:07:38,C,230
1247,4167,2023-09-05T22:46:14,A,57
1248,4171,2021-09-26T01:48:28,C,249
1249,4180,2023-10-16T11:45:11,A,60
1250,4183,2021-11-10T14:22:10,A,175
1251,4186,2025-08-30T15:10:26,B,203
1252,4191,2025-09-01T18:30:48,C,75
1253,4194,2023-12-07T16:47:40,B,253
1254,4196,2024-05-06T23:39:17,A,229
1255,4199,2022-02-08T09:45:42,C,155
1256,4202,2024-10-22T17:12:00,A,238
1257,4203,2023-10-25T07:20:32,B,109
1258,4206,2026-08-05T06:19:04,A,5
1259,4207,2025-07-24T17:48:22,A,156
1260,4211,2023-10-26T22:14:41,A,134
1261,4212,2021-12-29T14:50:27,A,33
1262,4213,2023-08-24T08:55:37,B,36
1263,4222,2022-02-13T23:19:54,C,172
1264,4226,2023-12-25T03:37:41,C,2
1265,4230,2025-11-18T00:10:17,B,21
1266,4231,2023-02-07T18:38:02,A,122
1267,4236,2022-01-07T19:20:34,A,117
1268,4238,2021-12-12T07:55:04,C,57
1269,4240,2025-10-10T06:19:56,B,58
