CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,BriefFacts
1094,100130693202100203,202100203,2021-08-04,271,11,1,2,2,3,1,17,"On 02-08-2021, a case of Cryptocurrency Crime was reported at Dharwad Rural PS, Dharwad district. Investigation taken up under IT Act."
1095,100220611202500202,202500202,2025-03-04,91,50,1,1,1,2,3,23,"On 04-03-2025, a case of Murder was reported at Devaraja PS, Mysuru district. Investigation taken up under IPC."
1096,100190539202300211,202300211,2023-09-13,5,5,1,2,2,4,1,20,"On 12-09-2023, a case of Cyber Crime was reported at Kolar Town PS, Kolar district. Investigation taken up under IT Act."
1097,100250512202300212,202300212,2023-12-28,137,63,1,1,3,6,4,26,"On 26-12-2023, a case of Money Laundering was reported at Shivamogga Rural PS, Shivamogga district. Investigation taken up under PMLA."
1098,100290838202600110,202600110,2026-06-19,228,14,1,2,2,4,2,30,"On 18-06-2026, a case of Cyber Crime was reported at Vijayanagara Town PS, Vijayanagara district. Investigation taken up under IT Act."
1099,300150739202200193,202200193,2022-11-23,198,58,3,1,4,7,1,15,"On 23-11-2022, a case of Drug Offence was reported at Hassan Rural PS, Hassan district. Investigation taken up under NDPS."
1100,100260209202300213,202300213,2023-03-27,224,34,1,1,2,5,3,27,"On 25-03-2023, a case of Dark Web Crime was reported at Tumakuru Town PS, Tumakuru district. Investigation taken up under IT Act."
1101,100090807202200194,202200194,2022-05-12,89,54,1,2,2,4,3,17,"On 11-05-2022, a case of Cyber Crime was reported at Chikkamagaluru Town PS, Chikkamagaluru district. Investigation taken up under IT Act."
1102,100050554202100204,202100204,2021-03-31,106,49,1,2,2,4,1,5,"On 29-03-2021, a case of Cyber Crime was reported at Indiranagar PS, Bengaluru Urban district. Investigation taken up under IT Act."
1103,100060803202300214,202300214,2023-04-06,132,47,1,2,2,4,1,6,"On 04-04-2023, a case of Cyber Crime was reported at Bidar Rural PS, Bidar district. Investigation taken up under IT Act."
1104,200210438202200195,202200195,2022-04-16,209,1,2,1,1,1,1,22,"On 16-04-2022, a case of Kidnapping was reported at Mandya Town PS, Mandya district. Investigation taken up under IPC."
1105,100150739202300215,202300215,2023-08-31,198,58,1,2,2,4,1,17,"On 31-08-2023, a case of Cyber Crime was reported at Hassan Rural PS, Hassan district. Investigation taken up under IT Act."
1106,100180644202500203,202500203,2025-05-02,189,46,1,1,2,5,3,17,"On 02-05-2025, a case of Dark Web Crime was reported at Kodagu Rural PS, Kodagu district. Investigation taken up under IT Act."
1107,100270812202300216,202300216,2023-03-10,53,3,1,2,2,4,3,28,"On 09-03-2023, a case of Cyber Crime was reported at Udupi Town PS, Udupi district. Investigation taken up under IT Act."
1108,100070898202200196,202200196,2022-03-19,213,7,1,2,2,3,3,7,"On 17-03-2022, a case of Cryptocurrency Crime was reported at Chamarajanagar Rural PS, Chamarajanagar district. Investigation taken up under IT Act."
1109,100040121202500204,202500204,2025-01-01,58,42,1,1,2,5,1,4,"On 01-01-2025, a case of Dark Web Crime was reported at Bengaluru Rural Town PS, Bengaluru Rural district. Investigation taken up under IT Act."
1110,100040121202500205,202500205,2025-07-27,102,42,1,1,3,6,4,4,"On 27-07-2025, a case of Money Laundering was reported at Bengaluru Rural Town PS, Bengaluru Rural district. Investigation taken up under PMLA."
1111,100140846202200197,202200197,2022-10-28,87,6,1,1,2,5,2,14,"On 27-10-2022, a case of Dark Web Crime was reported at Gadag Rural PS, Gadag district. Investigation taken up under IT Act."
1112,100190539202100205,202100205,2021-04-12,5,5,1,2,2,4,4,17,"On 12-04-2021, a case of Cyber Crime was reported at Kolar Town PS, Kolar district. Investigation taken up under IT Act."
1113,200310672202600111,202600111,2026-03-06,25,23,2,2,2,4,4,32,"On 04-03-2026, a case of Cyber Crime was reported at Yadgir Town PS, Yadgir district. Investigation taken up under IT Act."
1114,100040121202500206,202500206,2025-06-29,200,42,1,1,2,5,1,17,"On 28-06-2025, a case of Dark Web Crime was reported at Bengaluru Rural Town PS, Bengaluru Rural district. Investigation taken up under IT Act."
1115,100010440202500207,202500207,2025-06-02,162,59,1,2,2,4,3,1,"On 01-06-2025, a case of Cyber Crime was reported at Bagalkot Town PS, Bagalkot district. Investigation taken up under IT Act."
1116,100260209202500208,202500208,2025-12-07,224,34,1,2,5,8,1,27,"On 06-12-2025, a case of Theft was reported at Tumakuru Town PS, Tumakuru district. Investigation taken up under IPC."
1117,100180644202500209,202500209,2025-08-16,212,46,1,2,2,3,4,19,"On 16-08-2025, a case of Cryptocurrency Crime was reported at Kodagu Rural PS, Kodagu district. Investigation taken up under IT Act."
1118,100270523202300217,202300217,2023-02-14,10,10,1,2,2,4,4,28,"On 13-02-2023, a case of Cyber Crime was reported at Udupi Rural PS, Udupi district. Investigation taken up under IT Act."
1119,300200781202300218,202300218,2023-10-22,275,53,3,2,2,3,1,21,"On 22-10-2023, a case of Cryptocurrency Crime was reported at Koppal Rural PS, Koppal district. Investigation taken up under IT Act."
1120,100310477202500210,202500210,2025-12-14,123,20,1,2,2,3,1,32,"On 14-12-2025, a case of Cryptocurrency Crime was reported at Yadgir Rural PS, Yadgir district. Investigation taken up under IT Act."
1121,100080382202300219,202300219,2023-06-18,13,13,1,2,2,3,3,8,"On 17-06-2023, a case of Cryptocurrency Crime was reported at Chikkaballapur Rural PS, Chikkaballapur district. Investigation taken up under IT Act."
1122,100310672202400180,202400180,2024-11-12,25,23,1,2,2,3,3,32,"On 12-11-2024, a case of Cryptocurrency Crime was reported at Yadgir Town PS, Yadgir district. Investigation taken up under IT Act."
1123,100100522202100206,202100206,2021-04-10,19,18,1,2,2,4,3,10,"On 09-04-2021, a case of Cyber Crime was reported at Chitradurga Rural PS, Chitradurga district. Investigation taken up under IT Act."
1124,100290838202600112,202600112,2026-05-03,15,14,1,1,4,7,3,30,"On 03-05-2026, a case of Drug Offence was reported at Vijayanagara Town PS, Vijayanagara district. Investigation taken up under NDPS."
1125,100130485202200198,202200198,2022-07-08,229,45,1,2,2,3,2,13,"On 07-07-2022, a case of Cryptocurrency Crime was reported at Dharwad Town PS, Dharwad district. Investigation taken up under IT Act."
1126,100010796202600113,202600113,2026-05-01,30,28,1,1,3,6,1,17,"On 29-04-2026, a case of Money Laundering was reported at Bagalkot Rural PS, Bagalkot district. Investigation taken up under PMLA."
1127,100220389202200199,202200199,2022-07-25,118,57,1,2,2,4,1,23,"On 24-07-2022, a case of Cyber Crime was reported at Krishnaraja PS, Mysuru district. Investigation taken up under IT Act."
1128,100170489202500211,202500211,2025-01-10,199,22,1,2,2,4,3,18,"On 10-01-2025, a case of Cyber Crime was reported at Kalaburagi Rural PS, Kalaburagi district. Investigation taken up under IT Act."
1129,100180260202200200,202200200,2022-04-15,237,15,1,2,2,4,1,19,"On 14-04-2022, a case of Cyber Crime was reported at Kodagu Town PS, Kodagu district. Investigation taken up under IT Act."
1130,100230673202500212,202500212,2025-08-26,231,16,1,2,2,3,3,24,"On 26-08-2025, a case of Cryptocurrency Crime was reported at Raichur Rural PS, Raichur district. Investigation taken up under IT Act."
1131,100130693202300220,202300220,2023-12-16,120,11,1,1,2,5,3,17,"On 16-12-2023, a case of Dark Web Crime was reported at Dharwad Rural PS, Dharwad district. Investigation taken up under IT Act."
1132,100270812202200201,202200201,2022-03-20,53,3,1,1,3,6,1,28,"On 19-03-2022, a case of Money Laundering was reported at Udupi Town PS, Udupi district. Investigation taken up under PMLA."
1133,100020891202300221,202300221,2023-07-15,4,4,1,2,2,4,3,2,"On 15-07-2023, a case of Cyber Crime was reported at Ballari Town PS, Ballari district. Investigation taken up under IT Act."
1134,100040173202400181,202400181,2024-01-10,42,2,1,2,2,4,2,4,"On 08-01-2024, a case of Cyber Crime was reported at Bengaluru Rural Rural PS, Bengaluru Rural district. Investigation taken up under IT Act."
1135,300150739202100207,202100207,2021-01-30,100,58,3,2,2,4,3,15,"On 30-01-2021, a case of Cyber Crime was reported at Hassan Rural PS, Hassan district. Investigation taken up under IT Act."
1136,100220538202500213,202500213,2025-01-06,139,21,1,2,2,3,4,23,"On 05-01-2025, a case of Cryptocurrency Crime was reported at Saraswathipuram PS, Mysuru district. Investigation taken up under IT Act."
1137,200040173202200202,202200202,2022-02-10,42,2,2,2,2,4,4,4,"On 08-02-2022, a case of Cyber Crime was reported at Bengaluru Rural Rural PS, Bengaluru Rural district. Investigation taken up under IT Act."
1138,100110609202400182,202400182,2024-10-23,257,71,1,2,2,4,3,11,"On 22-10-2024, a case of Cyber Crime was reported at Mangaluru South PS, Dakshina Kannada district. Investigation taken up under IT Act."
1139,100150229202200203,202200203,2022-06-12,117,44,1,2,2,3,4,15,"On 12-06-2022, a case of Cryptocurrency Crime was reported at Hassan Town PS, Hassan district. Investigation taken up under IT Act."
1140,100260152202400183,202400183,2024-04-04,48,38,1,1,3,6,1,27,"On 03-04-2024, a case of Money Laundering was reported at Tumakuru Rural PS, Tumakuru district. Investigation taken up under PMLA."
1141,100020891202300222,202300222,2023-07-16,67,4,1,1,2,5,3,17,"On 16-07-2023, a case of Dark Web Crime was reported at Ballari Town PS, Ballari district. Investigation taken up under IT Act."
1142,100100777202100208,202100208,2021-12-18,262,9,1,2,2,4,3,10,"On 16-12-2021, a case of Cyber Crime was reported at Chitradurga Town PS, Chitradurga district. Investigation taken up under IT Act."
1143,100280138202200204,202200204,2022-04-04,148,32,1,2,2,4,3,29,"On 03-04-2022, a case of Cyber Crime was reported at Uttara Kannada Town PS, Uttara Kannada district. Investigation taken up under IT Act."
1144,200200781202300223,202300223,2023-08-21,232,53,2,1,1,2,3,17,"On 21-08-2023, a case of Murder was reported at Koppal Rural PS, Koppal district. Investigation taken up under IPC."
1145,100050278202400184,202400184,2024-10-28,55,41,1,2,5,8,3,5,"On 27-10-2024, a case of Theft was reported at Cubbon Park PS, Bengaluru Urban district. Investigation taken up under IPC."
1146,100060763202100209,202100209,2021-03-01,116,43,1,2,5,8,3,6,"On 28-02-2021, a case of Theft was reported at Bidar Town PS, Bidar district. Investigation taken up under IPC."
1147,200030178202100210,202100210,2021-03-27,248,40,2,1,2,5,4,3,"On 26-03-2021, a case of Dark Web Crime was reported at Tilakwadi PS, Belagavi district. Investigation taken up under IT Act."
1148,100240725202100211,202100211,2021-11-01,146,64,1,1,3,6,2,25,"On 31-10-2021, a case of Money Laundering was reported at Ramanagara Town PS, Ramanagara district. Investigation taken up under PMLA."
1149,100280205202200205,202200205,2022-07-17,202,35,1,2,2,4,1,29,"On 17-07-2022, a case of Cyber Crime was reported at Uttara Kannada Rural PS, Uttara Kannada district. Investigation taken up under IT Act."
1150,200140846202100212,202100212,2021-02-03,87,6,2,1,2,5,1,17,"On 01-02-2021, a case of Dark Web Crime was reported at Gadag Rural PS, Gadag district. Investigation taken up under IT Act."
1151,100290838202500214,202500214,2025-05-27,164,14,1,1,4,7,1,30,"On 26-05-2025, a case of Drug Offence was reported at Vijayanagara Town PS, Vijayanagara district. Investigation taken up under NDPS."
1152,300140936202600114,202600114,2026-01-28,34,29,3,1,1,2,2,14,"On 27-01-2026, a case of Murder was reported at Gadag Town PS, Gadag district. Investigation taken up under IPC."
1153,100160489202300224,202300224,2023-11-20,20,17,1,2,2,3,1,17,"On 20-11-2023, a case of Cryptocurrency Crime was reported at Haveri Rural PS, Haveri district. Investigation taken up under IT Act."
1154,100020891202600115,202600115,2026-06-24,4,4,1,2,2,3,3,2,"On 23-06-2026, a case of Cryptocurrency Crime was reported at Ballari Town PS, Ballari district. Investigation taken up under IT Act."
1155,100100522202400185,202400185,2024-06-11,59,18,1,2,2,4,3,17,"On 09-06-2024, a case of Cyber Crime was reported at Chitradurga Rural PS, Chitradurga district. Investigation taken up under IT Act."
1156,100310672202300225,202300225,2023-04-09,31,23,1,2,5,8,3,17,"On 07-04-2023, a case of Theft was reported at Yadgir Town PS, Yadgir district. Investigation taken up under IPC."
1157,200070186202400186,202400186,2024-07-09,264,70,2,2,2,4,3,7,"On 07-07-2024, a case of Cyber Crime was reported at Chamarajanagar Town PS, Chamarajanagar district. Investigation taken up under IT Act."
1158,100180260202400187,202400187,2024-05-21,237,15,1,1,4,7,3,19,"On 20-05-2024, a case of Drug Offence was reported at Kodagu Town PS, Kodagu district. Investigation taken up under NDPS."
1159,300160422202200206,202200206,2022-05-13,155,67,3,1,2,5,3,17,"On 13-05-2022, a case of Dark Web Crime was reported at Haveri Town PS, Haveri district. Investigation taken up under IT Act."
1160,100120527202500215,202500215,2025-03-02,186,30,1,1,1,1,1,12,"On 01-03-2025, a case of Kidnapping was reported at Davanagere Town PS, Davanagere district. Investigation taken up under IPC."
1161,100180260202500216,202500216,2025-10-22,237,15,1,2,2,4,3,17,"On 22-10-2025, a case of Cyber Crime was reported at Kodagu Town PS, Kodagu district. Investigation taken up under IT Act."
1162,100310672202200207,202200207,2022-10-03,31,23,1,1,1,1,3,32,"On 03-10-2022, a case of Kidnapping was reported at Yadgir Town PS, Yadgir district. Investigation taken up under IPC."
1163,100100522202100213,202100213,2021-04-15,59,18,1,2,2,3,1,10,"On 14-04-2021, a case of Cryptocurrency Crime was reported at Chitradurga Rural PS, Chitradurga district. Investigation taken up under IT Act."
1164,100300609202200208,202200208,2022-02-17,138,33,1,1,3,6,3,31,"On 15-02-2022, a case of Money Laundering was reported at Vijayapura Town PS, Vijayapura district. Investigation taken up under PMLA."
1165,100030872202100214,202100214,2021-06-29,150,55,1,2,2,4,1,3,"On 28-06-2021, a case of Cyber Crime was reported at Khadebazar PS, Belagavi district. Investigation taken up under IT Act."
1166,100250512202500217,202500217,2025-10-27,227,63,1,2,2,3,1,26,"On 26-10-2025, a case of Cryptocurrency Crime was reported at Shivamogga Rural PS, Shivamogga district. Investigation taken up under IT Act."
1167,200160489202500218,202500218,2025-05-01,188,17,2,2,2,4,3,17,"On 30-04-2025, a case of Cyber Crime was reported at Haveri Rural PS, Haveri district. Investigation taken up under IT Act."
1168,100290606202200209,202200209,2022-03-04,29,27,1,2,2,3,3,30,"On 03-03-2022, a case of Cryptocurrency Crime was reported at Vijayanagara Rural PS, Vijayanagara district. Investigation taken up under IT Act."
1169,300190539202300226,202300226,2023-01-09,178,5,3,2,5,8,4,20,"On 09-01-2023, a case of Theft was reported at Kolar Town PS, Kolar district. Investigation taken up under IPC."
1170,100170645202600116,202600116,2026-05-08,115,56,1,2,2,4,4,18,"On 07-05-2026, a case of Cyber Crime was reported at Kalaburagi Town PS, Kalaburagi district. Investigation taken up under IT Act."
1171,100290838202600117,202600117,2026-01-06,205,14,1,2,2,4,3,30,"On 04-01-2026, a case of Cyber Crime was reported at Vijayanagara Town PS, Vijayanagara district. Investigation taken up under IT Act."
1172,100090807202600118,202600118,2026-06-02,260,54,1,1,2,5,1,9,"On 01-06-2026, a case of Dark Web Crime was reported at Chikkamagaluru Town PS, Chikkamagaluru district. Investigation taken up under IT Act."
1173,100280205202100215,202100215,2021-09-08,41,35,1,2,2,4,3,29,"On 07-09-2021, a case of Cyber Crime was reported at Uttara Kannada Rural PS, Uttara Kannada district. Investigation taken up under IT Act."
1174,100060803202600119,202600119,2026-01-05,132,47,1,2,2,4,1,17,"On 04-01-2026, a case of Cyber Crime was reported at Bidar Rural PS, Bidar district. Investigation taken up under IT Act."
1175,100060803202200210,202200210,2022-02-23,132,47,1,1,2,5,3,6,"On 22-02-2022, a case of Dark Web Crime was reported at Bidar Rural PS, Bidar district. Investigation taken up under IT Act."
1176,300270523202100216,202100216,2021-02-28,122,10,3,1,3,6,3,17,"On 28-02-2021, a case of Money Laundering was reported at Udupi Rural PS, Udupi district. Investigation taken up under PMLA."
1177,100030872202100217,202100217,2021-01-19,94,55,1,2,2,4,2,3,"On 18-01-2021, a case of Cyber Crime was reported at Khadebazar PS, Belagavi district. Investigation taken up under IT Act."
1178,200270812202400188,202400188,2024-09-16,53,3,2,2,2,4,3,28,"On 16-09-2024, a case of Cyber Crime was reported at Udupi Town PS, Udupi district. Investigation taken up under IT Act."
1179,100080234202200211,202200211,2022-09-09,256,8,1,2,5,8,3,8,"On 08-09-2022, a case of Theft was reported at Chikkaballapur Town PS, Chikkaballapur district. Investigation taken up under IPC."
1180,100290606202200212,202200212,2022-09-04,47,27,1,2,2,3,1,30,"On 03-09-2022, a case of Cryptocurrency Crime was reported at Vijayanagara Rural PS, Vijayanagara district. Investigation taken up under IT Act."
1181,100290606202500219,202500219,2025-01-11,47,27,1,2,2,4,1,30,"On 10-01-2025, a case of Cyber Crime was reported at Vijayanagara Rural PS, Vijayanagara district. Investigation taken up under IT Act."
1182,100250512202200213,202200213,2022-11-13,236,63,1,2,2,4,4,26,"On 12-11-2022, a case of Cyber Crime was reported at Shivamogga Rural PS, Shivamogga district. Investigation taken up under IT Act."
1183,100060803202500220,202500220,2025-07-26,78,47,1,2,2,4,3,6,"On 24-07-2025, a case of Cyber Crime was reported at Bidar Rural PS, Bidar district. Investigation taken up under IT Act."
1184,100200781202500221,202500221,2025-04-07,232,53,1,2,2,4,2,21,"On 06-04-2025, a case of Cyber Crime was reported at Koppal Rural PS, Koppal district. Investigation taken up under IT Act."
1185,100260209202200214,202200214,2022-11-18,151,34,1,2,5,8,3,27,"On 16-11-2022, a case of Theft was reported at Tumakuru Town PS, Tumakuru district. Investigation taken up under IPC."
1186,100090807202100218,202100218,2021-06-11,143,54,1,1,4,7,3,9,"On 09-06-2021, a case of Drug Offence was reported at Chikkamagaluru Town PS, Chikkamagaluru district. Investigation taken up under NDPS."
1187,100260209202300227,202300227,2023-07-12,269,34,1,1,4,7,3,27,"On 12-07-2023, a case of Drug Offence was reported at Tumakuru Town PS, Tumakuru district. Investigation taken up under NDPS."
1188,100170489202100219,202100219,2021-05-09,199,22,1,2,2,3,4,18,"On 08-05-2021, a case of Cryptocurrency Crime was reported at Kalaburagi Rural PS, Kalaburagi district. Investigation taken up under IT Act."
1189,100230413202300228,202300228,2023-04-12,26,24,1,2,2,4,3,24,"On 10-04-2023, a case of Cyber Crime was reported at Raichur Town PS, Raichur district. Investigation taken up under IT Act."
1190,100140846202500222,202500222,2025-11-22,6,6,1,1,3,6,3,14,"On 21-11-2025, a case of Money Laundering was reported at Gadag Rural PS, Gadag district. Investigation taken up under PMLA."
1191,200010796202300229,202300229,2023-09-30,35,28,2,2,2,3,1,1,"On 30-09-2023, a case of Cryptocurrency Crime was reported at Bagalkot Rural PS, Bagalkot district. Investigation taken up under IT Act."
1192,100220538202400189,202400189,2024-06-19,139,21,1,2,2,4,4,23,"On 18-06-2024, a case of Cyber Crime was reported at Saraswathipuram PS, Mysuru district. Investigation taken up under IT Act."
1193,200190539202600120,202600120,2026-03-30,5,5,2,2,2,4,4,20,"On 28-03-2026, a case of Cyber Crime was reported at Kolar Town PS, Kolar district. Investigation taken up under IT Act."
1194,100150229202100220,202100220,2021-01-21,61,44,1,2,2,4,4,15,"On 19-01-2021, a case of Cyber Crime was reported at Hassan Town PS, Hassan district. Investigation taken up under IT Act."
1195,100080234202300230,202300230,2023-10-15,256,8,1,1,4,7,1,17,"On 13-10-2023, a case of Drug Offence was reported at Chikkaballapur Town PS, Chikkaballapur district. Investigation taken up under NDPS."
1196,100300393202100221,202100221,2021-06-19,226,26,1,2,2,3,4,31,"On 18-06-2021, a case of Cryptocurrency Crime was reported at Vijayapura Rural PS, Vijayapura district. Investigation taken up under IT Act."
1197,300300609202600121,202600121,2026-05-26,138,33,3,1,2,5,1,31,"On 24-05-2026, a case of Dark Web Crime was reported at Vijayapura Town PS, Vijayapura district. Investigation taken up under IT Act."
1198,300110153202400190,202400190,2024-10-26,246,52,3,1,2,5,1,11,"On 26-10-2024, a case of Dark Web Crime was reported at Mangaluru North PS, Dakshina Kannada district. Investigation taken up under IT Act."
1199,100130485202200215,202200215,2022-05-31,145,45,1,2,5,8,3,13,"On 30-05-2022, a case of Theft was reported at Dharwad Town PS, Dharwad district. Investigation taken up under IPC."
1200,200220999202600122,202600122,2026-06-18,258,36,2,2,2,3,3,23,"On 17-06-2026, a case of Cryptocurrency Crime was reported at Narasimharaja PS, Mysuru district. Investigation taken up under IT Act."
1201,300260152202400191,202400191,2024-05-02,103,38,3,1,2,5,3,17,"On 02-05-2024, a case of Dark Web Crime was reported at Tumakuru Rural PS, Tumakuru district. Investigation taken up under IT Act."
1202,100070898202400192,202400192,2024-04-01,7,7,1,2,2,4,1,7,"On 31-03-2024, a case of Cyber Crime was reported at Chamarajanagar Rural PS, Chamarajanagar district. Investigation taken up under IT Act."
1203,100120527202200216,202200216,2022-07-23,127,30,1,2,2,4,1,12,"On 22-07-2022, a case of Cyber Crime was reported at Davanagere Town PS, Davanagere district. Investigation taken up under IT Act."
1204,300170645202400193,202400193,2024-09-28,240,56,3,1,4,7,2,18,"On 27-09-2024, a case of Drug Offence was reported at Kalaburagi Town PS, Kalaburagi district. Investigation taken up under NDPS."
1205,100170645202400194,202400194,2024-01-02,95,56,1,1,2,5,1,18,"On 31-12-2023, a case of Dark Web Crime was reported at Kalaburagi Town PS, Kalaburagi district. Investigation taken up under IT Act."
1206,100130693202300231,202300231,2023-06-01,75,11,1,2,2,3,3,13,"On 01-06-2023, a case of Cryptocurrency Crime was reported at Dharwad Rural PS, Dharwad district. Investigation taken up under IT Act."
1207,300130693202100222,202100222,2021-08-16,75,11,3,1,2,5,1,13,"On 14-08-2021, a case of Dark Web Crime was reported at Dharwad Rural PS, Dharwad district. Investigation taken up under IT Act."
1208,100240993202500223,202500223,2025-09-25,12,12,1,2,5,8,1,25,"On 24-09-2025, a case of Theft was reported at Ramanagara Rural PS, Ramanagara district. Investigation taken up under IPC."
1209,100110609202500224,202500224,2025-06-29,207,71,1,2,2,3,1,11,"On 29-06-2025, a case of Cryptocurrency Crime was reported at Mangaluru South PS, Dakshina Kannada district. Investigation taken up under IT Act."
1210,100240725202200217,202200217,2022-12-06,190,64,1,2,2,3,3,17,"On 06-12-2022, a case of Cryptocurrency Crime was reported at Ramanagara Town PS, Ramanagara district. Investigation taken up under IT Act."
1211,200160422202600123,202600123,2026-01-13,155,67,2,1,2,5,1,16,"On 12-01-2026, a case of Dark Web Crime was reported at Haveri Town PS, Haveri district. Investigation taken up under IT Act."
1212,100080382202100223,202100223,2021-04-08,63,13,1,2,2,4,1,8,"On 07-04-2021, a case of Cyber Crime was reported at Chikkaballapur Rural PS, Chikkaballapur district. Investigation taken up under IT Act."
1213,100050603202500225,202500225,2025-01-13,129,60,1,1,2,5,1,17,"On 12-01-2025, a case of Dark Web Crime was reported at Halasuru PS, Bengaluru Urban district. Investigation taken up under IT Act."
1214,100260152202300232,202300232,2023-03-14,103,38,1,1,4,7,3,27,"On 12-03-2023, a case of Drug Offence was reported at Tumakuru Rural PS, Tumakuru district. Investigation taken up under NDPS."
1215,100160489202600124,202600124,2026-06-19,188,17,1,1,2,5,2,16,"On 19-06-2026, a case of Dark Web Crime was reported at Haveri Rural PS, Haveri district. Investigation taken up under IT Act."
1216,100200787202200218,202200218,2022-09-10,134,19,1,2,5,8,3,21,"On 09-09-2022, a case of Theft was reported at Koppal Town PS, Koppal district. Investigation taken up under IPC."
1217,100250861202100224,202100224,2021-07-25,170,69,1,2,2,3,1,26,"On 24-07-2021, a case of Cryptocurrency Crime was reported at Shivamogga Town PS, Shivamogga district. Investigation taken up under IT Act."
1218,100080234202600125,202600125,2026-01-17,196,8,1,2,2,3,3,8,"On 17-01-2026, a case of Cryptocurrency Crime was reported at Chikkaballapur Town PS, Chikkaballapur district. Investigation taken up under IT Act."
1219,100090582202400195,202400195,2024-02-12,180,25,1,2,2,4,3,9,"On 11-02-2024, a case of Cyber Crime was reported at Chikkamagaluru Rural PS, Chikkamagaluru district. Investigation taken up under IT Act."
1220,300110371202500226,202500226,2025-08-04,71,48,3,1,2,5,3,11,"On 04-08-2025, a case of Dark Web Crime was reported at Kadri PS, Dakshina Kannada district. Investigation taken up under IT Act."
1221,100220999202400196,202400196,2024-10-15,276,36,1,2,2,4,3,23,"On 13-10-2024, a case of Cyber Crime was reported at Narasimharaja PS, Mysuru district. Investigation taken up under IT Act."
1222,100300609202300233,202300233,2023-07-22,138,33,1,2,2,4,2,31,"On 22-07-2023, a case of Cyber Crime was reported at Vijayapura Town PS, Vijayapura district. Investigation taken up under IT Act."
1223,100180644202100225,202100225,2021-09-03,66,46,1,1,4,7,4,17,"On 03-09-2021, a case of Drug Offence was reported at Kodagu Rural PS, Kodagu district. Investigation taken up under NDPS."
1224,300040121202400197,202400197,2024-06-07,200,42,3,2,2,4,4,4,"On 06-06-2024, a case of Cyber Crime was reported at Bengaluru Rural Town PS, Bengaluru Rural district. Investigation taken up under IT Act."
1225,100160422202600126,202600126,2026-06-14,156,67,1,2,2,4,4,16,"On 14-06-2026, a case of Cyber Crime was reported at Haveri Town PS, Haveri district. Investigation taken up under IT Act."
1226,100140846202400198,202400198,2024-06-23,6,6,1,2,2,4,3,14,"On 22-06-2024, a case of Cyber Crime was reported at Gadag Rural PS, Gadag district. Investigation taken up under IT Act."
1227,200180644202200219,202200219,2022-11-04,189,46,2,2,2,4,3,17,"On 03-11-2022, a case of Cyber Crime was reported at Kodagu Rural PS, Kodagu district. Investigation taken up under IT Act."
1228,100140846202600127,202600127,2026-04-24,277,6,1,1,1,2,3,17,"On 23-04-2026, a case of Murder was reported at Gadag Rural PS, Gadag district. Investigation taken up under IPC."
1229,100200781202200220,202200220,2022-05-07,275,53,1,2,2,4,2,21,"On 07-05-2022, a case of Cyber Crime was reported at Koppal Rural PS, Koppal district. Investigation taken up under IT Act."
1230,300270812202100226,202100226,2021-05-12,53,3,3,1,2,5,1,17,"On 10-05-2021, a case of Dark Web Crime was reported at Udupi Town PS, Udupi district. Investigation taken up under IT Act."
1231,100100522202300234,202300234,2023-06-07,59,18,1,1,3,6,3,10,"On 06-06-2023, a case of Money Laundering was reported at Chitradurga Rural PS, Chitradurga district. Investigation taken up under PMLA."
1232,100100522202400199,202400199,2024-06-16,109,18,1,2,2,4,4,10,"On 15-06-2024, a case of Cyber Crime was reported at Chitradurga Rural PS, Chitradurga district. Investigation taken up under IT Act."
1233,100040173202300235,202300235,2023-08-22,42,2,1,1,3,6,1,4,"On 20-08-2023, a case of Money Laundering was reported at Bengaluru Rural Rural PS, Bengaluru Rural district. Investigation taken up under PMLA."
1234,100310672202100227,202100227,2021-01-15,101,23,1,2,2,4,1,32,"On 14-01-2021, a case of Cyber Crime was reported at Yadgir Town PS, Yadgir district. Investigation taken up under IT Act."
1235,100230673202400200,202400200,2024-02-10,124,16,1,2,2,4,4,24,"On 10-02-2024, a case of Cyber Crime was reported at Raichur Rural PS, Raichur district. Investigation taken up under IT Act."
1236,300300609202400201,202400201,2024-09-13,138,33,3,2,2,4,4,31,"On 12-09-2024, a case of Cyber Crime was reported at Vijayapura Town PS, Vijayapura district. Investigation taken up under IT Act."
1237,200210163202500227,202500227,2025-08-28,83,31,2,2,2,3,1,22,"On 27-08-2025, a case of Cryptocurrency Crime was reported at Mandya Rural PS, Mandya district. Investigation taken up under IT Act."
1238,100200781202500228,202500228,2025-02-28,88,53,1,2,2,3,4,17,"On 27-02-2025, a case of Cryptocurrency Crime was reported at Koppal Rural PS, Koppal district. Investigation taken up under IT Act."
1239,100280205202300236,202300236,2023-03-17,41,35,1,2,2,4,1,17,"On 16-03-2023, a case of Cyber Crime was reported at Uttara Kannada Rural PS, Uttara Kannada district. Investigation taken up under IT Act."
1240,100160422202200221,202200221,2022-11-28,156,67,1,1,3,6,3,17,"On 27-11-2022, a case of Money Laundering was reported at Haveri Town PS, Haveri district. Investigation taken up under PMLA."
