ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
401,891,1,2026-01-01T07:54:29,1,21,1,1,22,1526,1,
402,892,1,2026-03-11T13:45:11,1,22,21,139,23,1527,1,
403,893,1,2021-12-25T06:14:09,1,4,42,58,17,1528,1,
404,894,1,2023-07-11T18:18:51,1,30,33,104,17,1529,1,
405,901,1,2024-09-12T07:10:15,1,27,10,166,28,1539,1,
406,903,1,2024-12-09T20:12:09,1,4,42,58,4,1543,1,
407,907,2,2021-05-01T01:04:23,1,15,44,206,15,1548,1,
408,914,2,2022-01-10T12:57:34,1,10,9,9,10,1562,1,
409,917,1,2023-04-19T12:59:22,1,31,20,22,32,1565,1,
410,919,1,2026-06-23T00:03:35,1,2,66,153,2,1568,1,
411,920,1,2024-01-25T09:19:20,1,13,45,204,13,1569,1,
412,922,2,2023-10-03T08:43:01,1,8,8,8,8,1577,1,
413,924,2,2024-06-07T10:42:08,1,18,15,237,19,1579,1,
414,925,2,2025-05-10T21:01:08,1,23,16,124,24,1581,1,
415,927,2,2026-07-10T08:56:06,1,11,71,181,11,1584,1,
416,929,1,2022-05-29T14:51:56,1,26,38,103,27,1586,1,
417,931,1,2021-06-28T17:05:34,1,11,48,71,11,1589,1,
418,935,2,2024-01-04T05:19:05,1,2,66,153,2,1598,1,
419,937,1,2021-10-04T21:07:34,1,24,12,152,25,1603,1,
420,940,1,2023-04-04T19:45:09,1,9,25,222,9,1612,1,
421,941,2,2025-08-11T05:48:41,1,18,46,212,19,1615,1,
422,942,1,2025-08-09T03:39:02,1,26,34,151,27,1619,1,
423,943,2,2021-06-04T11:11:43,1,6,43,254,17,1623,1,
424,950,2,2026-01-17T19:08:22,1,12,30,33,17,1636,1,
425,951,2,2024-02-24T05:36:55,1,3,51,76,3,1639,1,
426,955,2,2023-05-23T02:12:21,1,6,47,69,6,1646,1,
427,956,1,2021-07-07T00:12:13,1,1,28,43,1,1647,1,
428,962,2,2023-07-23T02:59:04,1,18,15,125,19,1655,1,
429,963,2,2021-06-07T17:17:21,1,15,58,100,15,1656,1,
430,965,1,2021-06-21T14:17:41,1,31,20,270,32,1660,1,
431,970,1,2024-01-22T13:58:02,1,20,19,134,21,1668,1,
432,971,2,2025-09-06T13:32:24,1,14,29,32,17,1669,1,
433,973,2,2022-08-01T20:33:20,1,9,54,143,9,1673,1,
434,978,2,2022-06-12T11:31:01,1,6,43,116,6,1682,1,
435,983,1,2022-02-05T19:59:00,1,7,70,173,7,1691,1,
436,984,2,2021-11-02T12:37:40,1,29,14,15,30,1694,1,
437,985,1,2025-08-02T14:41:09,1,13,45,145,13,1695,1,
438,987,1,2021-02-25T15:19:37,1,4,2,2,4,1697,1,
439,993,2,2021-09-11T11:13:19,1,26,34,224,27,1706,1,
440,999,1,2021-03-07T14:32:39,1,15,44,117,17,1713,1,
441,1001,1,2024-10-25T20:56:56,1,24,64,146,25,1717,1,
442,1003,1,2022-08-31T14:22:41,1,6,47,78,6,1720,1,
443,1005,2,2023-01-07T10:22:36,1,20,53,232,21,1723,1,
444,1006,1,2021-10-02T14:12:50,1,8,13,111,17,1725,1,
445,1009,1,2022-05-22T18:47:55,1,23,24,215,24,1729,1,
446,1011,1,2021-08-06T21:12:28,1,21,31,36,22,1731,1,
447,1015,2,2023-03-13T03:20:53,1,26,34,224,17,1735,1,
448,1016,1,2021-05-07T07:23:04,1,21,31,83,22,1737,1,
449,1017,2,2025-12-11T10:30:27,1,15,58,198,15,1738,1,
450,1020,1,2024-01-01T16:51:27,1,14,29,50,17,1743,1,
451,1021,1,2025-11-18T19:48:44,1,4,2,42,4,1746,1,
452,1024,1,2023-04-16T23:55:59,1,19,62,174,20,1753,1,
453,1026,2,2025-06-13T16:32:23,1,16,17,20,16,1755,1,
454,1028,2,2023-11-06T13:48:08,1,23,16,231,24,1757,1,
455,1030,1,2023-02-25T09:30:39,1,22,57,273,23,1760,1,
456,1033,2,2021-03-06T09:04:13,1,8,8,256,17,1768,1,
457,1035,1,2022-11-12T10:38:52,1,6,43,254,6,1773,1,
458,1038,1,2025-01-02T01:10:29,1,18,46,66,19,1778,1,
459,1039,1,2025-11-18T17:03:28,1,21,1,97,17,1781,1,
460,1040,2,2023-07-10T07:29:04,1,15,44,61,15,1782,1,
461,1041,1,2022-05-31T03:09:18,1,8,13,63,8,1786,1,
462,1042,2,2022-09-22T11:48:24,1,24,64,146,25,1787,1,
463,1044,1,2022-08-04T01:35:43,1,14,29,34,14,1791,1,
464,1048,1,2024-03-11T21:46:14,1,4,42,58,4,1796,1,
465,1049,2,2025-10-09T10:38:53,1,4,2,2,17,1797,1,
466,1050,1,2023-10-25T20:40:38,1,8,13,13,8,1798,1,
467,1052,1,2026-03-16T00:55:48,1,5,39,245,5,1803,1,
468,1053,1,2022-05-25T00:55:35,1,12,30,186,12,1804,1,
469,1054,1,2026-04-07T11:08:49,1,23,24,26,24,1805,1,
470,1056,1,2024-05-27T17:53:17,1,29,27,105,30,1807,1,
471,1059,2,2026-02-01T06:39:49,1,15,44,206,15,1812,1,
472,1061,2,2023-07-29T00:09:53,1,21,1,97,22,1816,1,
473,1062,1,2025-04-08T19:50:50,1,1,28,30,1,1818,1,
474,1063,1,2023-07-04T19:13:29,1,19,5,178,17,1821,1,
475,1067,1,2025-08-11T17:53:57,1,9,54,143,17,1829,1,
476,1079,1,2025-05-19T15:50:31,1,26,34,224,27,1851,1,
477,1081,2,2023-01-08T16:45:57,1,8,8,196,17,1855,1,
478,1083,2,2026-03-12T12:26:47,1,24,12,152,17,1858,1,
479,1087,1,2022-04-20T09:17:08,1,2,66,197,2,1863,1,
480,1089,1,2022-01-23T16:59:37,1,5,49,268,5,1865,1,
481,1093,1,2025-05-04T18:33:26,1,13,45,204,13,1870,1,
482,1094,1,2021-08-15T07:44:54,1,13,11,271,17,1871,1,
483,1096,2,2023-09-18T10:22:39,1,19,5,5,20,1875,1,
484,1099,1,2022-12-05T17:40:43,1,15,58,198,15,1881,1,
485,1102,2,2021-04-02T10:51:25,1,5,49,106,5,1890,1,
486,1103,2,2023-04-10T05:55:49,1,6,47,132,6,1891,1,
487,1104,1,2022-04-29T15:39:50,1,21,1,209,22,1894,1,
488,1105,1,2023-09-05T14:06:46,1,15,58,198,17,1895,1,
489,1106,2,2025-05-04T14:21:36,1,18,46,189,17,1896,1,
490,1108,2,2022-03-30T17:01:45,1,7,7,213,7,1898,1,
491,1109,1,2025-01-13T11:57:20,1,4,42,58,4,1899,1,
492,1114,1,2025-07-05T15:25:57,1,4,42,200,17,1907,1,
493,1116,1,2025-12-21T03:28:05,1,26,34,224,27,1913,1,
494,1119,2,2023-10-22T20:09:32,1,20,53,275,21,1916,1,
495,1120,1,2025-12-16T23:24:46,1,31,20,123,32,1919,1,
496,1123,1,2021-04-15T18:15:23,1,10,18,19,10,1927,1,
497,1124,2,2026-05-11T16:26:51,1,29,14,15,30,1928,1,
498,1126,2,2026-05-06T15:05:29,1,1,28,30,17,1930,1,
499,1127,2,2022-08-08T14:48:59,1,22,57,118,23,1931,1,
500,1128,2,2025-01-23T18:10:39,1,17,22,199,18,1933,1,
501,1129,1,2022-04-17T11:38:53,1,18,15,237,19,1937,1,
502,1130,2,2025-08-26T19:03:15,1,23,16,231,24,1940,1,
503,1131,1,2023-12-29T08:48:35,1,13,11,120,17,1943,1,
504,1132,1,2022-03-21T22:59:17,1,27,3,53,28,1944,1,
505,1140,1,2024-04-15T02:48:01,1,26,38,48,27,1952,1,
506,1142,2,2021-12-18T00:04:21,1,10,9,262,10,1955,1,
507,1144,1,2023-08-31T22:42:04,1,20,53,232,17,1958,1,
508,1145,2,2024-10-29T00:51:25,1,5,41,55,5,1962,1,
509,1149,1,2022-07-26T17:24:03,1,28,35,202,29,1966,1,
510,1150,2,2021-02-16T16:56:59,1,14,6,87,17,1967,1,
511,1151,2,2025-05-31T09:14:38,1,29,14,164,30,1970,1,
512,1153,2,2023-11-24T22:44:28,1,16,17,20,17,1973,1,
513,1154,1,2026-07-05T11:13:25,1,2,4,4,2,1975,1,
514,1155,2,2024-06-16T03:28:56,1,10,18,59,17,1978,1,
515,1157,1,2024-07-16T05:33:24,1,7,70,264,7,1983,1,
516,1159,2,2022-05-18T15:20:07,1,16,67,155,17,1987,1,
517,1160,1,2025-03-15T17:16:16,1,12,30,186,12,1989,1,
518,1161,2,2025-10-27T23:47:23,1,18,15,237,17,1990,1,
519,1162,2,2022-10-10T23:05:43,1,31,23,31,32,1993,1,
520,1163,2,2021-04-20T19:45:26,1,10,18,59,10,1994,1,
521,1165,2,2021-06-29T15:54:44,1,3,55,150,3,1996,1,
522,1166,1,2025-11-08T19:39:16,1,25,63,227,26,1998,1,
523,1168,1,2022-03-08T03:25:02,1,29,27,29,30,2000,1,
524,1172,2,2026-06-07T14:50:54,1,9,54,260,9,2007,1,
525,1173,2,2021-09-17T14:38:53,1,28,35,41,29,2011,1,
526,1174,1,2026-01-05T14:42:34,1,6,47,132,17,2012,1,
527,1180,1,2022-09-13T09:36:04,1,29,27,47,30,2022,1,
528,1181,2,2025-01-20T15:52:51,1,29,27,47,30,2024,1,
529,1189,1,2023-04-17T03:38:18,1,23,24,26,24,2039,1,
530,1190,2,2025-12-07T01:58:15,1,14,6,6,14,2040,1,
531,1191,1,2023-10-13T12:44:23,1,1,28,35,1,2042,1,
532,1195,2,2023-10-20T06:34:47,1,8,8,256,17,2048,1,
533,1197,1,2026-06-03T13:47:06,1,30,33,138,31,2053,1,
534,1198,1,2024-10-27T09:35:22,1,11,52,246,11,2054,1,
535,1200,1,2026-06-21T14:06:53,1,22,36,258,23,2057,1,
536,1201,2,2024-05-10T16:09:38,1,26,38,103,17,2058,1,
537,1202,1,2024-04-03T23:35:51,1,7,7,7,7,2060,1,
538,1203,1,2022-08-03T04:35:47,1,12,30,127,12,2064,1,
539,1205,2,2024-01-09T09:45:51,1,17,56,95,18,2069,1,
540,1206,1,2023-06-05T15:29:21,1,13,11,75,13,2070,1,
541,1207,1,2021-08-23T07:46:34,1,13,11,75,13,2072,1,
542,1208,2,2025-09-26T14:42:58,1,24,12,12,25,2073,1,
543,1209,2,2025-07-13T14:36:00,1,11,71,207,11,2074,1,
544,1211,1,2026-01-17T23:43:07,1,16,67,155,16,2077,1,
545,1212,2,2021-04-09T14:03:14,1,8,13,63,8,2078,1,
546,1213,1,2025-01-22T05:25:06,1,5,60,129,17,2081,1,
547,1216,1,2022-09-23T07:31:36,1,20,19,134,21,2087,1,
548,1217,1,2021-08-05T23:07:14,1,25,69,170,26,2090,1,
549,1218,2,2026-01-27T21:57:31,1,8,8,196,8,2091,1,
550,1221,1,2024-10-21T10:53:16,1,22,36,276,23,2098,1,
551,1228,1,2026-04-28T19:12:10,1,14,6,277,17,2115,1,
552,1230,1,2021-05-20T02:23:48,1,27,3,53,17,2117,1,
553,1233,1,2023-09-02T01:13:10,1,4,2,42,4,2121,1,
554,1234,2,2021-01-24T18:42:14,1,31,23,101,32,2122,1,
555,1237,1,2025-08-31T06:41:57,1,21,31,83,22,2129,1,
556,1239,2,2023-03-22T10:07:37,1,28,35,41,17,2132,1,
557,1240,2,2022-12-03T21:18:02,1,16,67,156,17,2133,1,
558,1241,1,2023-07-16T07:08:29,1,10,9,9,10,2135,1,
559,1242,1,2024-05-21T21:07:38,1,4,42,58,4,2139,1,
560,1243,1,2025-05-04T22:23:45,1,7,70,208,7,2140,1,
561,1244,2,2025-04-27T21:57:58,1,11,71,207,17,2141,1,
562,1247,1,2026-02-11T14:48:45,1,22,21,23,23,2146,1,
563,1249,2,2023-12-01T07:03:05,1,11,48,98,11,2150,1,
564,1250,2,2022-05-25T04:55:05,1,10,9,262,10,2151,1,
565,1252,2,2021-03-19T22:57:29,1,18,46,131,19,2155,1,
566,1253,2,2025-08-28T14:15:24,1,13,45,62,13,2156,1,
567,1254,2,2021-11-12T00:18:06,1,29,27,29,17,2159,1,
568,1256,2,2024-06-27T05:30:47,1,7,70,173,7,2162,1,
569,1258,2,2025-12-08T13:36:59,1,3,55,94,17,2165,1,
570,1259,2,2022-10-15T16:42:53,1,18,46,189,19,2166,1,
571,1260,2,2021-03-04T02:42:07,1,16,67,192,16,2167,1,
572,1263,2,2025-11-24T02:24:22,1,13,11,120,13,2172,1,
573,1265,1,2024-04-01T05:34:06,1,5,49,72,5,2177,1,
574,1267,2,2023-03-20T21:59:01,1,15,58,198,15,2179,1,
575,1268,2,2025-12-26T18:27:53,1,17,56,115,18,2180,1,
576,1269,1,2021-03-05T18:43:16,1,17,56,235,18,2182,1,
577,1270,1,2025-10-31T06:59:06,1,18,15,16,19,2183,1,
578,1271,2,2025-02-10T23:30:40,1,19,5,54,20,2186,1,
579,1272,1,2025-05-22T20:20:38,1,16,17,20,16,2189,1,
580,1276,2,2026-06-19T02:36:31,1,3,51,76,17,2193,1,
581,1279,2,2022-06-03T03:40:20,1,12,37,57,12,2198,1,
582,1281,2,2025-05-22T01:18:14,1,29,14,228,17,2205,1,
583,1282,1,2022-02-07T14:37:57,1,1,59,162,1,2207,1,
584,1283,2,2024-03-25T21:28:38,1,29,14,223,30,2210,1,
585,1284,2,2022-11-26T17:49:39,1,5,65,253,17,2211,1,
586,1286,2,2021-12-14T22:27:02,1,28,35,80,17,2215,1,
587,1288,2,2023-06-28T04:43:42,1,3,55,94,3,2218,1,
588,1289,2,2024-01-17T08:26:52,1,10,9,9,10,2220,1,
589,1292,1,2021-05-29T15:35:42,1,18,46,189,19,2224,1,
590,1293,1,2022-09-13T13:56:17,1,31,20,203,32,2227,1,
591,1296,1,2021-12-24T08:53:45,1,25,69,243,26,2234,1,
592,1297,2,2024-07-04T23:06:02,1,24,12,56,25,2235,1,
593,1299,2,2024-06-12T19:31:46,1,27,3,53,28,2238,1,
594,1301,2,2022-10-23T23:48:51,1,22,57,99,23,2243,1,
595,1303,1,2025-09-09T14:16:09,1,7,7,65,7,2246,1,
596,1306,1,2023-05-14T06:49:49,1,29,14,223,30,2250,1,
597,1308,2,2022-11-04T05:49:41,1,29,27,47,30,2252,1,
598,1309,2,2025-09-15T13:27:38,1,1,28,35,17,2253,1,
599,1311,1,2025-09-02T16:04:36,1,10,9,262,17,2256,1,
600,1314,2,2026-01-16T20:43:52,1,16,67,159,16,2261,1,
601,1316,2,2025-02-05T14:42:24,1,20,19,77,21,2265,1,
602,1317,2,2023-06-15T01:41:35,1,13,45,145,13,2266,1,
603,1318,2,2023-03-01T20:14:48,1,3,40,52,3,2267,1,
604,1319,2,2025-06-29T11:54:53,1,19,62,135,20,2268,1,
605,1320,1,2024-11-10T15:18:10,1,10,9,9,10,2269,1,
606,1321,2,2022-12-07T06:28:54,1,10,18,19,10,2270,1,
607,1324,1,2021-10-26T15:06:29,1,2,4,67,2,2274,1,
608,1326,2,2026-05-04T14:07:53,1,1,28,43,1,2279,1,
609,1328,2,2024-12-27T05:29:50,1,30,33,216,31,2281,1,
610,1330,2,2021-06-03T12:15:18,1,1,28,43,1,2285,1,
611,1332,1,2023-10-13T21:43:35,1,27,10,10,28,2288,1,
612,1334,2,2022-03-30T13:09:46,1,25,69,249,26,2291,1,
613,1336,1,2023-01-22T10:43:14,1,6,43,60,6,2294,1,
614,1338,1,2026-07-10T22:46:11,1,2,4,4,2,2298,1,
615,1342,2,2021-08-27T10:11:41,1,2,66,153,17,2306,1,
616,1343,1,2022-09-25T19:27:15,1,8,8,256,8,2308,1,
617,1351,2,2023-04-18T00:47:01,1,7,7,7,7,2318,1,
618,1354,1,2022-09-07T04:06:18,1,15,44,61,15,2322,1,
619,1358,2,2021-12-13T05:01:53,1,2,4,4,2,2328,1,
620,1362,1,2022-09-24T00:53:32,1,19,5,5,17,2339,1,
621,1367,2,2025-02-28T08:16:07,1,15,44,158,15,2347,1,
622,1368,2,2024-10-10T11:33:26,1,25,69,243,26,2348,1,
623,1371,1,2023-06-08T17:53:42,1,15,44,206,15,2358,1,
624,1372,1,2021-02-05T01:37:42,1,23,24,26,24,2359,1,
625,1373,2,2025-04-18T06:03:26,1,11,48,98,17,2360,1,
626,1374,2,2021-03-18T12:57:31,1,27,3,3,28,2362,1,
627,1375,2,2022-03-20T07:22:54,1,1,59,107,17,2364,1,
628,1381,1,2023-02-14T07:45:19,1,12,30,186,12,2371,1,
629,1382,2,2021-12-03T23:18:17,1,24,12,92,25,2373,1,
630,1386,1,2023-11-03T17:20:19,1,15,44,61,15,2380,1,
631,1388,1,2021-11-26T07:27:51,1,7,70,264,17,2383,1,
632,1394,2,2025-10-12T07:12:23,1,6,47,69,6,2396,1,
633,1396,2,2023-04-22T16:53:46,1,16,67,192,16,2399,1,
634,1399,1,2022-08-13T09:32:40,1,6,47,78,6,2402,1,
635,1400,2,2023-07-01T04:31:38,1,18,46,212,19,2403,1,
636,1402,2,2021-10-12T18:25:06,1,13,45,204,13,2405,1,
637,1405,1,2025-04-17T03:56:01,1,18,15,125,17,2410,1,
638,1406,1,2025-01-07T12:41:21,1,8,13,63,8,2411,1,
639,1412,1,2021-06-02T11:47:27,1,13,11,75,13,2424,1,
640,1414,1,2024-03-24T07:10:09,1,8,8,8,17,2426,1,
641,1415,2,2024-07-23T10:41:27,1,24,12,280,25,2429,1,
642,1417,2,2025-07-25T00:16:21,1,12,30,186,17,2432,1,
643,1418,1,2026-04-15T09:34:19,1,14,6,87,14,2434,1,
644,1427,2,2025-02-05T18:29:34,1,24,12,152,25,2449,1,
645,1429,2,2024-07-04T16:48:39,1,28,32,148,29,2451,1,
646,1431,1,2025-03-16T13:47:23,1,16,67,159,16,2455,1,
647,1432,1,2025-01-23T00:39:28,1,20,19,133,21,2456,1,
648,1433,1,2022-11-13T11:22:38,1,16,17,18,16,2457,1,
649,1436,2,2026-05-26T04:11:37,1,29,27,105,30,2464,1,
650,1437,1,2026-04-25T02:18:56,1,3,55,265,3,2466,1,
651,1438,1,2023-02-13T02:45:54,1,8,8,217,8,2468,1,
652,1441,2,2023-10-14T21:56:37,1,27,3,53,28,2471,1,
653,1442,1,2025-12-03T23:53:02,1,20,53,232,21,2472,1,
654,1444,2,2021-11-16T23:00:47,1,7,7,65,7,2480,1,
655,1447,2,2021-05-11T12:18:45,1,18,15,237,19,2485,1,
656,1448,1,2021-03-08T19:57:20,1,19,62,174,20,2486,1,
657,1455,1,2024-08-10T06:03:06,1,2,4,113,2,2503,1,
658,1456,2,2025-01-27T07:07:43,1,15,58,128,15,2505,1,
659,1465,2,2024-04-06T14:22:08,1,24,12,12,25,2520,1,
660,1466,2,2022-06-30T02:11:57,1,22,57,118,23,2524,1,
661,1467,1,2023-04-08T04:46:00,1,15,58,128,15,2525,1,
662,1471,1,2024-12-05T01:26:27,1,27,3,53,28,2533,1,
663,1473,2,2021-07-19T14:03:00,1,27,3,3,28,2537,1,
664,1474,2,2023-07-23T10:26:24,1,7,70,208,7,2540,1,
665,1476,1,2022-04-25T13:12:17,1,20,53,275,21,2543,1,
666,1477,2,2025-08-05T00:17:45,1,26,34,40,17,2546,1,
667,1481,1,2026-03-09T23:14:38,1,15,58,198,15,2556,1,
668,1483,2,2022-10-12T19:44:27,1,27,3,3,17,2560,1,
669,1484,2,2025-12-05T00:23:51,1,25,63,227,26,2561,1,
670,1487,2,2024-04-06T09:41:34,1,17,22,199,18,2564,1,
671,1491,1,2026-03-21T16:35:55,1,14,6,277,14,2575,1,
672,1492,2,2021-10-04T18:17:47,1,26,34,224,27,2576,1,
673,1497,1,2022-03-11T13:40:34,1,28,35,274,29,2589,1,
674,1498,2,2024-03-03T23:27:18,1,15,58,100,15,2593,1,
675,1500,2,2025-03-27T11:05:43,1,25,63,210,26,2596,1,
676,1501,2,2022-10-27T14:41:35,1,28,32,38,29,2597,1,
677,1506,2,2022-02-06T17:18:56,1,16,67,192,17,2604,1,
678,1510,2,2023-12-17T10:20:05,1,3,55,265,3,2608,1,
679,1511,2,2025-02-08T14:17:34,1,13,45,229,13,2609,1,
680,1513,2,2025-12-22T10:03:33,1,17,22,24,18,2613,1,
681,1514,1,2023-09-28T04:04:59,1,26,38,103,27,2615,1,
682,1515,2,2025-05-18T02:32:07,1,30,26,226,31,2617,1,
683,1516,1,2024-04-16T05:07:18,1,31,23,25,32,2618,1,
684,1517,2,2021-02-20T12:22:55,1,18,15,201,19,2619,1,
685,1521,1,2025-03-06T16:15:19,1,19,5,5,20,2625,1,
686,1522,1,2022-01-06T20:42:11,1,15,58,128,15,2627,1,
687,1523,2,2025-05-16T15:38:31,1,19,5,5,20,2628,1,
688,1524,1,2025-02-16T06:44:05,1,8,13,136,8,2629,1,
689,1526,1,2022-02-17T10:24:00,1,2,66,160,2,2634,1,
690,1528,2,2026-06-18T18:13:36,1,22,57,273,23,2637,1,
691,1529,2,2025-08-16T00:28:05,1,4,42,102,4,2638,1,
692,1531,1,2023-08-12T19:13:39,1,19,62,174,20,2642,1,
693,1532,1,2025-07-14T17:12:12,1,17,22,24,18,2645,1,
694,1535,2,2025-08-17T01:24:52,1,6,43,116,6,2649,1,
695,1536,1,2024-06-09T01:40:12,1,23,24,193,24,2652,1,
696,1541,2,2025-10-30T22:12:48,1,26,34,269,17,2660,1,
697,1542,1,2022-07-19T20:06:12,1,11,52,126,11,2661,1,
698,1543,1,2026-04-12T13:18:39,1,13,11,75,17,2662,1,
699,1546,1,2021-05-22T21:06:53,1,1,59,255,1,2667,1,
700,1547,1,2021-01-23T09:41:00,1,5,41,220,5,2670,1,
701,1548,1,2026-07-10T01:37:02,1,27,3,165,28,2672,1,
702,1550,1,2025-02-08T01:37:17,1,30,26,96,31,2676,1,
703,1552,1,2021-06-09T15:17:14,1,21,1,1,22,2680,1,
704,1554,1,2021-12-05T03:44:01,1,5,39,49,5,2682,1,
705,1559,1,2024-10-19T17:07:33,1,24,64,140,25,2691,1,
706,1562,1,2021-06-04T09:53:06,1,11,52,84,17,2695,1,
707,1563,1,2024-05-09T01:21:22,1,29,27,29,30,2697,1,
708,1565,1,2023-01-01T20:50:02,1,30,26,96,31,2700,1,
709,1566,2,2024-09-18T21:58:35,1,1,59,255,1,2702,1,
710,1568,2,2026-02-12T03:28:00,1,28,32,259,29,2704,1,
711,1572,2,2026-07-01T03:55:51,1,19,62,278,20,2711,1,
712,1573,2,2021-11-15T21:20:07,1,28,35,202,29,2713,1,
713,1575,1,2025-08-31T21:00:01,1,4,2,2,4,2717,1,
714,1576,1,2026-05-23T10:01:58,1,19,62,174,17,2720,1,
715,1578,1,2022-04-21T18:58:22,1,9,25,180,9,2723,1,
716,1581,2,2025-03-01T08:23:12,1,17,22,199,18,2728,1,
717,1583,1,2021-04-11T11:44:39,1,27,3,165,28,2731,1,
718,1584,1,2024-03-26T08:56:43,1,26,34,269,27,2733,1,
719,1586,1,2024-04-19T18:28:17,1,1,28,43,1,2736,1,
720,1587,1,2021-06-28T18:11:48,1,22,21,23,23,2738,1,
721,1589,1,2026-07-03T21:04:32,1,31,23,101,32,2741,1,
722,1590,2,2023-06-24T21:05:55,1,13,45,171,13,2743,1,
723,1592,1,2023-09-14T21:46:57,1,25,69,179,26,2745,1,
724,1593,2,2021-03-24T15:41:10,1,2,66,153,2,2746,1,
725,1594,2,2022-05-25T02:35:41,1,23,16,124,24,2747,1,
726,1595,2,2021-12-19T14:34:52,1,7,7,7,7,2749,1,
727,1596,2,2025-10-15T07:22:12,1,23,24,215,24,2750,1,
728,1598,1,2022-03-14T09:20:56,1,23,24,26,24,2754,1,
729,1601,1,2021-08-22T11:53:44,1,3,61,154,3,2760,1,
730,1603,2,2023-09-17T00:58:27,1,8,13,121,17,2762,1,
731,1612,1,2021-09-28T08:17:34,1,15,58,198,15,2779,1,
732,1615,1,2022-04-23T01:02:14,1,30,26,37,31,2785,1,
733,1617,1,2023-08-07T15:09:40,1,17,56,240,18,2788,1,
734,1621,2,2021-03-28T06:15:38,1,10,18,59,10,2794,1,
735,1622,2,2023-10-30T09:50:36,1,24,64,238,25,2795,1,
736,1625,2,2023-09-03T22:51:49,1,18,46,189,19,2804,1,
737,1626,2,2026-01-28T01:36:20,1,22,57,118,23,2808,1,
738,1627,2,2023-12-20T14:46:39,1,30,33,104,31,2810,1,
739,1629,2,2021-06-04T17:45:29,1,21,31,83,22,2813,1,
740,1630,2,2023-02-09T23:58:23,1,15,58,198,15,2814,1,
741,1631,2,2021-12-16T21:00:19,1,28,35,41,29,2816,1,
742,1633,2,2025-04-28T00:13:45,1,17,22,24,18,2820,1,
743,1634,2,2024-12-28T03:29:31,1,15,44,61,15,2821,1,
744,1639,2,2023-10-17T17:22:04,1,22,50,214,23,2828,1,
745,1645,1,2026-06-10T16:25:49,1,27,3,165,28,2840,1,
746,1647,1,2022-09-04T16:34:30,1,5,60,144,5,2843,1,
747,1650,2,2025-08-27T00:30:29,1,17,22,51,18,2850,1,
748,1653,2,2024-02-27T09:55:31,1,13,11,120,17,2860,1,
749,1659,2,2026-02-09T06:10:43,1,3,40,119,3,2872,1,
750,1663,1,2022-05-18T01:51:58,1,28,32,148,29,2877,1,
751,1664,1,2023-03-12T09:52:12,1,28,35,202,17,2879,1,
752,1665,2,2024-12-09T07:47:26,1,9,25,184,9,2881,1,
753,1666,2,2024-11-05T20:31:44,1,9,25,222,9,2884,1,
754,1669,1,2023-01-17T19:07:45,1,13,45,204,13,2887,1,
755,1670,1,2023-02-13T07:52:17,1,21,31,36,22,2888,1,
756,1672,2,2024-06-06T13:04:13,1,12,37,57,12,2890,1,
757,1673,2,2023-05-04T05:44:08,1,2,66,153,2,2891,1,
758,1674,1,2022-05-21T15:24:22,1,25,69,249,26,2895,1,
759,1677,1,2023-12-02T05:39:11,1,9,25,27,9,2902,1,
760,1678,1,2023-12-09T22:00:39,1,25,69,170,26,2904,1,
761,1681,1,2025-08-28T04:38:56,1,23,24,147,24,2907,1,
762,1682,1,2021-04-02T03:45:55,1,2,66,197,17,2909,1,
763,1683,2,2025-08-25T18:04:49,1,28,35,221,29,2910,1,
764,1685,1,2025-03-21T07:50:20,1,29,27,29,30,2913,1,
765,1687,2,2023-07-29T02:36:05,1,21,1,209,17,2919,1,
766,1692,1,2026-02-14T12:52:42,1,3,55,265,3,2927,1,
767,1694,1,2022-05-12T13:10:28,1,14,6,247,14,2930,1,
768,1701,1,2021-04-07T06:08:20,1,7,7,213,7,2938,1,
769,1705,2,2023-01-17T00:37:38,1,2,66,153,2,2945,1,
770,1707,1,2024-04-11T16:00:54,1,3,40,52,3,2951,1,
771,1712,2,2023-01-22T18:33:55,1,26,38,68,27,2961,1,
772,1714,2,2025-01-24T03:31:06,1,12,37,85,12,2966,1,
773,1715,1,2023-09-03T22:17:25,1,19,5,54,20,2967,1,
774,1717,2,2025-08-25T02:09:43,1,23,16,231,24,2974,1,
775,1722,2,2021-11-03T19:18:25,1,8,8,8,8,2983,1,
776,1723,1,2022-09-25T02:47:34,1,18,46,212,19,2985,1,
777,1724,1,2021-05-27T13:57:55,1,27,3,53,17,2986,1,
778,1725,2,2025-03-19T12:23:53,1,9,54,143,9,2987,1,
779,1726,1,2023-05-14T16:13:30,1,16,17,20,16,2988,1,
780,1728,1,2024-09-07T04:59:56,1,8,13,136,8,2993,1,
781,1730,1,2022-08-13T04:57:07,1,8,13,63,8,2995,1,
782,1731,1,2021-04-20T17:24:42,1,21,1,97,22,2996,1,
783,1732,1,2026-05-12T11:14:08,1,12,37,57,12,2997,1,
784,1735,2,2026-03-02T20:06:28,1,26,34,211,27,3003,1,
785,1736,2,2022-02-10T23:58:53,1,25,69,243,26,3004,1,
786,1737,2,2021-01-13T10:18:15,1,18,46,189,19,3006,1,
