CaseMasterID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,OccurrenceBriefFacts
1372,2021-01-28T16:37:42,2021-01-28T16:37:42,2021-01-30T01:37:42,16.2344,77.3695,"Incident occurred near coordinates 16.2344, 77.3695 within the jurisdiction of Raichur Town PS."
1373,2025-04-04T16:03:26,2025-04-04T21:03:26,2025-04-05T08:03:26,12.8943,75.2074,"Incident occurred near coordinates 12.8943, 75.2074 within the jurisdiction of Kadri PS."
1374,2021-03-13T06:57:31,2021-03-13T07:57:31,2021-03-13T15:57:31,13.4049,74.754,"Incident occurred near coordinates 13.4049, 74.754 within the jurisdiction of Udupi Town PS."
1375,2022-03-15T20:22:54,2022-03-15T20:22:54,2022-03-17T10:22:54,16.2025,75.6049,"Incident occurred near coordinates 16.2025, 75.6049 within the jurisdiction of Bagalkot Town PS."
1376,2023-09-23T00:55:52,2023-09-23T03:55:52,2023-09-24T19:55:52,15.0851,76.8796,"Incident occurred near coordinates 15.0851, 76.8796 within the jurisdiction of Ballari Town PS."
1377,2025-09-15T05:58:32,2025-09-15T08:58:32,2025-09-16T15:58:32,15.1216,76.9775,"Incident occurred near coordinates 15.1216, 76.9775 within the jurisdiction of Ballari Town PS."
1378,2023-05-16T19:48:57,2023-05-16T19:48:57,2023-05-17T21:48:57,16.8472,77.1798,"Incident occurred near coordinates 16.8472, 77.1798 within the jurisdiction of Yadgir Town PS."
1379,2024-07-20T01:38:02,2024-07-20T04:38:02,2024-07-20T08:38:02,16.1473,77.3262,"Incident occurred near coordinates 16.1473, 77.3262 within the jurisdiction of Raichur Town PS."
1380,2025-11-13T09:16:13,2025-11-13T11:16:13,2025-11-14T20:16:13,17.3881,76.8828,"Incident occurred near coordinates 17.3881, 76.8828 within the jurisdiction of Kalaburagi Town PS."
1381,2023-01-30T15:45:19,2023-01-30T15:45:19,2023-02-01T10:45:19,14.4367,75.8536,"Incident occurred near coordinates 14.4367, 75.8536 within the jurisdiction of Davanagere Town PS."
1382,2021-11-19T15:18:17,2021-11-19T18:18:17,2021-11-21T02:18:17,12.7354,77.3507,"Incident occurred near coordinates 12.7354, 77.3507 within the jurisdiction of Ramanagara Rural PS."
1383,2024-11-29T19:54:05,2024-11-29T22:54:05,2024-11-30T11:54:05,12.6497,77.3199,"Incident occurred near coordinates 12.6497, 77.3199 within the jurisdiction of Ramanagara Rural PS."
1384,2023-06-25T10:53:18,2023-06-25T14:53:18,2023-06-27T01:53:18,12.4877,76.9286,"Incident occurred near coordinates 12.4877, 76.9286 within the jurisdiction of Mandya Town PS."
1385,2021-03-19T11:28:38,2021-03-19T15:28:38,2021-03-20T04:28:38,14.7213,75.3536,"Incident occurred near coordinates 14.7213, 75.3536 within the jurisdiction of Haveri Rural PS."
1386,2023-10-22T05:20:19,2023-10-22T08:20:19,2023-10-23T21:20:19,13.0051,76.0833,"Incident occurred near coordinates 13.0051, 76.0833 within the jurisdiction of Hassan Town PS."
1387,2023-04-19T03:29:15,2023-04-19T07:29:15,2023-04-21T06:29:15,16.2245,75.6076,"Incident occurred near coordinates 16.2245, 75.6076 within the jurisdiction of Bagalkot Town PS."
1388,2021-11-12T21:27:51,2021-11-13T02:27:51,2021-11-13T09:27:51,11.967,76.9348,"Incident occurred near coordinates 11.967, 76.9348 within the jurisdiction of Chamarajanagar Town PS."
1389,2022-06-07T10:02:15,2022-06-07T10:02:15,2022-06-07T17:02:15,12.3017,75.7557,"Incident occurred near coordinates 12.3017, 75.7557 within the jurisdiction of Kodagu Town PS."
1390,2023-03-18T10:22:23,2023-03-18T15:22:23,2023-03-20T02:22:23,16.1517,77.3283,"Incident occurred near coordinates 16.1517, 77.3283 within the jurisdiction of Raichur Rural PS."
1391,2025-03-22T03:15:35,2025-03-22T05:15:35,2025-03-22T12:15:35,14.4147,75.8881,"Incident occurred near coordinates 14.4147, 75.8881 within the jurisdiction of Davanagere Rural PS."
1392,2025-05-17T07:04:09,2025-05-17T08:04:09,2025-05-19T07:04:09,12.3304,75.8155,"Incident occurred near coordinates 12.3304, 75.8155 within the jurisdiction of Kodagu Rural PS."
1393,2025-03-17T10:20:21,2025-03-17T11:20:21,2025-03-18T17:20:21,12.5036,76.8994,"Incident occurred near coordinates 12.5036, 76.8994 within the jurisdiction of Mandya Town PS."
1394,2025-10-09T12:12:23,2025-10-09T13:12:23,2025-10-11T13:12:23,17.9387,77.5539,"Incident occurred near coordinates 17.9387, 77.5539 within the jurisdiction of Bidar Rural PS."
1395,2024-12-10T23:39:16,2024-12-11T00:39:16,2024-12-13T04:39:16,17.9506,77.4508,"Incident occurred near coordinates 17.9506, 77.4508 within the jurisdiction of Bidar Rural PS."
1396,2023-04-18T17:53:46,2023-04-18T22:53:46,2023-04-19T21:53:46,14.7342,75.463,"Incident occurred near coordinates 14.7342, 75.463 within the jurisdiction of Haveri Town PS."
1397,2023-12-04T04:58:09,2023-12-04T04:58:09,2023-12-06T00:58:09,12.9721,77.5937,"Incident occurred near coordinates 12.9721, 77.5937 within the jurisdiction of Halasuru PS."
1398,2025-03-07T22:43:15,2025-03-08T02:43:15,2025-03-08T21:43:15,13.8721,75.6345,"Incident occurred near coordinates 13.8721, 75.6345 within the jurisdiction of Shivamogga Town PS."
1399,2022-07-28T16:32:40,2022-07-28T19:32:40,2022-07-29T10:32:40,17.9465,77.4921,"Incident occurred near coordinates 17.9465, 77.4921 within the jurisdiction of Bidar Rural PS."
1400,2023-06-28T22:31:38,2023-06-29T00:31:38,2023-06-29T06:31:38,12.367,75.8155,"Incident occurred near coordinates 12.367, 75.8155 within the jurisdiction of Kodagu Rural PS."
1401,2022-11-15T06:23:18,2022-11-15T11:23:18,2022-11-16T17:23:18,13.3067,74.6991,"Incident occurred near coordinates 13.3067, 74.6991 within the jurisdiction of Udupi Rural PS."
1402,2021-09-27T21:25:06,2021-09-28T02:25:06,2021-09-29T00:25:06,15.4806,75.0419,"Incident occurred near coordinates 15.4806, 75.0419 within the jurisdiction of Dharwad Town PS."
1403,2025-11-10T02:19:56,2025-11-10T03:19:56,2025-11-10T12:19:56,13.1099,78.1841,"Incident occurred near coordinates 13.1099, 78.1841 within the jurisdiction of Kolar Town PS."
1404,2024-07-25T01:58:43,2024-07-25T04:58:43,2024-07-25T21:58:43,12.8891,75.2608,"Incident occurred near coordinates 12.8891, 75.2608 within the jurisdiction of Mangaluru South PS."
1405,2025-04-09T21:56:01,2025-04-09T23:56:01,2025-04-10T08:56:01,12.4087,75.7291,"Incident occurred near coordinates 12.4087, 75.7291 within the jurisdiction of Kodagu Town PS."
1406,2025-01-04T12:41:21,2025-01-04T14:41:21,2025-01-05T15:41:21,13.4163,77.6729,"Incident occurred near coordinates 13.4163, 77.6729 within the jurisdiction of Chikkaballapur Rural PS."
1407,2024-09-16T05:28:02,2024-09-16T09:28:02,2024-09-17T06:28:02,12.4899,76.8502,"Incident occurred near coordinates 12.4899, 76.8502 within the jurisdiction of Mandya Rural PS."
1408,2022-04-02T22:53:03,2022-04-03T03:53:03,2022-04-04T12:53:03,12.9001,75.2848,"Incident occurred near coordinates 12.9001, 75.2848 within the jurisdiction of Mangaluru North PS."
1409,2022-12-12T04:45:27,2022-12-12T10:45:27,2022-12-13T21:45:27,12.6754,77.3214,"Incident occurred near coordinates 12.6754, 77.3214 within the jurisdiction of Ramanagara Town PS."
1410,2021-01-04T00:59:10,2021-01-04T03:59:10,2021-01-05T20:59:10,17.3942,76.897,"Incident occurred near coordinates 17.3942, 76.897 within the jurisdiction of Kalaburagi Rural PS."
1411,2022-02-11T19:00:30,2022-02-12T01:00:30,2022-02-13T16:00:30,16.1628,75.6465,"Incident occurred near coordinates 16.1628, 75.6465 within the jurisdiction of Bagalkot Town PS."
1412,2021-05-27T17:47:27,2021-05-27T18:47:27,2021-05-29T17:47:27,15.5289,75.0814,"Incident occurred near coordinates 15.5289, 75.0814 within the jurisdiction of Dharwad Rural PS."
1413,2025-04-18T22:40:50,2025-04-18T22:40:50,2025-04-19T01:40:50,13.3314,77.1965,"Incident occurred near coordinates 13.3314, 77.1965 within the jurisdiction of Tumakuru Rural PS."
1414,2024-03-12T00:10:09,2024-03-12T00:10:09,2024-03-12T11:10:09,13.4485,77.6776,"Incident occurred near coordinates 13.4485, 77.6776 within the jurisdiction of Chikkaballapur Town PS."
1415,2024-07-14T09:41:27,2024-07-14T15:41:27,2024-07-14T11:41:27,12.6543,77.2051,"Incident occurred near coordinates 12.6543, 77.2051 within the jurisdiction of Ramanagara Rural PS."
1416,2021-03-13T21:03:10,2021-03-13T23:03:10,2021-03-14T06:03:10,17.9299,77.5945,"Incident occurred near coordinates 17.9299, 77.5945 within the jurisdiction of Bidar Town PS."
1417,2025-07-15T09:16:21,2025-07-15T15:16:21,2025-07-17T02:16:21,14.492,76.0015,"Incident occurred near coordinates 14.492, 76.0015 within the jurisdiction of Davanagere Town PS."
1418,2026-04-01T10:34:19,2026-04-01T13:34:19,2026-04-02T11:34:19,15.4421,75.5831,"Incident occurred near coordinates 15.4421, 75.5831 within the jurisdiction of Gadag Rural PS."
1419,2025-12-22T10:59:06,2025-12-22T12:59:06,2025-12-23T12:59:06,14.7665,74.7379,"Incident occurred near coordinates 14.7665, 74.7379 within the jurisdiction of Uttara Kannada Rural PS."
1420,2022-08-31T16:46:59,2022-08-31T20:46:59,2022-09-02T05:46:59,11.8737,77.0166,"Incident occurred near coordinates 11.8737, 77.0166 within the jurisdiction of Chamarajanagar Rural PS."
1421,2023-07-13T02:49:33,2023-07-13T08:49:33,2023-07-14T07:49:33,16.7233,77.113,"Incident occurred near coordinates 16.7233, 77.113 within the jurisdiction of Yadgir Town PS."
1422,2026-04-30T13:33:43,2026-04-30T18:33:43,2026-04-30T22:33:43,13.2214,77.5455,"Incident occurred near coordinates 13.2214, 77.5455 within the jurisdiction of Bengaluru Rural Rural PS."
1423,2024-04-21T09:36:29,2024-04-21T11:36:29,2024-04-22T14:36:29,14.8626,75.4028,"Incident occurred near coordinates 14.8626, 75.4028 within the jurisdiction of Haveri Town PS."
1424,2026-02-18T13:08:24,2026-02-18T18:08:24,2026-02-19T07:08:24,13.295,75.8079,"Incident occurred near coordinates 13.295, 75.8079 within the jurisdiction of Chikkamagaluru Town PS."
1425,2023-05-21T10:12:37,2023-05-21T10:12:37,2023-05-21T15:12:37,15.3931,74.966,"Incident occurred near coordinates 15.3931, 74.966 within the jurisdiction of Dharwad Rural PS."
1426,2021-12-21T20:19:00,2021-12-21T23:19:00,2021-12-23T21:19:00,16.1752,75.6123,"Incident occurred near coordinates 16.1752, 75.6123 within the jurisdiction of Bagalkot Town PS."
1427,2025-01-22T04:29:34,2025-01-22T06:29:34,2025-01-23T22:29:34,12.6991,77.3446,"Incident occurred near coordinates 12.6991, 77.3446 within the jurisdiction of Ramanagara Rural PS."
1428,2026-04-10T16:27:43,2026-04-10T20:27:43,2026-04-12T11:27:43,17.3466,76.8005,"Incident occurred near coordinates 17.3466, 76.8005 within the jurisdiction of Kalaburagi Town PS."
1429,2024-06-21T09:48:39,2024-06-21T10:48:39,2024-06-21T17:48:39,14.8118,74.7839,"Incident occurred near coordinates 14.8118, 74.7839 within the jurisdiction of Uttara Kannada Town PS."
1430,2025-11-19T05:27:55,2025-11-19T11:27:55,2025-11-19T23:27:55,14.7984,75.4009,"Incident occurred near coordinates 14.7984, 75.4009 within the jurisdiction of Haveri Town PS."
1431,2025-03-15T00:47:23,2025-03-15T02:47:23,2025-03-15T19:47:23,14.7853,75.4616,"Incident occurred near coordinates 14.7853, 75.4616 within the jurisdiction of Haveri Town PS."
1432,2025-01-19T13:39:28,2025-01-19T18:39:28,2025-01-20T04:39:28,15.3703,76.1073,"Incident occurred near coordinates 15.3703, 76.1073 within the jurisdiction of Koppal Town PS."
1433,2022-11-08T18:22:38,2022-11-08T22:22:38,2022-11-10T12:22:38,14.7182,75.3787,"Incident occurred near coordinates 14.7182, 75.3787 within the jurisdiction of Haveri Rural PS."
1434,2021-04-26T22:58:44,2021-04-26T22:58:44,2021-04-28T23:58:44,16.1904,77.2954,"Incident occurred near coordinates 16.1904, 77.2954 within the jurisdiction of Raichur Town PS."
1435,2021-01-27T23:00:02,2021-01-28T05:00:02,2021-01-29T10:00:02,13.9298,75.5936,"Incident occurred near coordinates 13.9298, 75.5936 within the jurisdiction of Shivamogga Town PS."
1436,2026-05-11T05:11:37,2026-05-11T07:11:37,2026-05-13T04:11:37,15.2282,76.5076,"Incident occurred near coordinates 15.2282, 76.5076 within the jurisdiction of Vijayanagara Rural PS."
1437,2026-04-16T13:18:56,2026-04-16T16:18:56,2026-04-17T05:18:56,15.8555,74.4902,"Incident occurred near coordinates 15.8555, 74.4902 within the jurisdiction of Khadebazar PS."
1438,2023-02-03T03:45:54,2023-02-03T04:45:54,2023-02-05T03:45:54,13.4593,77.7019,"Incident occurred near coordinates 13.4593, 77.7019 within the jurisdiction of Chikkaballapur Town PS."
1439,2024-02-17T21:18:35,2024-02-17T21:18:35,2024-02-19T22:18:35,16.1315,77.4245,"Incident occurred near coordinates 16.1315, 77.4245 within the jurisdiction of Raichur Rural PS."
1440,2021-01-26T01:19:24,2021-01-26T05:19:24,2021-01-27T16:19:24,12.8079,75.1707,"Incident occurred near coordinates 12.8079, 75.1707 within the jurisdiction of Panambur PS."
1441,2023-10-07T01:56:37,2023-10-07T01:56:37,2023-10-09T02:56:37,13.3621,74.7814,"Incident occurred near coordinates 13.3621, 74.7814 within the jurisdiction of Udupi Town PS."
1442,2025-12-01T11:53:02,2025-12-01T15:53:02,2025-12-01T23:53:02,15.3637,76.1315,"Incident occurred near coordinates 15.3637, 76.1315 within the jurisdiction of Koppal Rural PS."
1443,2022-12-18T02:58:32,2022-12-18T08:58:32,2022-12-18T23:58:32,15.3503,76.2179,"Incident occurred near coordinates 15.3503, 76.2179 within the jurisdiction of Koppal Town PS."
1444,2021-11-15T13:00:47,2021-11-15T18:00:47,2021-11-17T02:00:47,11.8691,77.0078,"Incident occurred near coordinates 11.8691, 77.0078 within the jurisdiction of Chamarajanagar Rural PS."
1445,2023-12-16T07:43:56,2023-12-16T08:43:56,2023-12-18T00:43:56,12.7867,75.2206,"Incident occurred near coordinates 12.7867, 75.2206 within the jurisdiction of Mangaluru North PS."
1446,2025-11-04T19:26:36,2025-11-04T22:26:36,2025-11-06T16:26:36,12.502,76.9031,"Incident occurred near coordinates 12.502, 76.9031 within the jurisdiction of Mandya Town PS."
1447,2021-04-27T22:18:45,2021-04-28T04:18:45,2021-04-29T18:18:45,12.4089,75.8493,"Incident occurred near coordinates 12.4089, 75.8493 within the jurisdiction of Kodagu Town PS."
1448,2021-02-20T22:57:20,2021-02-21T01:57:20,2021-02-22T19:57:20,13.1853,78.1825,"Incident occurred near coordinates 13.1853, 78.1825 within the jurisdiction of Kolar Rural PS."
1449,2023-03-21T23:56:36,2023-03-22T05:56:36,2023-03-24T00:56:36,16.703,77.1271,"Incident occurred near coordinates 16.703, 77.1271 within the jurisdiction of Yadgir Town PS."
1450,2025-10-16T02:28:02,2025-10-16T07:28:02,2025-10-17T23:28:02,12.2438,76.6596,"Incident occurred near coordinates 12.2438, 76.6596 within the jurisdiction of Narasimharaja PS."
1451,2024-06-23T06:05:30,2024-06-23T12:05:30,2024-06-25T08:05:30,16.219,75.6273,"Incident occurred near coordinates 16.219, 75.6273 within the jurisdiction of Bagalkot Rural PS."
1452,2023-07-24T03:02:12,2023-07-24T03:02:12,2023-07-24T14:02:12,12.8604,75.2648,"Incident occurred near coordinates 12.8604, 75.2648 within the jurisdiction of Panambur PS."
1453,2023-01-30T14:46:47,2023-01-30T20:46:47,2023-02-01T17:46:47,13.4668,77.703,"Incident occurred near coordinates 13.4668, 77.703 within the jurisdiction of Chikkaballapur Rural PS."
1454,2021-09-19T03:54:19,2021-09-19T09:54:19,2021-09-21T00:54:19,12.3118,75.8702,"Incident occurred near coordinates 12.3118, 75.8702 within the jurisdiction of Kodagu Rural PS."
1455,2024-08-05T13:03:06,2024-08-05T14:03:06,2024-08-06T08:03:06,15.1762,76.8709,"Incident occurred near coordinates 15.1762, 76.8709 within the jurisdiction of Ballari Town PS."
1456,2025-01-21T07:07:43,2025-01-21T12:07:43,2025-01-23T07:07:43,12.9899,76.0316,"Incident occurred near coordinates 12.9899, 76.0316 within the jurisdiction of Hassan Rural PS."
1457,2021-05-08T19:37:55,2021-05-08T23:37:55,2021-05-10T15:37:55,12.9307,76.0554,"Incident occurred near coordinates 12.9307, 76.0554 within the jurisdiction of Hassan Rural PS."
1458,2023-11-05T13:53:38,2023-11-05T14:53:38,2023-11-07T05:53:38,13.4,77.8114,"Incident occurred near coordinates 13.4, 77.8114 within the jurisdiction of Chikkaballapur Rural PS."
1459,2021-03-19T17:47:22,2021-03-19T19:47:22,2021-03-20T03:47:22,15.4701,75.7042,"Incident occurred near coordinates 15.4701, 75.7042 within the jurisdiction of Gadag Rural PS."
1460,2026-01-02T23:20:34,2026-01-02T23:20:34,2026-01-03T07:20:34,11.8608,76.9554,"Incident occurred near coordinates 11.8608, 76.9554 within the jurisdiction of Chamarajanagar Town PS."
1461,2023-03-30T07:53:52,2023-03-30T09:53:52,2023-03-31T03:53:52,12.9374,77.6105,"Incident occurred near coordinates 12.9374, 77.6105 within the jurisdiction of Koramangala PS."
1462,2024-08-28T10:59:30,2024-08-28T10:59:30,2024-08-30T08:59:30,14.8292,74.7406,"Incident occurred near coordinates 14.8292, 74.7406 within the jurisdiction of Uttara Kannada Town PS."
1463,2021-07-06T04:42:16,2021-07-06T09:42:16,2021-07-07T02:42:16,12.7434,77.2805,"Incident occurred near coordinates 12.7434, 77.2805 within the jurisdiction of Ramanagara Town PS."
1464,2025-04-10T20:20:54,2025-04-10T21:20:54,2025-04-12T23:20:54,12.3105,75.8008,"Incident occurred near coordinates 12.3105, 75.8008 within the jurisdiction of Kodagu Town PS."
1465,2024-04-06T04:22:08,2024-04-06T08:22:08,2024-04-06T19:22:08,12.6951,77.2793,"Incident occurred near coordinates 12.6951, 77.2793 within the jurisdiction of Ramanagara Rural PS."
1466,2022-06-27T21:11:57,2022-06-27T22:11:57,2022-06-28T04:11:57,12.2574,76.5898,"Incident occurred near coordinates 12.2574, 76.5898 within the jurisdiction of Krishnaraja PS."
1467,2023-03-23T08:46:00,2023-03-23T11:46:00,2023-03-24T10:46:00,13.0159,76.0838,"Incident occurred near coordinates 13.0159, 76.0838 within the jurisdiction of Hassan Rural PS."
1468,2025-07-28T05:47:46,2025-07-28T10:47:46,2025-07-30T06:47:46,13.3114,74.6917,"Incident occurred near coordinates 13.3114, 74.6917 within the jurisdiction of Udupi Rural PS."
1469,2025-07-19T16:04:59,2025-07-19T22:04:59,2025-07-20T00:04:59,16.7744,77.0749,"Incident occurred near coordinates 16.7744, 77.0749 within the jurisdiction of Yadgir Rural PS."
1470,2025-06-12T09:30:10,2025-06-12T11:30:10,2025-06-14T12:30:10,12.9043,75.2529,"Incident occurred near coordinates 12.9043, 75.2529 within the jurisdiction of Mangaluru North PS."
1471,2024-12-02T09:26:27,2024-12-02T11:26:27,2024-12-04T02:26:27,13.2993,74.8001,"Incident occurred near coordinates 13.2993, 74.8001 within the jurisdiction of Udupi Town PS."
1472,2024-04-11T17:03:50,2024-04-11T18:03:50,2024-04-12T11:03:50,11.976,76.9886,"Incident occurred near coordinates 11.976, 76.9886 within the jurisdiction of Chamarajanagar Town PS."
1473,2021-07-16T17:03:00,2021-07-16T21:03:00,2021-07-17T15:03:00,13.2983,74.7914,"Incident occurred near coordinates 13.2983, 74.7914 within the jurisdiction of Udupi Town PS."
1474,2023-07-12T05:26:24,2023-07-12T05:26:24,2023-07-13T13:26:24,11.9821,76.9492,"Incident occurred near coordinates 11.9821, 76.9492 within the jurisdiction of Chamarajanagar Town PS."
1475,2023-08-07T22:16:17,2023-08-08T00:16:17,2023-08-08T18:16:17,13.2836,74.799,"Incident occurred near coordinates 13.2836, 74.799 within the jurisdiction of Udupi Rural PS."
1476,2022-04-20T10:12:17,2022-04-20T10:12:17,2022-04-21T15:12:17,15.4177,76.1158,"Incident occurred near coordinates 15.4177, 76.1158 within the jurisdiction of Koppal Rural PS."
1477,2025-07-22T21:17:45,2025-07-22T22:17:45,2025-07-24T06:17:45,13.2643,77.1348,"Incident occurred near coordinates 13.2643, 77.1348 within the jurisdiction of Tumakuru Town PS."
1478,2025-03-23T18:53:39,2025-03-23T22:53:39,2025-03-25T16:53:39,17.2503,76.8794,"Incident occurred near coordinates 17.2503, 76.8794 within the jurisdiction of Kalaburagi Town PS."
1479,2021-05-25T20:43:15,2021-05-26T01:43:15,2021-05-27T18:43:15,17.9586,77.4957,"Incident occurred near coordinates 17.9586, 77.4957 within the jurisdiction of Bidar Town PS."
1480,2025-05-09T20:34:57,2025-05-10T02:34:57,2025-05-11T14:34:57,15.1047,76.8974,"Incident occurred near coordinates 15.1047, 76.8974 within the jurisdiction of Ballari Rural PS."
1481,2026-03-01T20:14:38,2026-03-01T22:14:38,2026-03-02T04:14:38,12.9872,76.0383,"Incident occurred near coordinates 12.9872, 76.0383 within the jurisdiction of Hassan Rural PS."
1482,2026-05-03T00:52:48,2026-05-03T06:52:48,2026-05-04T02:52:48,15.2021,76.4272,"Incident occurred near coordinates 15.2021, 76.4272 within the jurisdiction of Vijayanagara Rural PS."
1483,2022-10-03T00:44:27,2022-10-03T03:44:27,2022-10-04T19:44:27,13.2747,74.6979,"Incident occurred near coordinates 13.2747, 74.6979 within the jurisdiction of Udupi Town PS."
1484,2025-11-29T23:23:51,2025-11-30T03:23:51,2025-11-30T01:23:51,13.9554,75.5409,"Incident occurred near coordinates 13.9554, 75.5409 within the jurisdiction of Shivamogga Rural PS."
1485,2024-11-28T22:22:02,2024-11-29T04:22:02,2024-11-30T16:22:02,13.2055,78.1356,"Incident occurred near coordinates 13.2055, 78.1356 within the jurisdiction of Kolar Town PS."
1486,2025-10-20T12:40:19,2025-10-20T14:40:19,2025-10-22T12:40:19,14.8049,75.4003,"Incident occurred near coordinates 14.8049, 75.4003 within the jurisdiction of Haveri Town PS."
1487,2024-03-26T14:41:34,2024-03-26T19:41:34,2024-03-28T10:41:34,17.2643,76.7779,"Incident occurred near coordinates 17.2643, 76.7779 within the jurisdiction of Kalaburagi Rural PS."
1488,2026-03-13T17:25:55,2026-03-13T20:25:55,2026-03-14T13:25:55,12.4505,76.9125,"Incident occurred near coordinates 12.4505, 76.9125 within the jurisdiction of Mandya Rural PS."
1489,2025-04-12T14:23:58,2025-04-12T19:23:58,2025-04-14T09:23:58,12.3531,76.6368,"Incident occurred near coordinates 12.3531, 76.6368 within the jurisdiction of Narasimharaja PS."
1490,2023-10-02T05:48:56,2023-10-02T11:48:56,2023-10-02T19:48:56,17.9557,77.4609,"Incident occurred near coordinates 17.9557, 77.4609 within the jurisdiction of Bidar Rural PS."
1491,2026-03-15T11:35:55,2026-03-15T14:35:55,2026-03-16T20:35:55,15.3796,75.6549,"Incident occurred near coordinates 15.3796, 75.6549 within the jurisdiction of Gadag Rural PS."
1492,2021-09-24T18:17:47,2021-09-25T00:17:47,2021-09-26T20:17:47,13.3811,77.0585,"Incident occurred near coordinates 13.3811, 77.0585 within the jurisdiction of Tumakuru Town PS."
1493,2021-01-26T04:28:34,2021-01-26T10:28:34,2021-01-26T19:28:34,13.3112,77.0401,"Incident occurred near coordinates 13.3112, 77.0401 within the jurisdiction of Tumakuru Town PS."
1494,2021-02-19T00:05:02,2021-02-19T02:05:02,2021-02-19T20:05:02,13.3886,75.7317,"Incident occurred near coordinates 13.3886, 75.7317 within the jurisdiction of Chikkamagaluru Rural PS."
1495,2022-10-03T16:08:32,2022-10-03T19:08:32,2022-10-05T19:08:32,15.1062,76.9356,"Incident occurred near coordinates 15.1062, 76.9356 within the jurisdiction of Ballari Rural PS."
1496,2021-05-13T06:31:42,2021-05-13T07:31:42,2021-05-13T14:31:42,16.907,75.6523,"Incident occurred near coordinates 16.907, 75.6523 within the jurisdiction of Vijayapura Town PS."
1497,2022-03-08T02:40:34,2022-03-08T02:40:34,2022-03-08T16:40:34,14.819,74.6379,"Incident occurred near coordinates 14.819, 74.6379 within the jurisdiction of Uttara Kannada Rural PS."
1498,2024-02-25T13:27:18,2024-02-25T13:27:18,2024-02-26T03:27:18,13.0599,76.1237,"Incident occurred near coordinates 13.0599, 76.1237 within the jurisdiction of Hassan Rural PS."
1499,2023-12-25T23:32:38,2023-12-26T02:32:38,2023-12-27T00:32:38,13.0549,76.1697,"Incident occurred near coordinates 13.0549, 76.1697 within the jurisdiction of Hassan Rural PS."
1500,2025-03-11T13:05:43,2025-03-11T13:05:43,2025-03-12T17:05:43,13.9888,75.503,"Incident occurred near coordinates 13.9888, 75.503 within the jurisdiction of Shivamogga Rural PS."
1501,2022-10-17T00:41:35,2022-10-17T02:41:35,2022-10-18T17:41:35,14.7767,74.7543,"Incident occurred near coordinates 14.7767, 74.7543 within the jurisdiction of Uttara Kannada Town PS."
1502,2025-02-11T23:30:25,2025-02-12T00:30:25,2025-02-12T13:30:25,15.8043,74.4673,"Incident occurred near coordinates 15.8043, 74.4673 within the jurisdiction of Camp PS."
1503,2023-10-19T13:01:51,2023-10-19T18:01:51,2023-10-20T16:01:51,13.2473,77.5772,"Incident occurred near coordinates 13.2473, 77.5772 within the jurisdiction of Bengaluru Rural Rural PS."
1504,2026-02-01T07:32:44,2026-02-01T09:32:44,2026-02-02T17:32:44,13.9005,75.6209,"Incident occurred near coordinates 13.9005, 75.6209 within the jurisdiction of Shivamogga Rural PS."
1505,2023-07-23T21:05:39,2023-07-23T21:05:39,2023-07-25T03:05:39,14.2691,76.3898,"Incident occurred near coordinates 14.2691, 76.3898 within the jurisdiction of Chitradurga Rural PS."
1506,2022-01-22T18:18:56,2022-01-22T22:18:56,2022-01-23T22:18:56,14.8422,75.3983,"Incident occurred near coordinates 14.8422, 75.3983 within the jurisdiction of Haveri Town PS."
1507,2021-11-22T18:56:24,2021-11-22T21:56:24,2021-11-24T18:56:24,15.2767,76.1909,"Incident occurred near coordinates 15.2767, 76.1909 within the jurisdiction of Koppal Town PS."
1508,2021-11-01T01:28:36,2021-11-01T04:28:36,2021-11-03T00:28:36,17.9194,77.5495,"Incident occurred near coordinates 17.9194, 77.5495 within the jurisdiction of Bidar Rural PS."
1509,2023-01-17T03:05:14,2023-01-17T05:05:14,2023-01-19T05:05:14,11.8908,77.0041,"Incident occurred near coordinates 11.8908, 77.0041 within the jurisdiction of Chamarajanagar Rural PS."
1510,2023-12-10T03:20:05,2023-12-10T09:20:05,2023-12-10T16:20:05,15.8344,74.5751,"Incident occurred near coordinates 15.8344, 74.5751 within the jurisdiction of Khadebazar PS."
1511,2025-01-30T15:17:34,2025-01-30T20:17:34,2025-02-01T18:17:34,15.5061,74.9309,"Incident occurred near coordinates 15.5061, 74.9309 within the jurisdiction of Dharwad Town PS."
1512,2021-03-20T06:17:38,2021-03-20T10:17:38,2021-03-21T00:17:38,12.3449,75.7868,"Incident occurred near coordinates 12.3449, 75.7868 within the jurisdiction of Kodagu Town PS."
1513,2025-12-18T04:03:33,2025-12-18T04:03:33,2025-12-18T16:03:33,17.2963,76.893,"Incident occurred near coordinates 17.2963, 76.893 within the jurisdiction of Kalaburagi Rural PS."
1514,2023-09-17T11:04:59,2023-09-17T14:04:59,2023-09-18T09:04:59,13.2766,77.0431,"Incident occurred near coordinates 13.2766, 77.0431 within the jurisdiction of Tumakuru Rural PS."
1515,2025-05-08T06:32:07,2025-05-08T06:32:07,2025-05-10T04:32:07,16.7977,75.7895,"Incident occurred near coordinates 16.7977, 75.7895 within the jurisdiction of Vijayapura Rural PS."
